,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Ramdas Narayan Murthy', 'age': 58, 'title': 'MD & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 26126000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
1,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Rajeev Kumar Choudhary', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
2,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Kaushik  Seal', 'title': 'Company Sec. & Compliance Officer', 'fiscalYear': 2023, 'totalPay': 4483000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
3,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. P.  Anand', 'age': 51, 'title': 'VP of Marketing & Sales', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
4,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Harjit  Singh', 'age': 58, 'title': 'Deputy Gen. Mang. of HRM & Support Services', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
5,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Abesh  Chattopadhyay', 'age': 53, 'title': 'Chief of Services & Solutions', 'yearBorn': 1969, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
6,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Mithilesh Kumar Jha', 'age': 62, 'title': 'Chief of F & A', 'yearBorn': 1960, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
7,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Dr. Rekha Singh Ganguli', 'title': 'Chief of Medical Services', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
8,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Supriya  Das', 'age': 49, 'title': 'Head of MPPI, Marketing and Sales Admin.', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
9,"4, Bankshall Street",Kolkata,700001,India,91 33 2243 5401,91 33 2230 4170,https://www.tatatinplate.com,Steel,Basic Materials,"The Tinplate Company of India Limited manufactures and supplies tin coated and tin free steel sheets in India. The company offers electrolytic tinplate, tin-free steel sheets, lacquered/coated electrolytic tinplate sheets, and printed electrolytic tinplate sheets, as well as PAXEL cans. Its products are used in edible oils, processed foods, paints and chemicals, aerosols, batteries, and crowns, as well as other non-food categories. It also exports its products to Europe, Middle East, parts of Africa, Southeast Asia, and internationally. The Tinplate Company of India Limited was incorporated in 1920 and is headquartered in Kolkata, India. The Tinplate Company of India Limited operates as a subsidiary of Tata Steel Limited.",2436,"{'maxAge': 1, 'name': 'Mr. Santosh  Anthony', 'age': 52, 'title': 'VP of Safety & Corp.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,411.25,415.25,406.1,415.25,411.25,415.25,406.1,415.25,3.0,0.0075,1691712000,0.0,0.846409,70.76724,51.114574,7151,7151,15510,19897,19897,410.1,411.0,0,0,42960982016,291.0,420.7,1.1110829,366.316,335.34274,0.0,0.0,INR,35302916096,0.01564,24577227,104668000,0.75488997,0.010319999,120.525,3.4055176,1680220800,1711843200,1688083200,-0.969,604684032,5.8,8.03,0.913,35.11,BSE,EQUITY,TINPLATE.BO,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,The Tinplate Company of India Limited,983936700,Asia/Kolkata,IST,19800000,410.45,83.0,83.0,83.0,83.0,none,1,7861420032,75.015,1005508224,149999008,38665863168,1.188,369.196,10107395000,-0.969,-0.092,0.26538,0.026010001,0.00896,INR,
