,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"No. 18, Panlong Road",Shanghai,201702,China,86 21 6139 8018,https://www.sunrise.sh,Real Estate—Development,Real Estate,"Sunrise Real Estate Group, Inc., together with its subsidiaries, provides real estate development and property brokerage services in the People's Republic of China. It offers real estate marketing, property leasing, and property management services. The company also engages in real estate investment and agency sale activities. In addition, it offers entity investment, fund management, and financial services. The company was formerly known as Sunrise Real Estate Development Group, Inc. and changed its name to Sunrise Real Estate Group, Inc. in May 2006. Sunrise Real Estate Group, Inc. was founded in 1996 and is headquartered in Shanghai, China.",81,"{'maxAge': 1, 'name': 'Mr. Hsin-Hung  Lin', 'age': 67, 'title': 'Exec. Chairman', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 42773, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.251,0.2999,0.251,0.251,0.251,0.2999,0.251,0.251,0.15,0.5976,1680739200,0.442946,5,5,608,640,640,0.0,0.0,0,0,17241668,0.17,0.53,0.3674936,0.3058,0.335,0.0,0.0,USD,2360860,-0.19802,14541394,68691904,0.77712,0.0,1.825,0.13753423,1672444800,1703980800,1688083200,-0.759,-9290662,-0.13,1:1,1185753600,0.05,-0.733,PNK,EQUITY,SRRE,SRRE,SUNRISE REAL ESTATE GROUP INC,"Sunrise Real Estate Group, Inc.",1131633000,America/New_York,EDT,-14400000,0.251,none,28641466,0.417,-3219941,1394773,0.413,1.86,46916920,1.013,0.683,-0.01204,-0.05747,9456387,16668728,563940,-0.759,-0.797,0.12706,-0.06863,-0.114209995,USD,
1,"No. 18, Panlong Road",Shanghai,201702,China,86 21 6139 8018,https://www.sunrise.sh,Real Estate—Development,Real Estate,"Sunrise Real Estate Group, Inc., together with its subsidiaries, provides real estate development and property brokerage services in the People's Republic of China. It offers real estate marketing, property leasing, and property management services. The company also engages in real estate investment and agency sale activities. In addition, it offers entity investment, fund management, and financial services. The company was formerly known as Sunrise Real Estate Development Group, Inc. and changed its name to Sunrise Real Estate Group, Inc. in May 2006. Sunrise Real Estate Group, Inc. was founded in 1996 and is headquartered in Shanghai, China.",81,"{'maxAge': 1, 'name': 'Mr. Jian  Zhang', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 75378, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.251,0.2999,0.251,0.251,0.251,0.2999,0.251,0.251,0.15,0.5976,1680739200,0.442946,5,5,608,640,640,0.0,0.0,0,0,17241668,0.17,0.53,0.3674936,0.3058,0.335,0.0,0.0,USD,2360860,-0.19802,14541394,68691904,0.77712,0.0,1.825,0.13753423,1672444800,1703980800,1688083200,-0.759,-9290662,-0.13,1:1,1185753600,0.05,-0.733,PNK,EQUITY,SRRE,SRRE,SUNRISE REAL ESTATE GROUP INC,"Sunrise Real Estate Group, Inc.",1131633000,America/New_York,EDT,-14400000,0.251,none,28641466,0.417,-3219941,1394773,0.413,1.86,46916920,1.013,0.683,-0.01204,-0.05747,9456387,16668728,563940,-0.759,-0.797,0.12706,-0.06863,-0.114209995,USD,
2,"No. 18, Panlong Road",Shanghai,201702,China,86 21 6139 8018,https://www.sunrise.sh,Real Estate—Development,Real Estate,"Sunrise Real Estate Group, Inc., together with its subsidiaries, provides real estate development and property brokerage services in the People's Republic of China. It offers real estate marketing, property leasing, and property management services. The company also engages in real estate investment and agency sale activities. In addition, it offers entity investment, fund management, and financial services. The company was formerly known as Sunrise Real Estate Development Group, Inc. and changed its name to Sunrise Real Estate Group, Inc. in May 2006. Sunrise Real Estate Group, Inc. was founded in 1996 and is headquartered in Shanghai, China.",81,"{'maxAge': 1, 'name': 'Mr. Chi-Jung  Lin', 'age': 62, 'title': 'Founder & Director', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 252000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.251,0.2999,0.251,0.251,0.251,0.2999,0.251,0.251,0.15,0.5976,1680739200,0.442946,5,5,608,640,640,0.0,0.0,0,0,17241668,0.17,0.53,0.3674936,0.3058,0.335,0.0,0.0,USD,2360860,-0.19802,14541394,68691904,0.77712,0.0,1.825,0.13753423,1672444800,1703980800,1688083200,-0.759,-9290662,-0.13,1:1,1185753600,0.05,-0.733,PNK,EQUITY,SRRE,SRRE,SUNRISE REAL ESTATE GROUP INC,"Sunrise Real Estate Group, Inc.",1131633000,America/New_York,EDT,-14400000,0.251,none,28641466,0.417,-3219941,1394773,0.413,1.86,46916920,1.013,0.683,-0.01204,-0.05747,9456387,16668728,563940,-0.759,-0.797,0.12706,-0.06863,-0.114209995,USD,
3,"No. 18, Panlong Road",Shanghai,201702,China,86 21 6139 8018,https://www.sunrise.sh,Real Estate—Development,Real Estate,"Sunrise Real Estate Group, Inc., together with its subsidiaries, provides real estate development and property brokerage services in the People's Republic of China. It offers real estate marketing, property leasing, and property management services. The company also engages in real estate investment and agency sale activities. In addition, it offers entity investment, fund management, and financial services. The company was formerly known as Sunrise Real Estate Development Group, Inc. and changed its name to Sunrise Real Estate Group, Inc. in May 2006. Sunrise Real Estate Group, Inc. was founded in 1996 and is headquartered in Shanghai, China.",81,"{'maxAge': 1, 'name': 'Mr. Yong Jun  Mi', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 48386, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.251,0.2999,0.251,0.251,0.251,0.2999,0.251,0.251,0.15,0.5976,1680739200,0.442946,5,5,608,640,640,0.0,0.0,0,0,17241668,0.17,0.53,0.3674936,0.3058,0.335,0.0,0.0,USD,2360860,-0.19802,14541394,68691904,0.77712,0.0,1.825,0.13753423,1672444800,1703980800,1688083200,-0.759,-9290662,-0.13,1:1,1185753600,0.05,-0.733,PNK,EQUITY,SRRE,SRRE,SUNRISE REAL ESTATE GROUP INC,"Sunrise Real Estate Group, Inc.",1131633000,America/New_York,EDT,-14400000,0.251,none,28641466,0.417,-3219941,1394773,0.413,1.86,46916920,1.013,0.683,-0.01204,-0.05747,9456387,16668728,563940,-0.759,-0.797,0.12706,-0.06863,-0.114209995,USD,
