,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,14 Par-la-Ville Road,PO Box HM 1593,Hamilton,HM 08,Bermuda,441 295 6935,441 295 3494,https://www.goldenocean.bm,Marine Shipping,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels worldwide. It operates dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels in the spot and time charter markets. The company's vessels transport a range of bulk commodities, such as ores, coal, grains, and fertilizers. As of March 16, 2023, it owned a fleet of 74 dry bulk vessels. The company is based in Hamilton, Bermuda.",38,"{'maxAge': 1, 'name': 'Mr. Lars-Christian  Svensen', 'age': 36, 'title': 'Interim CEO & Chief Commercial Officer of Golden Ocean Management AS', 'yearBorn': 1986, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,7.67,7.721,7.62,7.785,7.67,7.721,7.62,7.785,0.75,0.097799994,1694131200,1.2626001,1.291147,7.727273,7.5742574,1558999,1558999,1338167,1486050,1486050,7.65,7.69,1300,3200,1538216064,6.89,10.58,1.6337808,7.4734,8.4908,0.75,0.09778357,USD,2891499264,0.21120001,120817199,199378000,6541463,4094098,1690761600,1693440000,0.0328,0.39237,0.27122998,4.98,0.0542,9.402,0.8136566,1672444800,1703980800,1688083200,-0.787,198843008,0.99,1.01,-98.35,1:5,1470009600,3.071,8.445,NMS,EQUITY,GOGL,GOGL,Golden Ocean Group Limited,Golden Ocean Group Limited,855325800,America/New_York,EDT,-14400000,7.65,15.0,8.0,11.6,11.21,1.8,buy,7,106532000,0.534,342393984,1471831040,0.769,1.121,941507008,78.467,4.694,0.03904,0.104270004,551116000,-134950368,346355008,-0.789,-0.326,0.38451,0.36367,0.22726999,USD,
1,14 Par-la-Ville Road,PO Box HM 1593,Hamilton,HM 08,Bermuda,441 295 6935,441 295 3494,https://www.goldenocean.bm,Marine Shipping,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels worldwide. It operates dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels in the spot and time charter markets. The company's vessels transport a range of bulk commodities, such as ores, coal, grains, and fertilizers. As of March 16, 2023, it owned a fleet of 74 dry bulk vessels. The company is based in Hamilton, Bermuda.",38,"{'maxAge': 1, 'name': 'Mr. Peder Carl Gram Simonsen', 'age': 48, 'title': 'Chief Financial Officer of Golden Ocean Management AS', 'yearBorn': 1974, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,7.67,7.721,7.62,7.785,7.67,7.721,7.62,7.785,0.75,0.097799994,1694131200,1.2626001,1.291147,7.727273,7.5742574,1558999,1558999,1338167,1486050,1486050,7.65,7.69,1300,3200,1538216064,6.89,10.58,1.6337808,7.4734,8.4908,0.75,0.09778357,USD,2891499264,0.21120001,120817199,199378000,6541463,4094098,1690761600,1693440000,0.0328,0.39237,0.27122998,4.98,0.0542,9.402,0.8136566,1672444800,1703980800,1688083200,-0.787,198843008,0.99,1.01,-98.35,1:5,1470009600,3.071,8.445,NMS,EQUITY,GOGL,GOGL,Golden Ocean Group Limited,Golden Ocean Group Limited,855325800,America/New_York,EDT,-14400000,7.65,15.0,8.0,11.6,11.21,1.8,buy,7,106532000,0.534,342393984,1471831040,0.769,1.121,941507008,78.467,4.694,0.03904,0.104270004,551116000,-134950368,346355008,-0.789,-0.326,0.38451,0.36367,0.22726999,USD,
2,14 Par-la-Ville Road,PO Box HM 1593,Hamilton,HM 08,Bermuda,441 295 6935,441 295 3494,https://www.goldenocean.bm,Marine Shipping,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels worldwide. It operates dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels in the spot and time charter markets. The company's vessels transport a range of bulk commodities, such as ores, coal, grains, and fertilizers. As of March 16, 2023, it owned a fleet of 74 dry bulk vessels. The company is based in Hamilton, Bermuda.",38,"{'maxAge': 1, 'name': 'Mr. Tord  Brath', 'title': 'Head of Global Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,7.67,7.721,7.62,7.785,7.67,7.721,7.62,7.785,0.75,0.097799994,1694131200,1.2626001,1.291147,7.727273,7.5742574,1558999,1558999,1338167,1486050,1486050,7.65,7.69,1300,3200,1538216064,6.89,10.58,1.6337808,7.4734,8.4908,0.75,0.09778357,USD,2891499264,0.21120001,120817199,199378000,6541463,4094098,1690761600,1693440000,0.0328,0.39237,0.27122998,4.98,0.0542,9.402,0.8136566,1672444800,1703980800,1688083200,-0.787,198843008,0.99,1.01,-98.35,1:5,1470009600,3.071,8.445,NMS,EQUITY,GOGL,GOGL,Golden Ocean Group Limited,Golden Ocean Group Limited,855325800,America/New_York,EDT,-14400000,7.65,15.0,8.0,11.6,11.21,1.8,buy,7,106532000,0.534,342393984,1471831040,0.769,1.121,941507008,78.467,4.694,0.03904,0.104270004,551116000,-134950368,346355008,-0.789,-0.326,0.38451,0.36367,0.22726999,USD,
