,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Peter  Nilsson M.Sc.Eng.MBA', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 25179000, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
1,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Fredrik  Nilsson', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
2,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Christofer  Sjögren', 'age': 56, 'title': 'VP of Investor Relations', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
3,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Ms. Katarina  Olsson', 'age': 51, 'title': 'Sr. VP, Gen. Counsel & Sec.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
4,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Patrik  Romberg M.B.A., MBA', 'age': 56, 'title': 'Sr. VP of Communications & HR', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
5,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Paolo  Astarita', 'age': 63, 'title': 'Advisor', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
6,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Sebastian  Araujo', 'title': 'Managing Director - Brazilian Offshore Operation', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
7,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Jean-Paul  Mindermann', 'age': 57, 'title': 'Bus. Area Pres of Industrial Solutions', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
8,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Mr. Peter  Hahn', 'age': 64, 'title': 'Bus. Area Pres of Trelleborg Sealing Solutions', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
9,Johan Kocksgatan 10,PO Box 153,Trelleborg,231 22,Sweden,46 41 06 70 00,46 41 04 27 63,https://www.trelleborg.com,Specialty Industrial Machinery,Industrials,"Trelleborg AB (publ) develops, manufactures, and sells engineered polymer solutions for seal, damp, and protect critical applications worldwide. The company offers anti-vibration solutions, including anti-vibration and suspension products, as well as buffers and pads, and cable entry products; boots for transmission, steering gear, and shock absorption applications; bearings and bushings; engineered coated fabrics; automotive noise damping; engineered molded parts; fenders, docking, and mooring; floatover; and fluid handling solutions. It also provides health and medical; pipe seals and repair; printing; sealing profiles; sealing;  rubber; tunnel seals; wear protection; and wheels and tires solutions. In addition, the company offers tire fitting services; bridge bearings; bridge expansion joints; cable and rubber compounds; flexible containment; electrical protection; embedded rail system; flat gaskets; grout seals; inflatable; milk liners; and noise and vibration damping solutions. Further, it provides oil sand; rubber flooring; ship fenders; squeegees; and truck and diesel solutions. Trelleborg AB (publ) was founded in 1905 and is headquartered in Trelleborg, Sweden.",16701,"{'maxAge': 1, 'name': 'Konrad  Saur', 'title': 'VP of Innovation & Technology-Trelleborg Sealing Solutions', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,8,10,8,1693526400,1672444800,86400,2,276.5,278.2,278.2,283.9,276.5,278.2,278.2,283.9,6.0,0.0219,1682640000,0.4484,1.25563,20.93423,17.152481,792102,792102,473544,426668,426668,279.4,279.8,0,0,69313544192,200.9,298.6,2.096852,272.43,267.2775,6.0,0.02169982,SEK,68518993920,0.32759997,192947262,219288992,0.00274,0.58099,176.56,1.5864296,1672444800,1703980800,1688083200,3.632,3424999936,13.38,16.33,1.4,2.073,10.663,STO,EQUITY,TREL-B.ST,TREL-B.ST,Trelleborg AB ser. B,Trelleborg AB (publ),946886400,Europe/Stockholm,CEST,7200000,280.1,340.0,274.0,314.17,315.5,2.1,buy,6,11628000256,46.251,6425999872,9722000384,1.938,2.527,33056000000,21.899,128.854,0.051209997,0.085839994,10757000000,18984624128,31168000000,3.889,0.183,0.35282,0.19440001,0.15716,SEK,
