,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Mr. Arfan  Khan', 'age': 63, 'title': 'CEO & Director', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 1453650, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
1,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Mr. Petro  Mychalkiw ACA, BA', 'age': 56, 'title': 'CFO & Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
2,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Mr. Robert  Tinkhof', 'age': 60, 'title': 'Chief Operating Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
3,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Mr. Bruno G. Meere', 'title': 'Investor Relation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
4,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Mr. Thomas A. Hartnett', 'age': 58, 'title': 'Chief Legal Officer, Company Sec. & Acting Head of HR', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
5,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Mr. Abi  Zivs', 'title': 'Director of Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
6,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Mr. Daulet  Tulegenov', 'age': 42, 'title': 'Group Head of QHSE', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
7,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Melody  Pinet', 'age': 34, 'title': 'Head of HR outside the RoK', 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
8,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Gulnara  Shadeyeva', 'age': 50, 'title': 'Head of HR in the RoK', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
9,20 Eastbourne Terrace,9th Floor,London,W2 6LG,United Kingdom,44 203 740 7430,https://www.nostrumoilandgas.com,Oil & Gas E&P,Energy,"Nostrum Oil & Gas PLC, an independent oil and gas company, engages in the exploration, development, and production of oil and gas in the pre-Caspian Basin. The company discovers and develops oil and gas reserves, as well as produces and sells crude oil, stabilized condensate, liquefied petroleum gas, and dry gas. Its principal producing asset is 100% owned Chinarevskoye field located in North-western Kazakhstan. The company was founded in 1997 and is based in London, the United Kingdom.",566,"{'maxAge': 1, 'name': 'Natalya  Dibe', 'title': 'Head of ESG', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.4,11.9,11.9,12.1,12.4,11.9,11.9,12.1,1433376000,0.0,1.763138,0.3330558,-5.0,458502,458502,69747,175849,175849,11.5,12.5,0,0,2113584,0.1005,37.5,0.010582895,11.3605,14.515597,0.0,0.0,GBp,1165155840,-0.58305,11576760,16908700,0.39049998,0.16316,-50.759,1672444800,1703980800,1672444800,-116445000,36.03,-2.4,5.834,10.072,LSE,EQUITY,NOG.L,NOG.L,NOSTRUM OIL & GAS PLC ORD 1P,Nostrum Oil & Gas PLC,1206946800,Europe/London,BST,3600000,12.0,none,233584000,12.61,115681000,1396516992,0.17,0.193,199716992,11.812,0.06878,115664000,40394500,102204000,-0.161,0.57914,0.57922,0.31833,USD,
