,address1,city,zip,country,website,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,21 Greenwood Lane,Singapore,286949,Singapore,https://www.sagcmining.com,"St. Augustine Gold and Copper Limited, a mineral exploration company, engages in the acquisition, exploration, and evaluation of mineral properties in the Philippines. The company explores gold and copper. It holds interests in the King-king copper-gold project that covers an area of approximately 1,548 hectares located in the Province of Compostela Valley, Mindanao Island. St. Augustine Gold and Copper Limited was incorporated in 2010 and is headquartered in Singapore.",20,"{'maxAge': 1, 'name': 'Mr. Manuel Paolo Aguilar Villar', 'age': 45, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1977, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,1.526943,9446,9446,422,0,0,0.0,0.0,2000000,2000000,40422260,0.0255,0.139,0.06213793,0.06386131,0.0,0.0,EUR,33389672,0.0,391332732,796934976,0.67427003,0.01133,0.107,0.317757,1672444800,1703980800,1688083200,295433,-0.002,FRA,EQUITY,6JA.F,6JA.F,ST.AUGUSTINE GOLD+COPPER,St. Augustine Gold and Copper Limited,1288767600,Europe/Berlin,CEST,7200000,0.034,none,998090,0.001,0,0.201,0.238,-0.00336,0.0027599998,-1616547,-1798988,0.0,0.0,0.0,USD,
1,21 Greenwood Lane,Singapore,286949,Singapore,https://www.sagcmining.com,"St. Augustine Gold and Copper Limited, a mineral exploration company, engages in the acquisition, exploration, and evaluation of mineral properties in the Philippines. The company explores gold and copper. It holds interests in the King-king copper-gold project that covers an area of approximately 1,548 hectares located in the Province of Compostela Valley, Mindanao Island. St. Augustine Gold and Copper Limited was incorporated in 2010 and is headquartered in Singapore.",20,"{'maxAge': 1, 'name': 'Mr. Jess Anthony  Q. Yu', 'title': 'Gen. Counsel', 'fiscalYear': 2021, 'totalPay': 44316, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,1.526943,9446,9446,422,0,0,0.0,0.0,2000000,2000000,40422260,0.0255,0.139,0.06213793,0.06386131,0.0,0.0,EUR,33389672,0.0,391332732,796934976,0.67427003,0.01133,0.107,0.317757,1672444800,1703980800,1688083200,295433,-0.002,FRA,EQUITY,6JA.F,6JA.F,ST.AUGUSTINE GOLD+COPPER,St. Augustine Gold and Copper Limited,1288767600,Europe/Berlin,CEST,7200000,0.034,none,998090,0.001,0,0.201,0.238,-0.00336,0.0027599998,-1616547,-1798988,0.0,0.0,0.0,USD,
2,21 Greenwood Lane,Singapore,286949,Singapore,https://www.sagcmining.com,"St. Augustine Gold and Copper Limited, a mineral exploration company, engages in the acquisition, exploration, and evaluation of mineral properties in the Philippines. The company explores gold and copper. It holds interests in the King-king copper-gold project that covers an area of approximately 1,548 hectares located in the Province of Compostela Valley, Mindanao Island. St. Augustine Gold and Copper Limited was incorporated in 2010 and is headquartered in Singapore.",20,"{'maxAge': 1, 'name': 'Mr. Donald Richard Skeith B.A., BA/J.D., J.D., LLB', 'age': 69, 'title': 'Corp. Sec.', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,1.526943,9446,9446,422,0,0,0.0,0.0,2000000,2000000,40422260,0.0255,0.139,0.06213793,0.06386131,0.0,0.0,EUR,33389672,0.0,391332732,796934976,0.67427003,0.01133,0.107,0.317757,1672444800,1703980800,1688083200,295433,-0.002,FRA,EQUITY,6JA.F,6JA.F,ST.AUGUSTINE GOLD+COPPER,St. Augustine Gold and Copper Limited,1288767600,Europe/Berlin,CEST,7200000,0.034,none,998090,0.001,0,0.201,0.238,-0.00336,0.0027599998,-1616547,-1798988,0.0,0.0,0.0,USD,
