,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Tian Lun Group Building,"4th Floor No. 6, Huang He East Road Zheng Dong Xin District",Zhengzhou,450003,China,86 37 1680 81771,https://www.tianlungas.com,Utilities—Regulated Gas,Utilities,"Tian Lun Gas Holdings Limited, together with its subsidiaries, engages in the transportation, distribution, and sale of natural gas and compressed natural gas through its gas pipeline connections in the People' Republic of China. The company provides construction, infrastructure laying, and installation of gas pipeline. It also constructs and operates gas filling stations; produces and sells liquefied natural gas in bulk and in cylinders; trades in natural gas equipment; provides engineering design and consulting, new energy technology development, and gas vehicle refueling services; generates, supplies, and sells electricity; and sells urban gas and gas appliances. The company serves to the residential, vehicles, commercial, and industrial sectors. Tian Lun Gas Holdings Limited was founded in 2002 and is headquartered in Zhengzhou, the People's Republic of China. The company operates as a subsidiary of Tian Lun Group Limited.","{'maxAge': 1, 'name': 'Mr. Yingcen  Zhang', 'age': 59, 'title': 'Founder & Chairman', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 114899, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.446,0.436,0.436,0.436,0.446,0.436,0.436,0.436,0.02,0.0511,1698105600,0.39450002,4.31,0.777777,7.266667,1000,1000,0,0,0,0.388,0.466,610000,610000,422513216,0.322,0.71,0.05441393,0.5271,0.561085,0.178,0.39910313,EUR,6746647040,0.05926,193338579,969067008,0.79003996,0.028169999,5.873,0.07423803,1672444800,1703980800,1688083200,0.091,460137984,0.06,0.869,4.794,FRA,EQUITY,TLJ.F,TLJ.F,"TIAN LUN GAS HOLD. HD-,01",Tian Lun Gas Holdings Limited,1289458800,Europe/Berlin,CEST,7200000,0.436,none,1495074048,1.543,1407240448,7500075008,1.046,1.2,7764798976,124.782,7.956,0.042540003,0.081999995,0.118,0.059,0.1815,0.18123,0.13983,CNY,0.1633
1,Tian Lun Group Building,"4th Floor No. 6, Huang He East Road Zheng Dong Xin District",Zhengzhou,450003,China,86 37 1680 81771,https://www.tianlungas.com,Utilities—Regulated Gas,Utilities,"Tian Lun Gas Holdings Limited, together with its subsidiaries, engages in the transportation, distribution, and sale of natural gas and compressed natural gas through its gas pipeline connections in the People' Republic of China. The company provides construction, infrastructure laying, and installation of gas pipeline. It also constructs and operates gas filling stations; produces and sells liquefied natural gas in bulk and in cylinders; trades in natural gas equipment; provides engineering design and consulting, new energy technology development, and gas vehicle refueling services; generates, supplies, and sells electricity; and sells urban gas and gas appliances. The company serves to the residential, vehicles, commercial, and industrial sectors. Tian Lun Gas Holdings Limited was founded in 2002 and is headquartered in Zhengzhou, the People's Republic of China. The company operates as a subsidiary of Tian Lun Group Limited.","{'maxAge': 1, 'name': 'Mr. Zhenyuan  Xian', 'age': 47, 'title': 'CEO & Exec. Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 90160, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.446,0.436,0.436,0.436,0.446,0.436,0.436,0.436,0.02,0.0511,1698105600,0.39450002,4.31,0.777777,7.266667,1000,1000,0,0,0,0.388,0.466,610000,610000,422513216,0.322,0.71,0.05441393,0.5271,0.561085,0.178,0.39910313,EUR,6746647040,0.05926,193338579,969067008,0.79003996,0.028169999,5.873,0.07423803,1672444800,1703980800,1688083200,0.091,460137984,0.06,0.869,4.794,FRA,EQUITY,TLJ.F,TLJ.F,"TIAN LUN GAS HOLD. HD-,01",Tian Lun Gas Holdings Limited,1289458800,Europe/Berlin,CEST,7200000,0.436,none,1495074048,1.543,1407240448,7500075008,1.046,1.2,7764798976,124.782,7.956,0.042540003,0.081999995,0.118,0.059,0.1815,0.18123,0.13983,CNY,0.1633
2,Tian Lun Group Building,"4th Floor No. 6, Huang He East Road Zheng Dong Xin District",Zhengzhou,450003,China,86 37 1680 81771,https://www.tianlungas.com,Utilities—Regulated Gas,Utilities,"Tian Lun Gas Holdings Limited, together with its subsidiaries, engages in the transportation, distribution, and sale of natural gas and compressed natural gas through its gas pipeline connections in the People' Republic of China. The company provides construction, infrastructure laying, and installation of gas pipeline. It also constructs and operates gas filling stations; produces and sells liquefied natural gas in bulk and in cylinders; trades in natural gas equipment; provides engineering design and consulting, new energy technology development, and gas vehicle refueling services; generates, supplies, and sells electricity; and sells urban gas and gas appliances. The company serves to the residential, vehicles, commercial, and industrial sectors. Tian Lun Gas Holdings Limited was founded in 2002 and is headquartered in Zhengzhou, the People's Republic of China. The company operates as a subsidiary of Tian Lun Group Limited.","{'maxAge': 1, 'name': 'Ms. Tao  Li', 'age': 50, 'title': 'Deputy GM & Exec. Director', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 69132, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.446,0.436,0.436,0.436,0.446,0.436,0.436,0.436,0.02,0.0511,1698105600,0.39450002,4.31,0.777777,7.266667,1000,1000,0,0,0,0.388,0.466,610000,610000,422513216,0.322,0.71,0.05441393,0.5271,0.561085,0.178,0.39910313,EUR,6746647040,0.05926,193338579,969067008,0.79003996,0.028169999,5.873,0.07423803,1672444800,1703980800,1688083200,0.091,460137984,0.06,0.869,4.794,FRA,EQUITY,TLJ.F,TLJ.F,"TIAN LUN GAS HOLD. HD-,01",Tian Lun Gas Holdings Limited,1289458800,Europe/Berlin,CEST,7200000,0.436,none,1495074048,1.543,1407240448,7500075008,1.046,1.2,7764798976,124.782,7.956,0.042540003,0.081999995,0.118,0.059,0.1815,0.18123,0.13983,CNY,0.1633
3,Tian Lun Group Building,"4th Floor No. 6, Huang He East Road Zheng Dong Xin District",Zhengzhou,450003,China,86 37 1680 81771,https://www.tianlungas.com,Utilities—Regulated Gas,Utilities,"Tian Lun Gas Holdings Limited, together with its subsidiaries, engages in the transportation, distribution, and sale of natural gas and compressed natural gas through its gas pipeline connections in the People' Republic of China. The company provides construction, infrastructure laying, and installation of gas pipeline. It also constructs and operates gas filling stations; produces and sells liquefied natural gas in bulk and in cylinders; trades in natural gas equipment; provides engineering design and consulting, new energy technology development, and gas vehicle refueling services; generates, supplies, and sells electricity; and sells urban gas and gas appliances. The company serves to the residential, vehicles, commercial, and industrial sectors. Tian Lun Gas Holdings Limited was founded in 2002 and is headquartered in Zhengzhou, the People's Republic of China. The company operates as a subsidiary of Tian Lun Group Limited.","{'maxAge': 1, 'name': 'Mr. Min  Liu', 'age': 48, 'title': 'GM & Exec. Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 83013, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.446,0.436,0.436,0.436,0.446,0.436,0.436,0.436,0.02,0.0511,1698105600,0.39450002,4.31,0.777777,7.266667,1000,1000,0,0,0,0.388,0.466,610000,610000,422513216,0.322,0.71,0.05441393,0.5271,0.561085,0.178,0.39910313,EUR,6746647040,0.05926,193338579,969067008,0.79003996,0.028169999,5.873,0.07423803,1672444800,1703980800,1688083200,0.091,460137984,0.06,0.869,4.794,FRA,EQUITY,TLJ.F,TLJ.F,"TIAN LUN GAS HOLD. HD-,01",Tian Lun Gas Holdings Limited,1289458800,Europe/Berlin,CEST,7200000,0.436,none,1495074048,1.543,1407240448,7500075008,1.046,1.2,7764798976,124.782,7.956,0.042540003,0.081999995,0.118,0.059,0.1815,0.18123,0.13983,CNY,0.1633
4,Tian Lun Group Building,"4th Floor No. 6, Huang He East Road Zheng Dong Xin District",Zhengzhou,450003,China,86 37 1680 81771,https://www.tianlungas.com,Utilities—Regulated Gas,Utilities,"Tian Lun Gas Holdings Limited, together with its subsidiaries, engages in the transportation, distribution, and sale of natural gas and compressed natural gas through its gas pipeline connections in the People' Republic of China. The company provides construction, infrastructure laying, and installation of gas pipeline. It also constructs and operates gas filling stations; produces and sells liquefied natural gas in bulk and in cylinders; trades in natural gas equipment; provides engineering design and consulting, new energy technology development, and gas vehicle refueling services; generates, supplies, and sells electricity; and sells urban gas and gas appliances. The company serves to the residential, vehicles, commercial, and industrial sectors. Tian Lun Gas Holdings Limited was founded in 2002 and is headquartered in Zhengzhou, the People's Republic of China. The company operates as a subsidiary of Tian Lun Group Limited.","{'maxAge': 1, 'name': 'Ran  You', 'title': 'Investor Relations Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.446,0.436,0.436,0.436,0.446,0.436,0.436,0.436,0.02,0.0511,1698105600,0.39450002,4.31,0.777777,7.266667,1000,1000,0,0,0,0.388,0.466,610000,610000,422513216,0.322,0.71,0.05441393,0.5271,0.561085,0.178,0.39910313,EUR,6746647040,0.05926,193338579,969067008,0.79003996,0.028169999,5.873,0.07423803,1672444800,1703980800,1688083200,0.091,460137984,0.06,0.869,4.794,FRA,EQUITY,TLJ.F,TLJ.F,"TIAN LUN GAS HOLD. HD-,01",Tian Lun Gas Holdings Limited,1289458800,Europe/Berlin,CEST,7200000,0.436,none,1495074048,1.543,1407240448,7500075008,1.046,1.2,7764798976,124.782,7.956,0.042540003,0.081999995,0.118,0.059,0.1815,0.18123,0.13983,CNY,0.1633
5,Tian Lun Group Building,"4th Floor No. 6, Huang He East Road Zheng Dong Xin District",Zhengzhou,450003,China,86 37 1680 81771,https://www.tianlungas.com,Utilities—Regulated Gas,Utilities,"Tian Lun Gas Holdings Limited, together with its subsidiaries, engages in the transportation, distribution, and sale of natural gas and compressed natural gas through its gas pipeline connections in the People' Republic of China. The company provides construction, infrastructure laying, and installation of gas pipeline. It also constructs and operates gas filling stations; produces and sells liquefied natural gas in bulk and in cylinders; trades in natural gas equipment; provides engineering design and consulting, new energy technology development, and gas vehicle refueling services; generates, supplies, and sells electricity; and sells urban gas and gas appliances. The company serves to the residential, vehicles, commercial, and industrial sectors. Tian Lun Gas Holdings Limited was founded in 2002 and is headquartered in Zhengzhou, the People's Republic of China. The company operates as a subsidiary of Tian Lun Group Limited.","{'maxAge': 1, 'name': 'Mr. Wei  Dai', 'age': 41, 'title': 'Chief Strategy Officer and Deputy GM & GM of Hong Kong Office', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.446,0.436,0.436,0.436,0.446,0.436,0.436,0.436,0.02,0.0511,1698105600,0.39450002,4.31,0.777777,7.266667,1000,1000,0,0,0,0.388,0.466,610000,610000,422513216,0.322,0.71,0.05441393,0.5271,0.561085,0.178,0.39910313,EUR,6746647040,0.05926,193338579,969067008,0.79003996,0.028169999,5.873,0.07423803,1672444800,1703980800,1688083200,0.091,460137984,0.06,0.869,4.794,FRA,EQUITY,TLJ.F,TLJ.F,"TIAN LUN GAS HOLD. HD-,01",Tian Lun Gas Holdings Limited,1289458800,Europe/Berlin,CEST,7200000,0.436,none,1495074048,1.543,1407240448,7500075008,1.046,1.2,7764798976,124.782,7.956,0.042540003,0.081999995,0.118,0.059,0.1815,0.18123,0.13983,CNY,0.1633
6,Tian Lun Group Building,"4th Floor No. 6, Huang He East Road Zheng Dong Xin District",Zhengzhou,450003,China,86 37 1680 81771,https://www.tianlungas.com,Utilities—Regulated Gas,Utilities,"Tian Lun Gas Holdings Limited, together with its subsidiaries, engages in the transportation, distribution, and sale of natural gas and compressed natural gas through its gas pipeline connections in the People' Republic of China. The company provides construction, infrastructure laying, and installation of gas pipeline. It also constructs and operates gas filling stations; produces and sells liquefied natural gas in bulk and in cylinders; trades in natural gas equipment; provides engineering design and consulting, new energy technology development, and gas vehicle refueling services; generates, supplies, and sells electricity; and sells urban gas and gas appliances. The company serves to the residential, vehicles, commercial, and industrial sectors. Tian Lun Gas Holdings Limited was founded in 2002 and is headquartered in Zhengzhou, the People's Republic of China. The company operates as a subsidiary of Tian Lun Group Limited.","{'maxAge': 1, 'name': 'Mr. Tak Kei  Tam CPA', 'age': 58, 'title': 'Company Sec.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.446,0.436,0.436,0.436,0.446,0.436,0.436,0.436,0.02,0.0511,1698105600,0.39450002,4.31,0.777777,7.266667,1000,1000,0,0,0,0.388,0.466,610000,610000,422513216,0.322,0.71,0.05441393,0.5271,0.561085,0.178,0.39910313,EUR,6746647040,0.05926,193338579,969067008,0.79003996,0.028169999,5.873,0.07423803,1672444800,1703980800,1688083200,0.091,460137984,0.06,0.869,4.794,FRA,EQUITY,TLJ.F,TLJ.F,"TIAN LUN GAS HOLD. HD-,01",Tian Lun Gas Holdings Limited,1289458800,Europe/Berlin,CEST,7200000,0.436,none,1495074048,1.543,1407240448,7500075008,1.046,1.2,7764798976,124.782,7.956,0.042540003,0.081999995,0.118,0.059,0.1815,0.18123,0.13983,CNY,0.1633
