,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8 Kings Park Road,Level 1,West Perth,WA,6005,Australia,61 8 9212 0600,61 8 9212 0611,https://www.legendmining.com.au,Other Industrial Metals & Mining,Basic Materials,"Legend Mining Limited engages in the exploration of nickel and copper deposits in Australia. The company also explores for cobalt, zinc, silver, and gold deposits. It holds interests in the Rockford project consisting of 14 granted exploration licenses that cover a total area of 2,993 square kilometers located in the Fraser Range district of Western Australia. Legend Mining Limited was incorporated in 1993 and is headquartered in West Perth, Australia.",9,"{'maxAge': 1, 'name': 'Mr. Mark William Wilson CPENG', 'title': 'Exec. Chairman', 'fiscalYear': 2022, 'totalPay': 383500, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.025,0.025,0.024,0.025,0.025,0.025,0.024,0.025,0.0,0.566816,260872,260872,959254,1236426,1236426,0.023,0.025,0,0,72537000,0.023,0.056,5548.187,0.0351,0.0423475,0.0,0.0,AUD,57258628,0.0,1190650178,2901479936,0.58393,0.00021,0.02,1.25,1672444800,1703980800,1688083200,-2400294,-0.0,1:1,1149724800,4379.58,-19.692,ASX,EQUITY,LEG.AX,LEG.AX,LEGEND FPO,Legend Mining Limited,809913600,Australia/Sydney,AEST,36000000,0.025,none,15435893,0.005,-2907750,157592,19.27,19.393,13074,0.273,0.0,-0.03188,-0.043169998,13074,-97445,-1068864,-0.754,1.0,0.0,-221.88388,AUD,
1,8 Kings Park Road,Level 1,West Perth,WA,6005,Australia,61 8 9212 0600,61 8 9212 0611,https://www.legendmining.com.au,Other Industrial Metals & Mining,Basic Materials,"Legend Mining Limited engages in the exploration of nickel and copper deposits in Australia. The company also explores for cobalt, zinc, silver, and gold deposits. It holds interests in the Rockford project consisting of 14 granted exploration licenses that cover a total area of 2,993 square kilometers located in the Fraser Range district of Western Australia. Legend Mining Limited was incorporated in 1993 and is headquartered in West Perth, Australia.",9,"{'maxAge': 1, 'name': 'Mr. Oliver Charles Kiddie B.Sc., M.A.I.C.D.', 'title': 'MD & Exec. Director', 'fiscalYear': 2022, 'totalPay': 337855, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.025,0.025,0.024,0.025,0.025,0.025,0.024,0.025,0.0,0.566816,260872,260872,959254,1236426,1236426,0.023,0.025,0,0,72537000,0.023,0.056,5548.187,0.0351,0.0423475,0.0,0.0,AUD,57258628,0.0,1190650178,2901479936,0.58393,0.00021,0.02,1.25,1672444800,1703980800,1688083200,-2400294,-0.0,1:1,1149724800,4379.58,-19.692,ASX,EQUITY,LEG.AX,LEG.AX,LEGEND FPO,Legend Mining Limited,809913600,Australia/Sydney,AEST,36000000,0.025,none,15435893,0.005,-2907750,157592,19.27,19.393,13074,0.273,0.0,-0.03188,-0.043169998,13074,-97445,-1068864,-0.754,1.0,0.0,-221.88388,AUD,
2,8 Kings Park Road,Level 1,West Perth,WA,6005,Australia,61 8 9212 0600,61 8 9212 0611,https://www.legendmining.com.au,Other Industrial Metals & Mining,Basic Materials,"Legend Mining Limited engages in the exploration of nickel and copper deposits in Australia. The company also explores for cobalt, zinc, silver, and gold deposits. It holds interests in the Rockford project consisting of 14 granted exploration licenses that cover a total area of 2,993 square kilometers located in the Fraser Range district of Western Australia. Legend Mining Limited was incorporated in 1993 and is headquartered in West Perth, Australia.",9,"{'maxAge': 1, 'name': 'Mr. Derek William Waterfield B.Sc.', 'title': 'Gen. Mang. of Exploration', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.025,0.025,0.024,0.025,0.025,0.025,0.024,0.025,0.0,0.566816,260872,260872,959254,1236426,1236426,0.023,0.025,0,0,72537000,0.023,0.056,5548.187,0.0351,0.0423475,0.0,0.0,AUD,57258628,0.0,1190650178,2901479936,0.58393,0.00021,0.02,1.25,1672444800,1703980800,1688083200,-2400294,-0.0,1:1,1149724800,4379.58,-19.692,ASX,EQUITY,LEG.AX,LEG.AX,LEGEND FPO,Legend Mining Limited,809913600,Australia/Sydney,AEST,36000000,0.025,none,15435893,0.005,-2907750,157592,19.27,19.393,13074,0.273,0.0,-0.03188,-0.043169998,13074,-97445,-1068864,-0.754,1.0,0.0,-221.88388,AUD,
3,8 Kings Park Road,Level 1,West Perth,WA,6005,Australia,61 8 9212 0600,61 8 9212 0611,https://www.legendmining.com.au,Other Industrial Metals & Mining,Basic Materials,"Legend Mining Limited engages in the exploration of nickel and copper deposits in Australia. The company also explores for cobalt, zinc, silver, and gold deposits. It holds interests in the Rockford project consisting of 14 granted exploration licenses that cover a total area of 2,993 square kilometers located in the Fraser Range district of Western Australia. Legend Mining Limited was incorporated in 1993 and is headquartered in West Perth, Australia.",9,"{'maxAge': 1, 'name': 'Mr. Anthony Michael Walsh B.Com., BComm, FCA, FCIS, FFin, M.B.A., MBA', 'age': 59, 'title': 'Company Sec.', 'yearBorn': 1963, 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.025,0.025,0.024,0.025,0.025,0.025,0.024,0.025,0.0,0.566816,260872,260872,959254,1236426,1236426,0.023,0.025,0,0,72537000,0.023,0.056,5548.187,0.0351,0.0423475,0.0,0.0,AUD,57258628,0.0,1190650178,2901479936,0.58393,0.00021,0.02,1.25,1672444800,1703980800,1688083200,-2400294,-0.0,1:1,1149724800,4379.58,-19.692,ASX,EQUITY,LEG.AX,LEG.AX,LEGEND FPO,Legend Mining Limited,809913600,Australia/Sydney,AEST,36000000,0.025,none,15435893,0.005,-2907750,157592,19.27,19.393,13074,0.273,0.0,-0.03188,-0.043169998,13074,-97445,-1068864,-0.754,1.0,0.0,-221.88388,AUD,
