,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,86 Guthrie Street,Osborne Park,WA,6017,Australia,61 8 9244 0600,61 8 9244 9611,https://www.xrfscientific.com,Scientific & Technical Instruments,Scientific & Technical Instruments,Technology,Technology,"XRF Scientific Limited manufactures and markets precious metal products, specialized chemicals, and instruments for the scientific, analytical, construction material, and mining industries in Australia, Canada, and Europe. It operates through Capital Equipment, Precious Metals, and Consumables segments. The Capital Equipment segment designs, manufactures, and services automated fusion equipment, and high temperature test, production furnaces, and laboratory jaw crushers, as well as general laboratory equipment. The Precious Metals segment manufactures products for the laboratory and platinum alloy markets. The Consumables segment manufactures chemicals and other supplies for analytical laboratories. The company was founded in 1972 and is based in Osborne Park, Australia.","{'maxAge': 1, 'name': 'Mr. Vance  Stazzonelli', 'title': 'MD, Company Sec. & Director', 'fiscalYear': 2023, 'totalPay': 524028, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.15,1.15,1.145,1.17,1.15,1.15,1.145,1.17,0.03,0.028199999,1695859200,0.4464,3.09,0.792792,19.5,16.714285,76876,76876,199344,133386,133386,1.15,1.17,0,0,160348496,0.62,1.435,2.9016721,1.2245,1.0871,0.033,0.028695652,AUD,156101616,0.13908,86952600,137050000,0.37223,0.0044400003,137050000,0.359,3.2590528,1688083200,1719705600,1688083200,0.199,7685827,0.06,0.07,1.1343:1,1192147200,2.825,12.419,0.6956521,0.14113986,0.033,1695859200,ASX,EQUITY,XRF.AX,XRF.AX,XRF SCIEN FPO,XRF Scientific Limited,1162249200,Australia/Sydney,AEST,e9881c19-9616-3f49-9d81-ca3f3afc8623,finmb_29017974,36000000,1.17,1.22,1.22,1.22,1.22,3.0,hold,1,10401407,0.076,12569903,5831221,1.638,3.144,55260720,11.762,0.404,0.12355,0.17608,22982630,7602026,8416518,0.167,0.312,0.41589,0.22747,0.21662001,AUD,
1,86 Guthrie Street,Osborne Park,WA,6017,Australia,61 8 9244 0600,61 8 9244 9611,https://www.xrfscientific.com,Scientific & Technical Instruments,Scientific & Technical Instruments,Technology,Technology,"XRF Scientific Limited manufactures and markets precious metal products, specialized chemicals, and instruments for the scientific, analytical, construction material, and mining industries in Australia, Canada, and Europe. It operates through Capital Equipment, Precious Metals, and Consumables segments. The Capital Equipment segment designs, manufactures, and services automated fusion equipment, and high temperature test, production furnaces, and laboratory jaw crushers, as well as general laboratory equipment. The Precious Metals segment manufactures products for the laboratory and platinum alloy markets. The Consumables segment manufactures chemicals and other supplies for analytical laboratories. The company was founded in 1972 and is based in Osborne Park, Australia.","{'maxAge': 1, 'name': 'Mr. Andrew  Watson B.Comm, CA', 'title': 'CFO & Joint Company Sec.', 'fiscalYear': 2023, 'totalPay': 310131, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.15,1.15,1.145,1.17,1.15,1.15,1.145,1.17,0.03,0.028199999,1695859200,0.4464,3.09,0.792792,19.5,16.714285,76876,76876,199344,133386,133386,1.15,1.17,0,0,160348496,0.62,1.435,2.9016721,1.2245,1.0871,0.033,0.028695652,AUD,156101616,0.13908,86952600,137050000,0.37223,0.0044400003,137050000,0.359,3.2590528,1688083200,1719705600,1688083200,0.199,7685827,0.06,0.07,1.1343:1,1192147200,2.825,12.419,0.6956521,0.14113986,0.033,1695859200,ASX,EQUITY,XRF.AX,XRF.AX,XRF SCIEN FPO,XRF Scientific Limited,1162249200,Australia/Sydney,AEST,e9881c19-9616-3f49-9d81-ca3f3afc8623,finmb_29017974,36000000,1.17,1.22,1.22,1.22,1.22,3.0,hold,1,10401407,0.076,12569903,5831221,1.638,3.144,55260720,11.762,0.404,0.12355,0.17608,22982630,7602026,8416518,0.167,0.312,0.41589,0.22747,0.21662001,AUD,
2,86 Guthrie Street,Osborne Park,WA,6017,Australia,61 8 9244 0600,61 8 9244 9611,https://www.xrfscientific.com,Scientific & Technical Instruments,Scientific & Technical Instruments,Technology,Technology,"XRF Scientific Limited manufactures and markets precious metal products, specialized chemicals, and instruments for the scientific, analytical, construction material, and mining industries in Australia, Canada, and Europe. It operates through Capital Equipment, Precious Metals, and Consumables segments. The Capital Equipment segment designs, manufactures, and services automated fusion equipment, and high temperature test, production furnaces, and laboratory jaw crushers, as well as general laboratory equipment. The Precious Metals segment manufactures products for the laboratory and platinum alloy markets. The Consumables segment manufactures chemicals and other supplies for analytical laboratories. The company was founded in 1972 and is based in Osborne Park, Australia.","{'maxAge': 1, 'name': 'Mr. Stephen  Prossor', 'title': 'Bus. Devel. Mang.', 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.15,1.15,1.145,1.17,1.15,1.15,1.145,1.17,0.03,0.028199999,1695859200,0.4464,3.09,0.792792,19.5,16.714285,76876,76876,199344,133386,133386,1.15,1.17,0,0,160348496,0.62,1.435,2.9016721,1.2245,1.0871,0.033,0.028695652,AUD,156101616,0.13908,86952600,137050000,0.37223,0.0044400003,137050000,0.359,3.2590528,1688083200,1719705600,1688083200,0.199,7685827,0.06,0.07,1.1343:1,1192147200,2.825,12.419,0.6956521,0.14113986,0.033,1695859200,ASX,EQUITY,XRF.AX,XRF.AX,XRF SCIEN FPO,XRF Scientific Limited,1162249200,Australia/Sydney,AEST,e9881c19-9616-3f49-9d81-ca3f3afc8623,finmb_29017974,36000000,1.17,1.22,1.22,1.22,1.22,3.0,hold,1,10401407,0.076,12569903,5831221,1.638,3.144,55260720,11.762,0.404,0.12355,0.17608,22982630,7602026,8416518,0.167,0.312,0.41589,0.22747,0.21662001,AUD,
