,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Karl M. L. Hanneman', 'age': 64, 'title': 'CEO & Director', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 222941, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.359,0.379,0.3741,0.3866,0.359,0.379,0.3741,0.3866,0.0,0.693848,-19.33,48579,48579,69469,63980,63980,0.3582,0.3866,1100,1100,75729528,0.31,0.75,0.3998,0.48745,0.0,0.0,USD,67332896,0.0,105212078,195886000,98482,119433,1690761600,1693440000,0.0005,0.0057599996,0.71591,1.16,0.0011999999,0.299,1.2929766,1672444800,1703980800,1688083200,-3098875,-0.02,-0.02,ASE,EQUITY,THM,THM,"International Tower Hill Mines,",International Tower Hill Mines Ltd.,1178026200,America/New_York,EDT,-14400000,0.3866,2.0,buy,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
1,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. David Allen Cross CPA, CGA, CPA', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 55358, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.359,0.379,0.3741,0.3866,0.359,0.379,0.3741,0.3866,0.0,0.693848,-19.33,48579,48579,69469,63980,63980,0.3582,0.3866,1100,1100,75729528,0.31,0.75,0.3998,0.48745,0.0,0.0,USD,67332896,0.0,105212078,195886000,98482,119433,1690761600,1693440000,0.0005,0.0057599996,0.71591,1.16,0.0011999999,0.299,1.2929766,1672444800,1703980800,1688083200,-3098875,-0.02,-0.02,ASE,EQUITY,THM,THM,"International Tower Hill Mines,",International Tower Hill Mines Ltd.,1178026200,America/New_York,EDT,-14400000,0.3866,2.0,buy,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
2,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Richard J. Solie Jr.', 'title': 'Investor & Community Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.359,0.379,0.3741,0.3866,0.359,0.379,0.3741,0.3866,0.0,0.693848,-19.33,48579,48579,69469,63980,63980,0.3582,0.3866,1100,1100,75729528,0.31,0.75,0.3998,0.48745,0.0,0.0,USD,67332896,0.0,105212078,195886000,98482,119433,1690761600,1693440000,0.0005,0.0057599996,0.71591,1.16,0.0011999999,0.299,1.2929766,1672444800,1703980800,1688083200,-3098875,-0.02,-0.02,ASE,EQUITY,THM,THM,"International Tower Hill Mines,",International Tower Hill Mines Ltd.,1178026200,America/New_York,EDT,-14400000,0.3866,2.0,buy,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
3,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Ms. Debbie L. Evans', 'title': 'Corp. Controller & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.359,0.379,0.3741,0.3866,0.359,0.379,0.3741,0.3866,0.0,0.693848,-19.33,48579,48579,69469,63980,63980,0.3582,0.3866,1100,1100,75729528,0.31,0.75,0.3998,0.48745,0.0,0.0,USD,67332896,0.0,105212078,195886000,98482,119433,1690761600,1693440000,0.0005,0.0057599996,0.71591,1.16,0.0011999999,0.299,1.2929766,1672444800,1703980800,1688083200,-3098875,-0.02,-0.02,ASE,EQUITY,THM,THM,"International Tower Hill Mines,",International Tower Hill Mines Ltd.,1178026200,America/New_York,EDT,-14400000,0.3866,2.0,buy,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
