,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Mr. René  Zahnd', 'age': 56, 'title': 'CEO & Member of Exec. Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1455858, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
1,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Dr. Marcel  Kucher', 'age': 51, 'title': 'CFO & Member of the Exec. Board', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
2,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Mr. Oliver  Hofmann', 'age': 52, 'title': 'CEO of Wincasa AG & Member of Exec. Board', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
3,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Ms. Nina  Muller', 'age': 53, 'title': 'CEO of Jelmoli AG & Member of Exec. Board', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
4,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Dr. Martin  Kaleja Ph.D.', 'age': 50, 'title': 'CEO of Swiss Prime Site Immobilien AG & Member of the Exec. Board', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
5,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Mr. Anastasius  Tschopp', 'age': 43, 'title': 'CEO of Swiss Prime Site Solutions AG & Member of Exec. Board', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
6,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Urs  Baumann', 'title': 'Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
7,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Mr. Markus  Waeber', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
8,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Mr. Mladen  Tomic', 'title': 'Head of Group Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
9,Alpenstrasse 15,Zug,6300,Switzerland,41 58 317 17 17,https://sps.swiss,Real Estate Services,Real Estate,"Swiss Prime Site AG, a real estate company, engages in buying and selling, managing, and developing investment properties in Switzerland. The company operates in two segments, Real Estate and Services. The Real Estate segment purchases, sells, leases, and develops properties. The Services segment engages in the real estate-related services of asset management, real estate services, and retail trade . Swiss Prime Site AG was founded in 1999 and is headquartered in Zug, Switzerland.",609,"{'maxAge': 1, 'name': 'Mr. Samuel  Bergstein', 'title': 'Head of Acquisitions & Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,4,1,2,1693526400,1672444800,86400,2,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,3.7,0.039300002,1679961600,1.3178,0.466216,32.517242,1053,1053,29,110,110,0.0,0.0,0,0,7395930624,76.15,101.75,9.11726,92.176,86.96832,3.4,0.036055144,USD,12873893888,0.43453,76604223,76718496,0.0014300001,0.52928,85.12,1.1078477,1672444800,1703980800,1688083200,-0.194,208232992,2.9,15.87,26.855,PNK,EQUITY,SWPRF,SWPRF,SWISS PRIME SITE,Swiss Prime Site AG,1422541800,America/New_York,EDT,-14400000,94.3,none,30506000,0.398,479385984,5669841920,0.399,1.139,811201024,86.824,10.576,0.01967,0.03214,680798000,61997376,420003008,-0.201,-0.025,0.83532,0.59096,0.53457,CHF,
