,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Steckelhörn 5,Hamburg,20457,Germany,49 40 380 32 0,49 40 380 32 390,https://www.tag-ag.com,Real Estate Services,Real Estate,"TAG Immobilien AG, a real estate company, acquires, develops, and manages residential real estate properties in Germany. It also rents commercial real estate properties, as well as operates serviced apartments. The company was formerly known as TAG Tegernsee Immobilien-und Beteiligungs-Aktiengesellschaft and changed its name to TAG Immobilien AG in September 2008. TAG Immobilien AG was founded in 1882 and is headquartered in Hamburg, Germany.",1834,"{'maxAge': 1, 'name': 'Mr. Martin  Thiel', 'age': 50, 'title': 'CFO & Member of Management Board', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 452000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,8,1,8,1693526400,1672444800,86400,2,11.57,11.61,11.155,11.695,11.57,11.61,11.155,11.695,1652659200,0.0,0.847972,10.79327,1008181,1008181,654329,620788,620788,11.27,11.28,69500,193300,1969336576,5.37,11.695,1.7539046,10.093,8.045425,0.0,0.0,EUR,5482710016,-0.42424,162513300,175442000,0.07116,0.69303,16.858,0.665856,1672444800,1703980800,1688083200,-476344992,-2.96,1.04,1.15,4.883,19.906,GER,EQUITY,TEG.DE,TEG.DE,TAG IMMOBILIEN AG,TAG Immobilien AG,975052800,Europe/Berlin,CEST,7200000,11.225,14.0,6.0,10.2,10.5,2.3,buy,13,101338000,0.578,275428992,3514472960,0.167,1.315,1122829952,114.934,6.698,0.020469999,-0.15383,362297000,55690376,117515000,0.222,0.34225,0.24530001,0.23828,EUR,
1,Steckelhörn 5,Hamburg,20457,Germany,49 40 380 32 0,49 40 380 32 390,https://www.tag-ag.com,Real Estate Services,Real Estate,"TAG Immobilien AG, a real estate company, acquires, develops, and manages residential real estate properties in Germany. It also rents commercial real estate properties, as well as operates serviced apartments. The company was formerly known as TAG Tegernsee Immobilien-und Beteiligungs-Aktiengesellschaft and changed its name to TAG Immobilien AG in September 2008. TAG Immobilien AG was founded in 1882 and is headquartered in Hamburg, Germany.",1834,"{'maxAge': 1, 'name': 'Ms. Claudia  Hoyer', 'age': 50, 'title': 'COO & Member of Management Board', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 460000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,8,1,8,1693526400,1672444800,86400,2,11.57,11.61,11.155,11.695,11.57,11.61,11.155,11.695,1652659200,0.0,0.847972,10.79327,1008181,1008181,654329,620788,620788,11.27,11.28,69500,193300,1969336576,5.37,11.695,1.7539046,10.093,8.045425,0.0,0.0,EUR,5482710016,-0.42424,162513300,175442000,0.07116,0.69303,16.858,0.665856,1672444800,1703980800,1688083200,-476344992,-2.96,1.04,1.15,4.883,19.906,GER,EQUITY,TEG.DE,TEG.DE,TAG IMMOBILIEN AG,TAG Immobilien AG,975052800,Europe/Berlin,CEST,7200000,11.225,14.0,6.0,10.2,10.5,2.3,buy,13,101338000,0.578,275428992,3514472960,0.167,1.315,1122829952,114.934,6.698,0.020469999,-0.15383,362297000,55690376,117515000,0.222,0.34225,0.24530001,0.23828,EUR,
2,Steckelhörn 5,Hamburg,20457,Germany,49 40 380 32 0,49 40 380 32 390,https://www.tag-ag.com,Real Estate Services,Real Estate,"TAG Immobilien AG, a real estate company, acquires, develops, and manages residential real estate properties in Germany. It also rents commercial real estate properties, as well as operates serviced apartments. The company was formerly known as TAG Tegernsee Immobilien-und Beteiligungs-Aktiengesellschaft and changed its name to TAG Immobilien AG in September 2008. TAG Immobilien AG was founded in 1882 and is headquartered in Hamburg, Germany.",1834,"{'maxAge': 1, 'name': 'Ms. Dominique  Mann', 'age': 56, 'title': 'Head of Investor & PR', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,8,1,8,1693526400,1672444800,86400,2,11.57,11.61,11.155,11.695,11.57,11.61,11.155,11.695,1652659200,0.0,0.847972,10.79327,1008181,1008181,654329,620788,620788,11.27,11.28,69500,193300,1969336576,5.37,11.695,1.7539046,10.093,8.045425,0.0,0.0,EUR,5482710016,-0.42424,162513300,175442000,0.07116,0.69303,16.858,0.665856,1672444800,1703980800,1688083200,-476344992,-2.96,1.04,1.15,4.883,19.906,GER,EQUITY,TEG.DE,TEG.DE,TAG IMMOBILIEN AG,TAG Immobilien AG,975052800,Europe/Berlin,CEST,7200000,11.225,14.0,6.0,10.2,10.5,2.3,buy,13,101338000,0.578,275428992,3514472960,0.167,1.315,1122829952,114.934,6.698,0.020469999,-0.15383,362297000,55690376,117515000,0.222,0.34225,0.24530001,0.23828,EUR,
