,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,210 Waterfront Drive,Suite 106,Halifax,NS,B4A 0H3,Canada,902-482-5214,https://www.ucore.com,Other Industrial Metals & Mining,Basic Materials,"Ucore Rare Metals Inc. engages in the exploration and separation of elements in Canada and the United States. It primarily holds a 100% interest in the Bokan Mountain/Dotson Ridge property located in Prince of Wales Island, Alaska. The company was formerly known as Ucore Uranium Inc. and changed its name to Ucore Rare Metals Inc. in June 2010. Ucore Rare Metals Inc. was founded in 2006 and is headquartered in Halifax, Canada.","{'maxAge': 1, 'name': 'Mr. Patrick  Ryan P.Eng.', 'title': 'Chairman & CEO', 'fiscalYear': 2022, 'totalPay': 225000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.76,0.77,0.75,0.77,0.76,0.77,0.75,0.77,0.0,0.686695,9614,9614,42666,16720,16720,0.76,0.77,0,0,46982744,0.66,1.57,0.8742,1.0049,0.0,0.0,CAD,51847852,0.0,48170314,61819400,138516,364331,1690761600,1693440000,0.0022,0.22351,0.0,5.06,0.814,0.9336609,1672444800,1703980800,1688083200,-6304252,-0.11,1:10,1607644800,-11.045,VAN,EQUITY,UCU.V,UCU.V,UCORE RARE METALS INC,Ucore Rare Metals Inc.,1193319000,America/Toronto,EDT,-14400000,0.76,none,281854,0.005,-4694272,5146944,0.105,0.191,11.257,-0.0575,-0.14017999,-5124816,-3360515,0.0,0.0,0.0,CAD,
1,210 Waterfront Drive,Suite 106,Halifax,NS,B4A 0H3,Canada,902-482-5214,https://www.ucore.com,Other Industrial Metals & Mining,Basic Materials,"Ucore Rare Metals Inc. engages in the exploration and separation of elements in Canada and the United States. It primarily holds a 100% interest in the Bokan Mountain/Dotson Ridge property located in Prince of Wales Island, Alaska. The company was formerly known as Ucore Uranium Inc. and changed its name to Ucore Rare Metals Inc. in June 2010. Ucore Rare Metals Inc. was founded in 2006 and is headquartered in Halifax, Canada.","{'maxAge': 1, 'name': 'Mr. Peter  Manuel CA', 'age': 51, 'title': 'VP, CFO & Corp. Sec.', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 141979, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.76,0.77,0.75,0.77,0.76,0.77,0.75,0.77,0.0,0.686695,9614,9614,42666,16720,16720,0.76,0.77,0,0,46982744,0.66,1.57,0.8742,1.0049,0.0,0.0,CAD,51847852,0.0,48170314,61819400,138516,364331,1690761600,1693440000,0.0022,0.22351,0.0,5.06,0.814,0.9336609,1672444800,1703980800,1688083200,-6304252,-0.11,1:10,1607644800,-11.045,VAN,EQUITY,UCU.V,UCU.V,UCORE RARE METALS INC,Ucore Rare Metals Inc.,1193319000,America/Toronto,EDT,-14400000,0.76,none,281854,0.005,-4694272,5146944,0.105,0.191,11.257,-0.0575,-0.14017999,-5124816,-3360515,0.0,0.0,0.0,CAD,
2,210 Waterfront Drive,Suite 106,Halifax,NS,B4A 0H3,Canada,902-482-5214,https://www.ucore.com,Other Industrial Metals & Mining,Basic Materials,"Ucore Rare Metals Inc. engages in the exploration and separation of elements in Canada and the United States. It primarily holds a 100% interest in the Bokan Mountain/Dotson Ridge property located in Prince of Wales Island, Alaska. The company was formerly known as Ucore Uranium Inc. and changed its name to Ucore Rare Metals Inc. in June 2010. Ucore Rare Metals Inc. was founded in 2006 and is headquartered in Halifax, Canada.","{'maxAge': 1, 'name': 'Mr. Michael  Schrider P.E.', 'title': 'VP & COO', 'fiscalYear': 2022, 'totalPay': 186590, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.76,0.77,0.75,0.77,0.76,0.77,0.75,0.77,0.0,0.686695,9614,9614,42666,16720,16720,0.76,0.77,0,0,46982744,0.66,1.57,0.8742,1.0049,0.0,0.0,CAD,51847852,0.0,48170314,61819400,138516,364331,1690761600,1693440000,0.0022,0.22351,0.0,5.06,0.814,0.9336609,1672444800,1703980800,1688083200,-6304252,-0.11,1:10,1607644800,-11.045,VAN,EQUITY,UCU.V,UCU.V,UCORE RARE METALS INC,Ucore Rare Metals Inc.,1193319000,America/Toronto,EDT,-14400000,0.76,none,281854,0.005,-4694272,5146944,0.105,0.191,11.257,-0.0575,-0.14017999,-5124816,-3360515,0.0,0.0,0.0,CAD,
3,210 Waterfront Drive,Suite 106,Halifax,NS,B4A 0H3,Canada,902-482-5214,https://www.ucore.com,Other Industrial Metals & Mining,Basic Materials,"Ucore Rare Metals Inc. engages in the exploration and separation of elements in Canada and the United States. It primarily holds a 100% interest in the Bokan Mountain/Dotson Ridge property located in Prince of Wales Island, Alaska. The company was formerly known as Ucore Uranium Inc. and changed its name to Ucore Rare Metals Inc. in June 2010. Ucore Rare Metals Inc. was founded in 2006 and is headquartered in Halifax, Canada.","{'maxAge': 1, 'name': 'Mr. Mark  MacDonald', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.76,0.77,0.75,0.77,0.76,0.77,0.75,0.77,0.0,0.686695,9614,9614,42666,16720,16720,0.76,0.77,0,0,46982744,0.66,1.57,0.8742,1.0049,0.0,0.0,CAD,51847852,0.0,48170314,61819400,138516,364331,1690761600,1693440000,0.0022,0.22351,0.0,5.06,0.814,0.9336609,1672444800,1703980800,1688083200,-6304252,-0.11,1:10,1607644800,-11.045,VAN,EQUITY,UCU.V,UCU.V,UCORE RARE METALS INC,Ucore Rare Metals Inc.,1193319000,America/Toronto,EDT,-14400000,0.76,none,281854,0.005,-4694272,5146944,0.105,0.191,11.257,-0.0575,-0.14017999,-5124816,-3360515,0.0,0.0,0.0,CAD,
