,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,108-744 West Hastings Street,Vancouver,BC,V6C 1A5,Canada,604-210-2305,https://www.tesoromineralscorp.com,Gold,Basic Materials,"Tesoro Minerals Corp. engages in the acquisition, exploration, and evaluation of resource properties in Western South America. Tesoro Minerals Corp. is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Scott  McLean HBSc. P.Geo., P.Geo.', 'age': 60, 'title': 'Interim Pres, CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.0,1.692417,715,715,0,0,0,0.0,0.0,0,0,1494372,0.01,0.04,0.01,0.02275,0.0,0.0,USD,1073234,0.0,87607757,99017600,0.10715,0.0,-0.0,1667174400,1698710400,1682812800,-198983,-0.0,1:10,1377475200,PNK,EQUITY,NNGVF,NNGVF,TESORO MINERALS CORP,Tesoro Minerals Corp.,1289485800,America/New_York,EDT,-14400000,0.011,none,15959,0.0,0,0.352,0.352,-0.83232003,-2.16312,-81558,-60143,-148747,0.0,0.0,0.0,CAD,
1,108-744 West Hastings Street,Vancouver,BC,V6C 1A5,Canada,604-210-2305,https://www.tesoromineralscorp.com,Gold,Basic Materials,"Tesoro Minerals Corp. engages in the acquisition, exploration, and evaluation of resource properties in Western South America. Tesoro Minerals Corp. is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Cyrus H. Driver C.A., C.P.A., CA', 'age': 72, 'title': 'CFO, Sec. & Director', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.0,1.692417,715,715,0,0,0,0.0,0.0,0,0,1494372,0.01,0.04,0.01,0.02275,0.0,0.0,USD,1073234,0.0,87607757,99017600,0.10715,0.0,-0.0,1667174400,1698710400,1682812800,-198983,-0.0,1:10,1377475200,PNK,EQUITY,NNGVF,NNGVF,TESORO MINERALS CORP,Tesoro Minerals Corp.,1289485800,America/New_York,EDT,-14400000,0.011,none,15959,0.0,0,0.352,0.352,-0.83232003,-2.16312,-81558,-60143,-148747,0.0,0.0,0.0,CAD,
2,108-744 West Hastings Street,Vancouver,BC,V6C 1A5,Canada,604-210-2305,https://www.tesoromineralscorp.com,Gold,Basic Materials,"Tesoro Minerals Corp. engages in the acquisition, exploration, and evaluation of resource properties in Western South America. Tesoro Minerals Corp. is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Gail  Moa', 'title': 'Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.0,1.692417,715,715,0,0,0,0.0,0.0,0,0,1494372,0.01,0.04,0.01,0.02275,0.0,0.0,USD,1073234,0.0,87607757,99017600,0.10715,0.0,-0.0,1667174400,1698710400,1682812800,-198983,-0.0,1:10,1377475200,PNK,EQUITY,NNGVF,NNGVF,TESORO MINERALS CORP,Tesoro Minerals Corp.,1289485800,America/New_York,EDT,-14400000,0.011,none,15959,0.0,0,0.352,0.352,-0.83232003,-2.16312,-81558,-60143,-148747,0.0,0.0,0.0,CAD,
