,address1,address2,city,state,zip,country,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,580 Hornby Street,Suite 880,Vancouver,BC,V6C 3B6,Canada,604 684 0642,https://www.losandescopper.com,Copper,Copper,Basic Materials,Basic Materials,"Los Andes Copper Ltd. acquires, explores, and develops copper deposits in Canada and Chile. It operates through three segments: Mineral Exploration, Hydroelectric Project, and Corporate. The company holds 100% interest in the Vizcachitas copper, molybdenum, and silver porphyry project located north of Santiago, Region V, Chile. It is also involved in the development of a hydroelectric project. Los Andes Copper Ltd. was incorporated in 1983 and is headquartered in Vancouver, Canada. Los Andes Copper Ltd. operates as a subsidiary of Turnbrook Mining Limited.","{'maxAge': 1, 'name': 'Mr. Harpreet  Nijjar C.M.A., CPA', 'age': 34, 'title': 'Chief Financial Officer', 'yearBorn': 1988, 'fiscalYear': 2021, 'totalPay': 44874, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,11.09,11.5,11.5,11.5,11.09,11.5,11.5,11.5,0.0,1.248927,-104.545456,828,828,9277,6300,6300,11.21,11.65,0,0,339628352,10.2,19.1,14.4324,13.3544,0.0,0.0,CAD,327283968,0.0,10888187,29532900,41941,28780,1690761600,1693440000,0.0014,0.49386,0.14647001,4.98,29532900,2.71,4.243542,1664496000,1696032000,1688083200,-9807703,-0.35,-0.11,1:10,1598400000,-93.976,-0.18439716,0.14113986,VAN,EQUITY,LA.V,LA.V,LOS ANDES COPPER LIMITED,Los Andes Copper Ltd.,1084195800,America/Toronto,EDT,99023fbd-1833-3567-af50-c661996d3952,finmb_3109168,-14400000,11.5,31.0,29.0,30.0,30.0,2.0,buy,2,12955340,0.439,-3482617,12719518,10.135,10.305,15.913,-0.0208,-0.13670999,-137,-10986948,-3912746,0.0,0.0,0.0,CAD,
1,580 Hornby Street,Suite 880,Vancouver,BC,V6C 3B6,Canada,604 684 0642,https://www.losandescopper.com,Copper,Copper,Basic Materials,Basic Materials,"Los Andes Copper Ltd. acquires, explores, and develops copper deposits in Canada and Chile. It operates through three segments: Mineral Exploration, Hydroelectric Project, and Corporate. The company holds 100% interest in the Vizcachitas copper, molybdenum, and silver porphyry project located north of Santiago, Region V, Chile. It is also involved in the development of a hydroelectric project. Los Andes Copper Ltd. was incorporated in 1983 and is headquartered in Vancouver, Canada. Los Andes Copper Ltd. operates as a subsidiary of Turnbrook Mining Limited.","{'maxAge': 1, 'name': 'Mr. Antony J. Amberg', 'title': 'Chief Geologist', 'fiscalYear': 2021, 'totalPay': 227516, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,11.09,11.5,11.5,11.5,11.09,11.5,11.5,11.5,0.0,1.248927,-104.545456,828,828,9277,6300,6300,11.21,11.65,0,0,339628352,10.2,19.1,14.4324,13.3544,0.0,0.0,CAD,327283968,0.0,10888187,29532900,41941,28780,1690761600,1693440000,0.0014,0.49386,0.14647001,4.98,29532900,2.71,4.243542,1664496000,1696032000,1688083200,-9807703,-0.35,-0.11,1:10,1598400000,-93.976,-0.18439716,0.14113986,VAN,EQUITY,LA.V,LA.V,LOS ANDES COPPER LIMITED,Los Andes Copper Ltd.,1084195800,America/Toronto,EDT,99023fbd-1833-3567-af50-c661996d3952,finmb_3109168,-14400000,11.5,31.0,29.0,30.0,30.0,2.0,buy,2,12955340,0.439,-3482617,12719518,10.135,10.305,15.913,-0.0208,-0.13670999,-137,-10986948,-3912746,0.0,0.0,0.0,CAD,
2,580 Hornby Street,Suite 880,Vancouver,BC,V6C 3B6,Canada,604 684 0642,https://www.losandescopper.com,Copper,Copper,Basic Materials,Basic Materials,"Los Andes Copper Ltd. acquires, explores, and develops copper deposits in Canada and Chile. It operates through three segments: Mineral Exploration, Hydroelectric Project, and Corporate. The company holds 100% interest in the Vizcachitas copper, molybdenum, and silver porphyry project located north of Santiago, Region V, Chile. It is also involved in the development of a hydroelectric project. Los Andes Copper Ltd. was incorporated in 1983 and is headquartered in Vancouver, Canada. Los Andes Copper Ltd. operates as a subsidiary of Turnbrook Mining Limited.","{'maxAge': 1, 'name': 'Mr. Santiago  Montt', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,11.09,11.5,11.5,11.5,11.09,11.5,11.5,11.5,0.0,1.248927,-104.545456,828,828,9277,6300,6300,11.21,11.65,0,0,339628352,10.2,19.1,14.4324,13.3544,0.0,0.0,CAD,327283968,0.0,10888187,29532900,41941,28780,1690761600,1693440000,0.0014,0.49386,0.14647001,4.98,29532900,2.71,4.243542,1664496000,1696032000,1688083200,-9807703,-0.35,-0.11,1:10,1598400000,-93.976,-0.18439716,0.14113986,VAN,EQUITY,LA.V,LA.V,LOS ANDES COPPER LIMITED,Los Andes Copper Ltd.,1084195800,America/Toronto,EDT,99023fbd-1833-3567-af50-c661996d3952,finmb_3109168,-14400000,11.5,31.0,29.0,30.0,30.0,2.0,buy,2,12955340,0.439,-3482617,12719518,10.135,10.305,15.913,-0.0208,-0.13670999,-137,-10986948,-3912746,0.0,0.0,0.0,CAD,
3,580 Hornby Street,Suite 880,Vancouver,BC,V6C 3B6,Canada,604 684 0642,https://www.losandescopper.com,Copper,Copper,Basic Materials,Basic Materials,"Los Andes Copper Ltd. acquires, explores, and develops copper deposits in Canada and Chile. It operates through three segments: Mineral Exploration, Hydroelectric Project, and Corporate. The company holds 100% interest in the Vizcachitas copper, molybdenum, and silver porphyry project located north of Santiago, Region V, Chile. It is also involved in the development of a hydroelectric project. Los Andes Copper Ltd. was incorporated in 1983 and is headquartered in Vancouver, Canada. Los Andes Copper Ltd. operates as a subsidiary of Turnbrook Mining Limited.","{'maxAge': 1, 'name': 'Mr. Alejandro  Cassi', 'title': 'Mang. of Public Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,11.09,11.5,11.5,11.5,11.09,11.5,11.5,11.5,0.0,1.248927,-104.545456,828,828,9277,6300,6300,11.21,11.65,0,0,339628352,10.2,19.1,14.4324,13.3544,0.0,0.0,CAD,327283968,0.0,10888187,29532900,41941,28780,1690761600,1693440000,0.0014,0.49386,0.14647001,4.98,29532900,2.71,4.243542,1664496000,1696032000,1688083200,-9807703,-0.35,-0.11,1:10,1598400000,-93.976,-0.18439716,0.14113986,VAN,EQUITY,LA.V,LA.V,LOS ANDES COPPER LIMITED,Los Andes Copper Ltd.,1084195800,America/Toronto,EDT,99023fbd-1833-3567-af50-c661996d3952,finmb_3109168,-14400000,11.5,31.0,29.0,30.0,30.0,2.0,buy,2,12955340,0.439,-3482617,12719518,10.135,10.305,15.913,-0.0208,-0.13670999,-137,-10986948,-3912746,0.0,0.0,0.0,CAD,
4,580 Hornby Street,Suite 880,Vancouver,BC,V6C 3B6,Canada,604 684 0642,https://www.losandescopper.com,Copper,Copper,Basic Materials,Basic Materials,"Los Andes Copper Ltd. acquires, explores, and develops copper deposits in Canada and Chile. It operates through three segments: Mineral Exploration, Hydroelectric Project, and Corporate. The company holds 100% interest in the Vizcachitas copper, molybdenum, and silver porphyry project located north of Santiago, Region V, Chile. It is also involved in the development of a hydroelectric project. Los Andes Copper Ltd. was incorporated in 1983 and is headquartered in Vancouver, Canada. Los Andes Copper Ltd. operates as a subsidiary of Turnbrook Mining Limited.","{'maxAge': 1, 'name': 'Mr. Pedro  Loch', 'title': 'Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,11.09,11.5,11.5,11.5,11.09,11.5,11.5,11.5,0.0,1.248927,-104.545456,828,828,9277,6300,6300,11.21,11.65,0,0,339628352,10.2,19.1,14.4324,13.3544,0.0,0.0,CAD,327283968,0.0,10888187,29532900,41941,28780,1690761600,1693440000,0.0014,0.49386,0.14647001,4.98,29532900,2.71,4.243542,1664496000,1696032000,1688083200,-9807703,-0.35,-0.11,1:10,1598400000,-93.976,-0.18439716,0.14113986,VAN,EQUITY,LA.V,LA.V,LOS ANDES COPPER LIMITED,Los Andes Copper Ltd.,1084195800,America/Toronto,EDT,99023fbd-1833-3567-af50-c661996d3952,finmb_3109168,-14400000,11.5,31.0,29.0,30.0,30.0,2.0,buy,2,12955340,0.439,-3482617,12719518,10.135,10.305,15.913,-0.0208,-0.13670999,-137,-10986948,-3912746,0.0,0.0,0.0,CAD,
5,580 Hornby Street,Suite 880,Vancouver,BC,V6C 3B6,Canada,604 684 0642,https://www.losandescopper.com,Copper,Copper,Basic Materials,Basic Materials,"Los Andes Copper Ltd. acquires, explores, and develops copper deposits in Canada and Chile. It operates through three segments: Mineral Exploration, Hydroelectric Project, and Corporate. The company holds 100% interest in the Vizcachitas copper, molybdenum, and silver porphyry project located north of Santiago, Region V, Chile. It is also involved in the development of a hydroelectric project. Los Andes Copper Ltd. was incorporated in 1983 and is headquartered in Vancouver, Canada. Los Andes Copper Ltd. operates as a subsidiary of Turnbrook Mining Limited.","{'maxAge': 1, 'name': 'Mr. Gonzalo  Saldias', 'title': 'Geologist Consultant', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,11.09,11.5,11.5,11.5,11.09,11.5,11.5,11.5,0.0,1.248927,-104.545456,828,828,9277,6300,6300,11.21,11.65,0,0,339628352,10.2,19.1,14.4324,13.3544,0.0,0.0,CAD,327283968,0.0,10888187,29532900,41941,28780,1690761600,1693440000,0.0014,0.49386,0.14647001,4.98,29532900,2.71,4.243542,1664496000,1696032000,1688083200,-9807703,-0.35,-0.11,1:10,1598400000,-93.976,-0.18439716,0.14113986,VAN,EQUITY,LA.V,LA.V,LOS ANDES COPPER LIMITED,Los Andes Copper Ltd.,1084195800,America/Toronto,EDT,99023fbd-1833-3567-af50-c661996d3952,finmb_3109168,-14400000,11.5,31.0,29.0,30.0,30.0,2.0,buy,2,12955340,0.439,-3482617,12719518,10.135,10.305,15.913,-0.0208,-0.13670999,-137,-10986948,-3912746,0.0,0.0,0.0,CAD,
