,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,76 Richmond Street East,Suite 330,Toronto,ON,M5C 1P1,Canada,https://www.mandalayresources.com,Gold,Basic Materials,"Mandalay Resources Corporation, together with its subsidiaries, engages in the acquisition, exploration, extraction, processing, and reclamation of mineral properties in Canada, Australia, Sweden, and Chile. It explores for gold, silver, and antimony deposits. The company primarily holds 100% interests in the Costerfield gold-antimony mine located in Australia, and the Björkdal gold mine located in Sweden. The company was incorporated in 1997 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Nicholas Gary Dwyer C.A.', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 493964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.19,2.17,2.0,2.28,2.19,2.17,2.0,2.28,1494979200,0.0,1.380066,12.166666,3.8421054,104833,104833,16051,31210,31210,2.1,2.19,0,0,203415760,1.3,3.5,1.2016668,1.6966,2.2524,0.0,0.0,CAD,193320800,0.06732,63572545,92883904,21177,3773,1690761600,1693440000,0.0002,0.00844,0.77182,1.4,1.941,1.1282845,1672444800,1703980800,1688083200,-0.806,11396000,0.18,0.57,1:10,1562025600,1.142,3.234,TOR,EQUITY,MND.TO,MND.TO,MANDALAY RESOURCES CORPORATION,Mandalay Resources Corporation,1150205400,America/Toronto,EDT,-14400000,2.19,2.99,2.99,2.99,2.99,2.0,buy,1,34674000,0.373,59785000,24579000,1.317,1.934,169278000,13.63,1.83,0.056550004,0.06421,96795000,9951250,52458000,-0.808,-0.208,0.40627998,0.35318002,0.15434,USD,
1,76 Richmond Street East,Suite 330,Toronto,ON,M5C 1P1,Canada,https://www.mandalayresources.com,Gold,Basic Materials,"Mandalay Resources Corporation, together with its subsidiaries, engages in the acquisition, exploration, extraction, processing, and reclamation of mineral properties in Canada, Australia, Sweden, and Chile. It explores for gold, silver, and antimony deposits. The company primarily holds 100% interests in the Costerfield gold-antimony mine located in Australia, and the Björkdal gold mine located in Sweden. The company was incorporated in 1997 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Ryan Kane Austerberry', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 361046, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.19,2.17,2.0,2.28,2.19,2.17,2.0,2.28,1494979200,0.0,1.380066,12.166666,3.8421054,104833,104833,16051,31210,31210,2.1,2.19,0,0,203415760,1.3,3.5,1.2016668,1.6966,2.2524,0.0,0.0,CAD,193320800,0.06732,63572545,92883904,21177,3773,1690761600,1693440000,0.0002,0.00844,0.77182,1.4,1.941,1.1282845,1672444800,1703980800,1688083200,-0.806,11396000,0.18,0.57,1:10,1562025600,1.142,3.234,TOR,EQUITY,MND.TO,MND.TO,MANDALAY RESOURCES CORPORATION,Mandalay Resources Corporation,1150205400,America/Toronto,EDT,-14400000,2.19,2.99,2.99,2.99,2.99,2.0,buy,1,34674000,0.373,59785000,24579000,1.317,1.934,169278000,13.63,1.83,0.056550004,0.06421,96795000,9951250,52458000,-0.808,-0.208,0.40627998,0.35318002,0.15434,USD,
2,76 Richmond Street East,Suite 330,Toronto,ON,M5C 1P1,Canada,https://www.mandalayresources.com,Gold,Basic Materials,"Mandalay Resources Corporation, together with its subsidiaries, engages in the acquisition, exploration, extraction, processing, and reclamation of mineral properties in Canada, Australia, Sweden, and Chile. It explores for gold, silver, and antimony deposits. The company primarily holds 100% interests in the Costerfield gold-antimony mine located in Australia, and the Björkdal gold mine located in Sweden. The company was incorporated in 1997 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Chris  Davis', 'title': 'VP of Operational Geology & Exploration', 'fiscalYear': 2022, 'totalPay': 351132, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.19,2.17,2.0,2.28,2.19,2.17,2.0,2.28,1494979200,0.0,1.380066,12.166666,3.8421054,104833,104833,16051,31210,31210,2.1,2.19,0,0,203415760,1.3,3.5,1.2016668,1.6966,2.2524,0.0,0.0,CAD,193320800,0.06732,63572545,92883904,21177,3773,1690761600,1693440000,0.0002,0.00844,0.77182,1.4,1.941,1.1282845,1672444800,1703980800,1688083200,-0.806,11396000,0.18,0.57,1:10,1562025600,1.142,3.234,TOR,EQUITY,MND.TO,MND.TO,MANDALAY RESOURCES CORPORATION,Mandalay Resources Corporation,1150205400,America/Toronto,EDT,-14400000,2.19,2.99,2.99,2.99,2.99,2.0,buy,1,34674000,0.373,59785000,24579000,1.317,1.934,169278000,13.63,1.83,0.056550004,0.06421,96795000,9951250,52458000,-0.808,-0.208,0.40627998,0.35318002,0.15434,USD,
3,76 Richmond Street East,Suite 330,Toronto,ON,M5C 1P1,Canada,https://www.mandalayresources.com,Gold,Basic Materials,"Mandalay Resources Corporation, together with its subsidiaries, engages in the acquisition, exploration, extraction, processing, and reclamation of mineral properties in Canada, Australia, Sweden, and Chile. It explores for gold, silver, and antimony deposits. The company primarily holds 100% interests in the Costerfield gold-antimony mine located in Australia, and the Björkdal gold mine located in Sweden. The company was incorporated in 1997 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Frazer William Bourchier BASc, MASc, P.Eng', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.19,2.17,2.0,2.28,2.19,2.17,2.0,2.28,1494979200,0.0,1.380066,12.166666,3.8421054,104833,104833,16051,31210,31210,2.1,2.19,0,0,203415760,1.3,3.5,1.2016668,1.6966,2.2524,0.0,0.0,CAD,193320800,0.06732,63572545,92883904,21177,3773,1690761600,1693440000,0.0002,0.00844,0.77182,1.4,1.941,1.1282845,1672444800,1703980800,1688083200,-0.806,11396000,0.18,0.57,1:10,1562025600,1.142,3.234,TOR,EQUITY,MND.TO,MND.TO,MANDALAY RESOURCES CORPORATION,Mandalay Resources Corporation,1150205400,America/Toronto,EDT,-14400000,2.19,2.99,2.99,2.99,2.99,2.0,buy,1,34674000,0.373,59785000,24579000,1.317,1.934,169278000,13.63,1.83,0.056550004,0.06421,96795000,9951250,52458000,-0.808,-0.208,0.40627998,0.35318002,0.15434,USD,
4,76 Richmond Street East,Suite 330,Toronto,ON,M5C 1P1,Canada,https://www.mandalayresources.com,Gold,Basic Materials,"Mandalay Resources Corporation, together with its subsidiaries, engages in the acquisition, exploration, extraction, processing, and reclamation of mineral properties in Canada, Australia, Sweden, and Chile. It explores for gold, silver, and antimony deposits. The company primarily holds 100% interests in the Costerfield gold-antimony mine located in Australia, and the Björkdal gold mine located in Sweden. The company was incorporated in 1997 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Ms. Jasmine  Virk', 'title': 'Sr. Director of Corp. Affairs & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.19,2.17,2.0,2.28,2.19,2.17,2.0,2.28,1494979200,0.0,1.380066,12.166666,3.8421054,104833,104833,16051,31210,31210,2.1,2.19,0,0,203415760,1.3,3.5,1.2016668,1.6966,2.2524,0.0,0.0,CAD,193320800,0.06732,63572545,92883904,21177,3773,1690761600,1693440000,0.0002,0.00844,0.77182,1.4,1.941,1.1282845,1672444800,1703980800,1688083200,-0.806,11396000,0.18,0.57,1:10,1562025600,1.142,3.234,TOR,EQUITY,MND.TO,MND.TO,MANDALAY RESOURCES CORPORATION,Mandalay Resources Corporation,1150205400,America/Toronto,EDT,-14400000,2.19,2.99,2.99,2.99,2.99,2.0,buy,1,34674000,0.373,59785000,24579000,1.317,1.934,169278000,13.63,1.83,0.056550004,0.06421,96795000,9951250,52458000,-0.808,-0.208,0.40627998,0.35318002,0.15434,USD,
