,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Mr. Todd Allan Penegor', 'age': 57, 'title': 'Pres, CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2755347, 'exercisedValue': 0, 'unexercisedValue': 7487339}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
1,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Mr. Gunther  Plosch', 'age': 53, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1403915, 'exercisedValue': 0, 'unexercisedValue': 1041557}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
2,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Mr. J. Kevin Vasconi', 'age': 61, 'title': 'Chief Information Officer', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1232518, 'exercisedValue': 0, 'unexercisedValue': 0}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
3,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Ms. Abigail E. Pringle', 'age': 48, 'title': 'Pres of International & Chief Devel. Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1269636, 'exercisedValue': 0, 'unexercisedValue': 3092742}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
4,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Ms. Suzanne M. Thuerk', 'age': 40, 'title': 'Chief Accounting Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
5,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Mr. Matt  Spessard', 'title': 'Sr. VP & Global Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
6,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Kelsey  Freed', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
7,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Mr. Eric J. Wunsch Esq.', 'age': 51, 'title': 'Chief Legal Officer & Sec.', 'yearBorn': 1971, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
8,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Mr. Michael G. Berner', 'title': 'VP of Corp. & Securities Counsel, Chief Compliance Officer and Assistant Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
9,One Dave Thomas Boulevard,Dublin,OH,43017,United States,614 764 3100,https://www.wendys.com,Restaurants,Consumer Cyclical,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally. It operates through Wendy's U.S., Wendy's International, and Global Real Estate & Development segments. The company is involved in operating, developing, and franchising a system of quick-service restaurants specializing in hamburger sandwiches. The company also owns and leases real estate properties. The company was formerly known as Wendy's/Arby's Group, Inc. and changed its name to The Wendy's Company in July 2011. The Wendy's Company was founded in 1969 and is headquartered in Dublin, Ohio.",4833,"{'maxAge': 1, 'name': 'Ms. Heidi S. Schauer', 'title': 'VP of Communications, Public Affairs & Customer Care', 'exercisedValue': 0, 'unexercisedValue': 0}",3,7,1,1,1,1693526400,1672444800,86400,2,20.22,20.15,20.02,20.17,20.22,20.15,20.02,20.17,1.0,0.0497,1693440000,0.84269994,2.08,0.90733,22.595507,17.955359,2986357,2986357,2471593,2465070,2465070,20.1,20.15,2200,1400,4208781824,18.5,23.9,1.9490056,20.9242,21.91235,0.75,0.03709199,USD,7784171520,0.088570006,172267162,209288000,6866274,7049738,1690761600,1693440000,0.0328,0.086660005,0.79652,2.66,0.0427,1.863,10.794417,1672531200,1704067200,1688256000,0.238,191270000,0.89,1.12,1.76,105:100,512092800,3.605,15.575,NMS,EQUITY,WEN,WEN,Wendy's Company (The),The Wendy's Company,326467800,America/New_York,EDT,-14400000,20.11,31.0,22.0,24.77,24.0,2.4,buy,20,635433024,3.036,499791008,4210820096,2.18,2.481,2159450880,1076.619,10.175,0.0421,0.46995997,720757000,212337120,303212992,0.273,0.044,0.35178003,0.23144,0.16951999,USD,1.5477
