,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7249 Misty Harbor Court,Stone Mountain,GA,30087,United States,404 606 7383,https://earigroup.com,Beverages—Brewers,Consumer Defensive,"Entertainment Arts Research, Inc. creates, develops, and publishes apps, video games, web content, and interactive entertainment. The company is based in Stone Mountain, Georgia.","{'maxAge': 1, 'name': 'Mr. Bernard  Rubin', 'title': 'CEO & Director', 'fiscalYear': 2021, 'totalPay': 280000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0049,0.0034,0.003383,0.0039,0.0049,0.0034,0.003383,0.0039,449400,449400,779549,1532498,1532498,0.0,0.0,0,0,428773,0.0018,0.105,0.0050238,0.0286085,0.0,0.0,USD,0.0,109942000,0.0,0.0,-1.288,-0.413,1:20,1503446400,PNK,EQUITY,EARI,EARI,ENTERTAINMENT ARTS RESEARCH INC,"Entertainment Arts Research, Inc.",1252416600,America/New_York,EDT,-14400000,0.0039,none,0.0,0.0,0.0,USD,
