,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1075 West Georgia Street,Suite 1010,Vancouver,BC,V6E 3C9,Canada,https://www.orosur.ca,Gold,Basic Materials,"Orosur Mining Inc. explores, develops, and produces gold projects in South America. Its flagship project is the Anzá exploration gold project that consists of seven licenses covering an area of 207 square kilometers located in the Middle Cauca Belt in Antioquia, Colombia. The company was formerly known as Uruguay Mineral Exploration Inc. and changed its name to Orosur Mining Inc. in January 2010. Orosur Mining Inc. was incorporated in 1996 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Louis Emmanuel Castro BComm (Hons), BSc, F.C.A., FCA', 'age': 64, 'title': 'Exec. Chairman', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 261405, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.04,0.035,0.035,0.035,0.04,0.035,0.035,1205971200,0.0,-0.103481,20000,20000,354,0,0,0.0,0.0,0,0,6599600,0.012,0.2,0.0356,0.052565,0.0,0.0,USD,2370610,0.0,187922966,188560000,0.15831,0.0223,-0.029,1653955200,1685491200,1677542400,-2757000,-0.02,-0.78,PNK,EQUITY,OROXF,OROXF,OROSUR MINING INC,Orosur Mining Inc.,1262615400,America/New_York,EDT,-14400000,0.035,none,4229000,0.022,-3038000,0,0.289,0.452,-0.18457001,-4755750,-5772000,0.0,0.0,0.0,USD,
1,1075 West Georgia Street,Suite 1010,Vancouver,BC,V6E 3C9,Canada,https://www.orosur.ca,Gold,Basic Materials,"Orosur Mining Inc. explores, develops, and produces gold projects in South America. Its flagship project is the Anzá exploration gold project that consists of seven licenses covering an area of 207 square kilometers located in the Middle Cauca Belt in Antioquia, Colombia. The company was formerly known as Uruguay Mineral Exploration Inc. and changed its name to Orosur Mining Inc. in January 2010. Orosur Mining Inc. was incorporated in 1996 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Bradley  George', 'age': 56, 'title': 'CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 226250, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.04,0.035,0.035,0.035,0.04,0.035,0.035,1205971200,0.0,-0.103481,20000,20000,354,0,0,0.0,0.0,0,0,6599600,0.012,0.2,0.0356,0.052565,0.0,0.0,USD,2370610,0.0,187922966,188560000,0.15831,0.0223,-0.029,1653955200,1685491200,1677542400,-2757000,-0.02,-0.78,PNK,EQUITY,OROXF,OROXF,OROSUR MINING INC,Orosur Mining Inc.,1262615400,America/New_York,EDT,-14400000,0.035,none,4229000,0.022,-3038000,0,0.289,0.452,-0.18457001,-4755750,-5772000,0.0,0.0,0.0,USD,
2,1075 West Georgia Street,Suite 1010,Vancouver,BC,V6E 3C9,Canada,https://www.orosur.ca,Gold,Basic Materials,"Orosur Mining Inc. explores, develops, and produces gold projects in South America. Its flagship project is the Anzá exploration gold project that consists of seven licenses covering an area of 207 square kilometers located in the Middle Cauca Belt in Antioquia, Colombia. The company was formerly known as Uruguay Mineral Exploration Inc. and changed its name to Orosur Mining Inc. in January 2010. Orosur Mining Inc. was incorporated in 1996 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Victor  Hugo C.M.A., CPA', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 61321, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.04,0.035,0.035,0.035,0.04,0.035,0.035,1205971200,0.0,-0.103481,20000,20000,354,0,0,0.0,0.0,0,0,6599600,0.012,0.2,0.0356,0.052565,0.0,0.0,USD,2370610,0.0,187922966,188560000,0.15831,0.0223,-0.029,1653955200,1685491200,1677542400,-2757000,-0.02,-0.78,PNK,EQUITY,OROXF,OROXF,OROSUR MINING INC,Orosur Mining Inc.,1262615400,America/New_York,EDT,-14400000,0.035,none,4229000,0.022,-3038000,0,0.289,0.452,-0.18457001,-4755750,-5772000,0.0,0.0,0.0,USD,
3,1075 West Georgia Street,Suite 1010,Vancouver,BC,V6E 3C9,Canada,https://www.orosur.ca,Gold,Basic Materials,"Orosur Mining Inc. explores, develops, and produces gold projects in South America. Its flagship project is the Anzá exploration gold project that consists of seven licenses covering an area of 207 square kilometers located in the Middle Cauca Belt in Antioquia, Colombia. The company was formerly known as Uruguay Mineral Exploration Inc. and changed its name to Orosur Mining Inc. in January 2010. Orosur Mining Inc. was incorporated in 1996 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Joaquín Lauro Sarroca', 'title': 'Legal Counsel & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 158855, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.04,0.035,0.035,0.035,0.04,0.035,0.035,1205971200,0.0,-0.103481,20000,20000,354,0,0,0.0,0.0,0,0,6599600,0.012,0.2,0.0356,0.052565,0.0,0.0,USD,2370610,0.0,187922966,188560000,0.15831,0.0223,-0.029,1653955200,1685491200,1677542400,-2757000,-0.02,-0.78,PNK,EQUITY,OROXF,OROXF,OROSUR MINING INC,Orosur Mining Inc.,1262615400,America/New_York,EDT,-14400000,0.035,none,4229000,0.022,-3038000,0,0.289,0.452,-0.18457001,-4755750,-5772000,0.0,0.0,0.0,USD,
4,1075 West Georgia Street,Suite 1010,Vancouver,BC,V6E 3C9,Canada,https://www.orosur.ca,Gold,Basic Materials,"Orosur Mining Inc. explores, develops, and produces gold projects in South America. Its flagship project is the Anzá exploration gold project that consists of seven licenses covering an area of 207 square kilometers located in the Middle Cauca Belt in Antioquia, Colombia. The company was formerly known as Uruguay Mineral Exploration Inc. and changed its name to Orosur Mining Inc. in January 2010. Orosur Mining Inc. was incorporated in 1996 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ernesto  Slavutsky', 'title': 'Sr. Geologist & Exploration Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.04,0.035,0.035,0.035,0.04,0.035,0.035,1205971200,0.0,-0.103481,20000,20000,354,0,0,0.0,0.0,0,0,6599600,0.012,0.2,0.0356,0.052565,0.0,0.0,USD,2370610,0.0,187922966,188560000,0.15831,0.0223,-0.029,1653955200,1685491200,1677542400,-2757000,-0.02,-0.78,PNK,EQUITY,OROXF,OROXF,OROSUR MINING INC,Orosur Mining Inc.,1262615400,America/New_York,EDT,-14400000,0.035,none,4229000,0.022,-3038000,0,0.289,0.452,-0.18457001,-4755750,-5772000,0.0,0.0,0.0,USD,
