,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5871 Honeysuckle Road,Prescott,AZ,86305,United States,480-440-1449,https://www.elcapitanpmi.com,Other Precious Metals & Mining,Basic Materials,"El Capitan Precious Metals, Inc., an exploration stage company, engages in the mining of precious metals and other minerals. The company principally explores for gold, silver, and platinum group metals. Its primary asset is the El Capitan Property comprising 354 Bureau of Land Management lode claims and four patented claims located in Lincoln County, New Mexico. The company was founded in 2002 and is based in Prescott, Arizona.",2,"{'maxAge': 1, 'name': 'Mr. Douglas R. Sanders', 'age': 73, 'title': 'Chairman & Pres', 'yearBorn': 1949, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,17.554632,1150,1150,27056,72625,72625,0.0,0.0,0,0,3720960,0.0003,0.012,0.001668,0.0028395,0.0,0.0,USD,1322127,0.0,412833908,437760000,0.0,4.0000003e-05,-0.001,1506729600,1538265600,1506729600,-5218514,-0.0,3:1,1091404800,-0.558,PNK,EQUITY,ECPN,ECPN,EL CAPITAN PRECIOUS METALS INC,"El Capitan Precious Metals, Inc.",1022074200,America/New_York,EDT,-14400000,0.002,none,80416,0.0,-2367360,527024,0.052,0.182,-1.14389,-12.2291,175078,-1055214,0.0,0.0,0.0,USD,
1,5871 Honeysuckle Road,Prescott,AZ,86305,United States,480-440-1449,https://www.elcapitanpmi.com,Other Precious Metals & Mining,Basic Materials,"El Capitan Precious Metals, Inc., an exploration stage company, engages in the mining of precious metals and other minerals. The company principally explores for gold, silver, and platinum group metals. Its primary asset is the El Capitan Property comprising 354 Bureau of Land Management lode claims and four patented claims located in Lincoln County, New Mexico. The company was founded in 2002 and is based in Prescott, Arizona.",2,"{'maxAge': 1, 'name': 'Mr. Frank  Capilla', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,17.554632,1150,1150,27056,72625,72625,0.0,0.0,0,0,3720960,0.0003,0.012,0.001668,0.0028395,0.0,0.0,USD,1322127,0.0,412833908,437760000,0.0,4.0000003e-05,-0.001,1506729600,1538265600,1506729600,-5218514,-0.0,3:1,1091404800,-0.558,PNK,EQUITY,ECPN,ECPN,EL CAPITAN PRECIOUS METALS INC,"El Capitan Precious Metals, Inc.",1022074200,America/New_York,EDT,-14400000,0.002,none,80416,0.0,-2367360,527024,0.052,0.182,-1.14389,-12.2291,175078,-1055214,0.0,0.0,0.0,USD,
2,5871 Honeysuckle Road,Prescott,AZ,86305,United States,480-440-1449,https://www.elcapitanpmi.com,Other Precious Metals & Mining,Basic Materials,"El Capitan Precious Metals, Inc., an exploration stage company, engages in the mining of precious metals and other minerals. The company principally explores for gold, silver, and platinum group metals. Its primary asset is the El Capitan Property comprising 354 Bureau of Land Management lode claims and four patented claims located in Lincoln County, New Mexico. The company was founded in 2002 and is based in Prescott, Arizona.",2,"{'maxAge': 1, 'name': 'Mr. A. Blair Dunn Esq.', 'title': 'Legal Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,17.554632,1150,1150,27056,72625,72625,0.0,0.0,0,0,3720960,0.0003,0.012,0.001668,0.0028395,0.0,0.0,USD,1322127,0.0,412833908,437760000,0.0,4.0000003e-05,-0.001,1506729600,1538265600,1506729600,-5218514,-0.0,3:1,1091404800,-0.558,PNK,EQUITY,ECPN,ECPN,EL CAPITAN PRECIOUS METALS INC,"El Capitan Precious Metals, Inc.",1022074200,America/New_York,EDT,-14400000,0.002,none,80416,0.0,-2367360,527024,0.052,0.182,-1.14389,-12.2291,175078,-1055214,0.0,0.0,0.0,USD,
