,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7535 East Avenue,Denver,CO,80231,United States,https://greencurescorp.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Global Roundtable Corporation operates in the health and wellness business. It also provides products and ancillary services in the mental wellness segment and optical-vision medical care. The company was formerly known as Green Cures & Botanical Distribution Inc. and changed its name to Global Roundtable Corporation in May 2023. Global Roundtable Corporation was incorporated in 1986 and is based in Denver, Colorado.",20,"{'maxAge': 1, 'name': 'Mr. Rich  Thomas', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00035,0.00035,0.0003,0.0004,0.00035,0.00035,0.0003,0.0004,0.871715,0.00012710517,32895073,32895073,19326425,9589597,9589597,0.0,0.0,0,0,5547119,0.0003,0.0016,4.484332,0.0004568,0.00062455,0.0,0.0,USD,41325244,4.9644103,0,0.0,0.0,-2.227,1325289600,1356912000,1325289600,6140980,3.147,1:130,1452211200,33.408,47.958,PNK,EQUITY,GRCU,GRCU,GREEN CURES & BOTANICAL DIST IN,Global Roundtable Corporation,1108996200,America/New_York,EDT,-14400000,0.0004,none,80000,0.041,861696,3103500,0.013,4.851,1237000,9.14,0.634,0.022950001,0.54615,989600,-31887456,80000,0.8,0.6966,0.62223,USD,
1,7535 East Avenue,Denver,CO,80231,United States,https://greencurescorp.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Global Roundtable Corporation operates in the health and wellness business. It also provides products and ancillary services in the mental wellness segment and optical-vision medical care. The company was formerly known as Green Cures & Botanical Distribution Inc. and changed its name to Global Roundtable Corporation in May 2023. Global Roundtable Corporation was incorporated in 1986 and is based in Denver, Colorado.",20,"{'maxAge': 1, 'name': 'Mr. Michael  Lajtay', 'title': 'Pres, Chief Operating Officer and Lead Product Developer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00035,0.00035,0.0003,0.0004,0.00035,0.00035,0.0003,0.0004,0.871715,0.00012710517,32895073,32895073,19326425,9589597,9589597,0.0,0.0,0,0,5547119,0.0003,0.0016,4.484332,0.0004568,0.00062455,0.0,0.0,USD,41325244,4.9644103,0,0.0,0.0,-2.227,1325289600,1356912000,1325289600,6140980,3.147,1:130,1452211200,33.408,47.958,PNK,EQUITY,GRCU,GRCU,GREEN CURES & BOTANICAL DIST IN,Global Roundtable Corporation,1108996200,America/New_York,EDT,-14400000,0.0004,none,80000,0.041,861696,3103500,0.013,4.851,1237000,9.14,0.634,0.022950001,0.54615,989600,-31887456,80000,0.8,0.6966,0.62223,USD,
2,7535 East Avenue,Denver,CO,80231,United States,https://greencurescorp.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Global Roundtable Corporation operates in the health and wellness business. It also provides products and ancillary services in the mental wellness segment and optical-vision medical care. The company was formerly known as Green Cures & Botanical Distribution Inc. and changed its name to Global Roundtable Corporation in May 2023. Global Roundtable Corporation was incorporated in 1986 and is based in Denver, Colorado.",20,"{'maxAge': 1, 'name': 'Mr. Benjamin  Craik', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00035,0.00035,0.0003,0.0004,0.00035,0.00035,0.0003,0.0004,0.871715,0.00012710517,32895073,32895073,19326425,9589597,9589597,0.0,0.0,0,0,5547119,0.0003,0.0016,4.484332,0.0004568,0.00062455,0.0,0.0,USD,41325244,4.9644103,0,0.0,0.0,-2.227,1325289600,1356912000,1325289600,6140980,3.147,1:130,1452211200,33.408,47.958,PNK,EQUITY,GRCU,GRCU,GREEN CURES & BOTANICAL DIST IN,Global Roundtable Corporation,1108996200,America/New_York,EDT,-14400000,0.0004,none,80000,0.041,861696,3103500,0.013,4.851,1237000,9.14,0.634,0.022950001,0.54615,989600,-31887456,80000,0.8,0.6966,0.62223,USD,
3,7535 East Avenue,Denver,CO,80231,United States,https://greencurescorp.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Global Roundtable Corporation operates in the health and wellness business. It also provides products and ancillary services in the mental wellness segment and optical-vision medical care. The company was formerly known as Green Cures & Botanical Distribution Inc. and changed its name to Global Roundtable Corporation in May 2023. Global Roundtable Corporation was incorporated in 1986 and is based in Denver, Colorado.",20,"{'maxAge': 1, 'name': 'Mr. David  Moceri', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00035,0.00035,0.0003,0.0004,0.00035,0.00035,0.0003,0.0004,0.871715,0.00012710517,32895073,32895073,19326425,9589597,9589597,0.0,0.0,0,0,5547119,0.0003,0.0016,4.484332,0.0004568,0.00062455,0.0,0.0,USD,41325244,4.9644103,0,0.0,0.0,-2.227,1325289600,1356912000,1325289600,6140980,3.147,1:130,1452211200,33.408,47.958,PNK,EQUITY,GRCU,GRCU,GREEN CURES & BOTANICAL DIST IN,Global Roundtable Corporation,1108996200,America/New_York,EDT,-14400000,0.0004,none,80000,0.041,861696,3103500,0.013,4.851,1237000,9.14,0.634,0.022950001,0.54615,989600,-31887456,80000,0.8,0.6966,0.62223,USD,
4,7535 East Avenue,Denver,CO,80231,United States,https://greencurescorp.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Global Roundtable Corporation operates in the health and wellness business. It also provides products and ancillary services in the mental wellness segment and optical-vision medical care. The company was formerly known as Green Cures & Botanical Distribution Inc. and changed its name to Global Roundtable Corporation in May 2023. Global Roundtable Corporation was incorporated in 1986 and is based in Denver, Colorado.",20,"{'maxAge': 1, 'name': 'Mr. Joseph  Tragesser', 'title': 'Consultant & Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00035,0.00035,0.0003,0.0004,0.00035,0.00035,0.0003,0.0004,0.871715,0.00012710517,32895073,32895073,19326425,9589597,9589597,0.0,0.0,0,0,5547119,0.0003,0.0016,4.484332,0.0004568,0.00062455,0.0,0.0,USD,41325244,4.9644103,0,0.0,0.0,-2.227,1325289600,1356912000,1325289600,6140980,3.147,1:130,1452211200,33.408,47.958,PNK,EQUITY,GRCU,GRCU,GREEN CURES & BOTANICAL DIST IN,Global Roundtable Corporation,1108996200,America/New_York,EDT,-14400000,0.0004,none,80000,0.041,861696,3103500,0.013,4.851,1237000,9.14,0.634,0.022950001,0.54615,989600,-31887456,80000,0.8,0.6966,0.62223,USD,
