,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,66 Wellington Street West,Suite 5300 TD Bank Tower Box 48,Toronto,ON,M5K 1E6,Canada,345 815 3939,https://www.voxroyalty.com,Other Precious Metals & Mining,Basic Materials,"Vox Royalty Corp. operates as a mining royalty and streaming company. The company holds a portfolio of 62 royalties and streaming assets, as well as 2 royalty options. It operates in Australia, Canada, Peru, Brazil, South Africa, Mexico, the United States, Madagascar, the Cayman Islands, and Nigeria. Vox Royalty Corp. was founded in 2014 and is based in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Kyle  Floyd', 'age': 36, 'title': 'Chairman & CEO', 'yearBorn': 1986, 'fiscalYear': 2022, 'totalPay': 655000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.16,2.16,2.11,2.3,2.16,2.16,2.11,2.3,0.04,0.020399999,1695859200,0.36173,56028,56028,60188,163220,163220,2.13,2.35,800,1000,109848880,1.46,3.16,9.91007,2.2503,2.48753,0.042,0.019444443,USD,98570456,-0.05356,37702960,48605700,20837,14539,1690761600,1693440000,0.0004,0.22204,0.15541,0.45,0.0005,0.856,2.6401868,1672444800,1703980800,1688083200,-593680,-0.01,8.893,26.461,NCM,EQUITY,VOXR,VOXR,Vox Royalty Corp.,Vox Royalty Corp.,1596547800,America/New_York,EDT,-14400000,2.26,none,11278440,0.232,3725104,0,5.303,5.398,11084571,0.247,0.01701,-0.0156,8199355,5451646,4231631,0.267,0.96486,0.33606,0.10773,USD,
1,66 Wellington Street West,Suite 5300 TD Bank Tower Box 48,Toronto,ON,M5K 1E6,Canada,345 815 3939,https://www.voxroyalty.com,Other Precious Metals & Mining,Basic Materials,"Vox Royalty Corp. operates as a mining royalty and streaming company. The company holds a portfolio of 62 royalties and streaming assets, as well as 2 royalty options. It operates in Australia, Canada, Peru, Brazil, South Africa, Mexico, the United States, Madagascar, the Cayman Islands, and Nigeria. Vox Royalty Corp. was founded in 2014 and is based in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Pascal  Attard CA, CPA', 'age': 37, 'title': 'CFO, Sec. & Director', 'yearBorn': 1985, 'fiscalYear': 2022, 'totalPay': 260000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.16,2.16,2.11,2.3,2.16,2.16,2.11,2.3,0.04,0.020399999,1695859200,0.36173,56028,56028,60188,163220,163220,2.13,2.35,800,1000,109848880,1.46,3.16,9.91007,2.2503,2.48753,0.042,0.019444443,USD,98570456,-0.05356,37702960,48605700,20837,14539,1690761600,1693440000,0.0004,0.22204,0.15541,0.45,0.0005,0.856,2.6401868,1672444800,1703980800,1688083200,-593680,-0.01,8.893,26.461,NCM,EQUITY,VOXR,VOXR,Vox Royalty Corp.,Vox Royalty Corp.,1596547800,America/New_York,EDT,-14400000,2.26,none,11278440,0.232,3725104,0,5.303,5.398,11084571,0.247,0.01701,-0.0156,8199355,5451646,4231631,0.267,0.96486,0.33606,0.10773,USD,
2,66 Wellington Street West,Suite 5300 TD Bank Tower Box 48,Toronto,ON,M5K 1E6,Canada,345 815 3939,https://www.voxroyalty.com,Other Precious Metals & Mining,Basic Materials,"Vox Royalty Corp. operates as a mining royalty and streaming company. The company holds a portfolio of 62 royalties and streaming assets, as well as 2 royalty options. It operates in Australia, Canada, Peru, Brazil, South Africa, Mexico, the United States, Madagascar, the Cayman Islands, and Nigeria. Vox Royalty Corp. was founded in 2014 and is based in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Spencer  Cole', 'age': 36, 'title': 'Chief Investment Officer', 'yearBorn': 1986, 'fiscalYear': 2022, 'totalPay': 390000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.16,2.16,2.11,2.3,2.16,2.16,2.11,2.3,0.04,0.020399999,1695859200,0.36173,56028,56028,60188,163220,163220,2.13,2.35,800,1000,109848880,1.46,3.16,9.91007,2.2503,2.48753,0.042,0.019444443,USD,98570456,-0.05356,37702960,48605700,20837,14539,1690761600,1693440000,0.0004,0.22204,0.15541,0.45,0.0005,0.856,2.6401868,1672444800,1703980800,1688083200,-593680,-0.01,8.893,26.461,NCM,EQUITY,VOXR,VOXR,Vox Royalty Corp.,Vox Royalty Corp.,1596547800,America/New_York,EDT,-14400000,2.26,none,11278440,0.232,3725104,0,5.303,5.398,11084571,0.247,0.01701,-0.0156,8199355,5451646,4231631,0.267,0.96486,0.33606,0.10773,USD,
3,66 Wellington Street West,Suite 5300 TD Bank Tower Box 48,Toronto,ON,M5K 1E6,Canada,345 815 3939,https://www.voxroyalty.com,Other Precious Metals & Mining,Basic Materials,"Vox Royalty Corp. operates as a mining royalty and streaming company. The company holds a portfolio of 62 royalties and streaming assets, as well as 2 royalty options. It operates in Australia, Canada, Peru, Brazil, South Africa, Mexico, the United States, Madagascar, the Cayman Islands, and Nigeria. Vox Royalty Corp. was founded in 2014 and is based in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Riaan  Esterhuizen', 'age': 52, 'title': 'Exec. VP of Australia', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 275000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.16,2.16,2.11,2.3,2.16,2.16,2.11,2.3,0.04,0.020399999,1695859200,0.36173,56028,56028,60188,163220,163220,2.13,2.35,800,1000,109848880,1.46,3.16,9.91007,2.2503,2.48753,0.042,0.019444443,USD,98570456,-0.05356,37702960,48605700,20837,14539,1690761600,1693440000,0.0004,0.22204,0.15541,0.45,0.0005,0.856,2.6401868,1672444800,1703980800,1688083200,-593680,-0.01,8.893,26.461,NCM,EQUITY,VOXR,VOXR,Vox Royalty Corp.,Vox Royalty Corp.,1596547800,America/New_York,EDT,-14400000,2.26,none,11278440,0.232,3725104,0,5.303,5.398,11084571,0.247,0.01701,-0.0156,8199355,5451646,4231631,0.267,0.96486,0.33606,0.10773,USD,
4,66 Wellington Street West,Suite 5300 TD Bank Tower Box 48,Toronto,ON,M5K 1E6,Canada,345 815 3939,https://www.voxroyalty.com,Other Precious Metals & Mining,Basic Materials,"Vox Royalty Corp. operates as a mining royalty and streaming company. The company holds a portfolio of 62 royalties and streaming assets, as well as 2 royalty options. It operates in Australia, Canada, Peru, Brazil, South Africa, Mexico, the United States, Madagascar, the Cayman Islands, and Nigeria. Vox Royalty Corp. was founded in 2014 and is based in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Adrian  Cochrane', 'title': 'VP of Legal Affairs & Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.16,2.16,2.11,2.3,2.16,2.16,2.11,2.3,0.04,0.020399999,1695859200,0.36173,56028,56028,60188,163220,163220,2.13,2.35,800,1000,109848880,1.46,3.16,9.91007,2.2503,2.48753,0.042,0.019444443,USD,98570456,-0.05356,37702960,48605700,20837,14539,1690761600,1693440000,0.0004,0.22204,0.15541,0.45,0.0005,0.856,2.6401868,1672444800,1703980800,1688083200,-593680,-0.01,8.893,26.461,NCM,EQUITY,VOXR,VOXR,Vox Royalty Corp.,Vox Royalty Corp.,1596547800,America/New_York,EDT,-14400000,2.26,none,11278440,0.232,3725104,0,5.303,5.398,11084571,0.247,0.01701,-0.0156,8199355,5451646,4231631,0.267,0.96486,0.33606,0.10773,USD,
