,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,totalDebt,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3724 47th Street Ct. N.W.,Gig Harbor,WA,98335,United States,253-514-6661,https://www.lkagold.com,Gold,Basic Materials,"LKA Gold Incorporated, an exploration stage company, explores for and develops mineral properties in the United States. The company engages in an exploration program at the Golden Wonder mine located near Lake City, Colorado. It owns real and personal property interests, including patented and unpatented mining claims, water rights, buildings, fixtures, improvements, equipment, and permits situated in Lake City, Colorado. LKA Gold Incorporated was incorporated in 1988 and is based in Gig Harbor, Washington.",2,"{'maxAge': 1, 'name': 'Mr. Kye Aubrey Abraham', 'age': 63, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1959, 'fiscalYear': 2018, 'totalPay': 138000, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0,-3.254149,5000,5000,948,555,555,0.0,0.0,0,0,2769,0.0001,0.0005,0.000198,0.0002055,0.0,0.0,USD,179339,0.0,7703003,27697700,0.72189003,0.0,-0.009,1546214400,1577750400,1569801600,-365359,-0.02,1:2,1363305600,-0.782,PNK,EQUITY,LKAI,LKAI,LKA GOLD INC,LKA Gold Incorporated,960816600,America/New_York,EDT,-14400000,0.0001,none,-229385,173800,0.006,-0.21823,82512,-136219,0.0,0.0,0.0,USD,
1,3724 47th Street Ct. N.W.,Gig Harbor,WA,98335,United States,253-514-6661,https://www.lkagold.com,Gold,Basic Materials,"LKA Gold Incorporated, an exploration stage company, explores for and develops mineral properties in the United States. The company engages in an exploration program at the Golden Wonder mine located near Lake City, Colorado. It owns real and personal property interests, including patented and unpatented mining claims, water rights, buildings, fixtures, improvements, equipment, and permits situated in Lake City, Colorado. LKA Gold Incorporated was incorporated in 1988 and is based in Gig Harbor, Washington.",2,"{'maxAge': 1, 'name': 'Ms. Nanette K. Abraham', 'age': 64, 'title': 'Chief Accounting Officer, CFO, Treasurer, Sec. & Director', 'yearBorn': 1958, 'fiscalYear': 2018, 'totalPay': 12000, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0,-3.254149,5000,5000,948,555,555,0.0,0.0,0,0,2769,0.0001,0.0005,0.000198,0.0002055,0.0,0.0,USD,179339,0.0,7703003,27697700,0.72189003,0.0,-0.009,1546214400,1577750400,1569801600,-365359,-0.02,1:2,1363305600,-0.782,PNK,EQUITY,LKAI,LKAI,LKA GOLD INC,LKA Gold Incorporated,960816600,America/New_York,EDT,-14400000,0.0001,none,-229385,173800,0.006,-0.21823,82512,-136219,0.0,0.0,0.0,USD,
2,3724 47th Street Ct. N.W.,Gig Harbor,WA,98335,United States,253-514-6661,https://www.lkagold.com,Gold,Basic Materials,"LKA Gold Incorporated, an exploration stage company, explores for and develops mineral properties in the United States. The company engages in an exploration program at the Golden Wonder mine located near Lake City, Colorado. It owns real and personal property interests, including patented and unpatented mining claims, water rights, buildings, fixtures, improvements, equipment, and permits situated in Lake City, Colorado. LKA Gold Incorporated was incorporated in 1988 and is based in Gig Harbor, Washington.",2,"{'maxAge': 1, 'name': 'Mr. Rauno  Perttu', 'age': 75, 'title': 'Project Geologist', 'yearBorn': 1947, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0,-3.254149,5000,5000,948,555,555,0.0,0.0,0,0,2769,0.0001,0.0005,0.000198,0.0002055,0.0,0.0,USD,179339,0.0,7703003,27697700,0.72189003,0.0,-0.009,1546214400,1577750400,1569801600,-365359,-0.02,1:2,1363305600,-0.782,PNK,EQUITY,LKAI,LKAI,LKA GOLD INC,LKA Gold Incorporated,960816600,America/New_York,EDT,-14400000,0.0001,none,-229385,173800,0.006,-0.21823,82512,-136219,0.0,0.0,0.0,USD,
3,3724 47th Street Ct. N.W.,Gig Harbor,WA,98335,United States,253-514-6661,https://www.lkagold.com,Gold,Basic Materials,"LKA Gold Incorporated, an exploration stage company, explores for and develops mineral properties in the United States. The company engages in an exploration program at the Golden Wonder mine located near Lake City, Colorado. It owns real and personal property interests, including patented and unpatented mining claims, water rights, buildings, fixtures, improvements, equipment, and permits situated in Lake City, Colorado. LKA Gold Incorporated was incorporated in 1988 and is based in Gig Harbor, Washington.",2,"{'maxAge': 1, 'name': 'Mr. Michael  Schell', 'title': 'Pres of Coal Creek Construction', 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0,-3.254149,5000,5000,948,555,555,0.0,0.0,0,0,2769,0.0001,0.0005,0.000198,0.0002055,0.0,0.0,USD,179339,0.0,7703003,27697700,0.72189003,0.0,-0.009,1546214400,1577750400,1569801600,-365359,-0.02,1:2,1363305600,-0.782,PNK,EQUITY,LKAI,LKAI,LKA GOLD INC,LKA Gold Incorporated,960816600,America/New_York,EDT,-14400000,0.0001,none,-229385,173800,0.006,-0.21823,82512,-136219,0.0,0.0,0.0,USD,
4,3724 47th Street Ct. N.W.,Gig Harbor,WA,98335,United States,253-514-6661,https://www.lkagold.com,Gold,Basic Materials,"LKA Gold Incorporated, an exploration stage company, explores for and develops mineral properties in the United States. The company engages in an exploration program at the Golden Wonder mine located near Lake City, Colorado. It owns real and personal property interests, including patented and unpatented mining claims, water rights, buildings, fixtures, improvements, equipment, and permits situated in Lake City, Colorado. LKA Gold Incorporated was incorporated in 1988 and is based in Gig Harbor, Washington.",2,"{'maxAge': 1, 'name': 'Mr. Jonathan  Barkman', 'title': 'Investor Relations Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0,-3.254149,5000,5000,948,555,555,0.0,0.0,0,0,2769,0.0001,0.0005,0.000198,0.0002055,0.0,0.0,USD,179339,0.0,7703003,27697700,0.72189003,0.0,-0.009,1546214400,1577750400,1569801600,-365359,-0.02,1:2,1363305600,-0.782,PNK,EQUITY,LKAI,LKAI,LKA GOLD INC,LKA Gold Incorporated,960816600,America/New_York,EDT,-14400000,0.0001,none,-229385,173800,0.006,-0.21823,82512,-136219,0.0,0.0,0.0,USD,
5,3724 47th Street Ct. N.W.,Gig Harbor,WA,98335,United States,253-514-6661,https://www.lkagold.com,Gold,Basic Materials,"LKA Gold Incorporated, an exploration stage company, explores for and develops mineral properties in the United States. The company engages in an exploration program at the Golden Wonder mine located near Lake City, Colorado. It owns real and personal property interests, including patented and unpatented mining claims, water rights, buildings, fixtures, improvements, equipment, and permits situated in Lake City, Colorado. LKA Gold Incorporated was incorporated in 1988 and is based in Gig Harbor, Washington.",2,"{'maxAge': 1, 'name': 'Mr. Francois  Viens', 'title': 'Special Advisor to the Board \x96 Exploration & Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0,-3.254149,5000,5000,948,555,555,0.0,0.0,0,0,2769,0.0001,0.0005,0.000198,0.0002055,0.0,0.0,USD,179339,0.0,7703003,27697700,0.72189003,0.0,-0.009,1546214400,1577750400,1569801600,-365359,-0.02,1:2,1363305600,-0.782,PNK,EQUITY,LKAI,LKAI,LKA GOLD INC,LKA Gold Incorporated,960816600,America/New_York,EDT,-14400000,0.0001,none,-229385,173800,0.006,-0.21823,82512,-136219,0.0,0.0,0.0,USD,
