,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Mr. Diggory William Howitt BE (Hons), MBA', 'age': 55, 'title': 'CEO, MD, Pres & Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 4775141, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
1,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Mr. Stuart  Sayers', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 1874486, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
2,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Mr. Jan  Janssen MSc Elec Eng', 'age': 56, 'title': 'Chief Technology Officer', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 2036057, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
3,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': ""Ms. Karen  O'Driscoll"", 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
4,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Ms. Kristina  Devon', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
5,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Ms. Jennifer  Stevenson', 'title': 'VP of Corp. Communications & Brand', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
6,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Mr. Dean  Phizacklea', 'title': 'Sr. VP of Global Strategic Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
7,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Ms. Jennifer  Hornery', 'title': 'Sr. VP of Global People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
8,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Mr. Greg  Bodkin BE (Hons), MComm (UNSW)', 'title': 'Sr. VP of Global Supply Chain', 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
9,1 University Avenue,Macquarie University,Sydney,NSW,2109,Australia,61 2 9428 6555,61 2 9428 6353,https://www.cochlear.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Cochlear Limited provides implantable hearing solutions for children and adults worldwide. It offers cochlear implant systems, sound processor upgrades, bone conduction systems, accessories, and other products. Cochlear Limited was founded in 1981 and is headquartered in Sydney, Australia.",4800,"{'maxAge': 1, 'name': 'Mr. Anthony  Bishop', 'title': 'Pres of Asia Pacific & Latin America', 'fiscalYear': 2022, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,5,1,1693526400,1703980800,86400,2,263.4,263.4,261.53,264.48,263.4,263.4,261.53,264.48,3.5,0.013300001,1694995200,0.65779996,0.408033,57.53406,41.8848,225295,225295,144911,141641,141641,261.78,262.31,0,0,17286406144,184.62,274.65,8.928468,248.389,232.7193,3.3,0.0125284735,AUD,16822468608,0.15526,65253432,65628000,0.00495,0.50136,66034100,26.653,9.821784,1688083200,1719705600,1688083200,0.327,300600000,4.55,6.25,3.82,8.689,37.559,0.24142838,0.14113986,1.75,1694995200,ASX,EQUITY,COH.AX,COH.AX,COCHLEAR FPO,Cochlear Limited,820450800,Australia/Sydney,AEST,c75b250f-ed80-3b8b-9f45-ef698a848fdf,finmb_419113,36000000,261.78,280.0,197.78,240.4,240.0,3.1,hold,17,555500032,8.466,447900000,201800000,1.753,2.356,1936099968,11.539,29.441,0.100889996,0.17504999,1448100000,230562496,362400000,0.33,0.27,0.74794996,0.23134,0.20985001,AUD,
