,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,409 Granville Street,Suite 608,Vancouver,BC,V6C 1T2,Canada,https://www.tajirigold.com,Gold,Basic Materials,"Tajiri Resources Corp., an exploration stage company, engages in acquisition and exploration of mineral properties. It holds 100% interest in the Reo Gold Project comprising 7 exploration licenses covering an area of 1,002 square kilometers located in Burkina Faso. The company holds interests in the Guyana gold project. The company is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': ""Mr. Dominic  O'Sullivan BSc (Hons), MAusIMM"", 'title': 'Exec. Chairman', 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0,2.027658,23000,23000,370,0,0,3332441,0.0257,0.0433,0.037464,0.041699,0.0,0.0,USD,3323305,0.0,104730431,129667000,0.19829,0.00963,0.023,1.1173912,1682812800,1714435200,1682812800,-404814,-0.0,-7.746,PNK,EQUITY,TAJIF,TAJIF,TAJIRI RESOURCES CORP,Tajiri Resources Corp.,1582036200,America/New_York,EDT,-14400000,0.0257,none,9127,0.0,-429032,0,0.028,0.042,-0.075440004,-0.13027,60647,13799,0.0,0.0,0.0,CAD,
1,409 Granville Street,Suite 608,Vancouver,BC,V6C 1T2,Canada,https://www.tajirigold.com,Gold,Basic Materials,"Tajiri Resources Corp., an exploration stage company, engages in acquisition and exploration of mineral properties. It holds 100% interest in the Reo Gold Project comprising 7 exploration licenses covering an area of 1,002 square kilometers located in Burkina Faso. The company holds interests in the Guyana gold project. The company is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Graham  Keevil', 'age': 37, 'title': 'CEO, Pres & Director', 'yearBorn': 1985, 'fiscalYear': 2021, 'totalPay': 62042, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0,2.027658,23000,23000,370,0,0,3332441,0.0257,0.0433,0.037464,0.041699,0.0,0.0,USD,3323305,0.0,104730431,129667000,0.19829,0.00963,0.023,1.1173912,1682812800,1714435200,1682812800,-404814,-0.0,-7.746,PNK,EQUITY,TAJIF,TAJIF,TAJIRI RESOURCES CORP,Tajiri Resources Corp.,1582036200,America/New_York,EDT,-14400000,0.0257,none,9127,0.0,-429032,0,0.028,0.042,-0.075440004,-0.13027,60647,13799,0.0,0.0,0.0,CAD,
2,409 Granville Street,Suite 608,Vancouver,BC,V6C 1T2,Canada,https://www.tajirigold.com,Gold,Basic Materials,"Tajiri Resources Corp., an exploration stage company, engages in acquisition and exploration of mineral properties. It holds 100% interest in the Reo Gold Project comprising 7 exploration licenses covering an area of 1,002 square kilometers located in Burkina Faso. The company holds interests in the Guyana gold project. The company is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. M. Bilal Bhamji C.M.A., CPA', 'title': 'CFO, Sec. & Director', 'fiscalYear': 2021, 'totalPay': 37225, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0,2.027658,23000,23000,370,0,0,3332441,0.0257,0.0433,0.037464,0.041699,0.0,0.0,USD,3323305,0.0,104730431,129667000,0.19829,0.00963,0.023,1.1173912,1682812800,1714435200,1682812800,-404814,-0.0,-7.746,PNK,EQUITY,TAJIF,TAJIF,TAJIRI RESOURCES CORP,Tajiri Resources Corp.,1582036200,America/New_York,EDT,-14400000,0.0257,none,9127,0.0,-429032,0,0.028,0.042,-0.075440004,-0.13027,60647,13799,0.0,0.0,0.0,CAD,
