,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Mr. Arne  Freundt', 'age': 41, 'title': 'CEO & Chairman of Management Board', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 1380163, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
1,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Mr. Hubert  Hinterseher', 'age': 43, 'title': 'CFO & Member of Management Board', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 1213225, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
2,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Ms. Anne-Laure  Descours', 'age': 56, 'title': 'Chief Sourcing Officer & Member of the Management Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1419505, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
3,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Ms. Maria  Valdes', 'age': 39, 'title': 'Chief Product Officer & Member of Management Board', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
4,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Gottfried  Hoppe', 'title': 'Head of Investor Relations & Fin. Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
5,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Ms. Raliza  Koleva', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
6,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Kerstin  Neuber', 'title': 'Sr. Head of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
7,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Dietmar  Knoess', 'title': 'Global Director of People & Organization', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
8,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Stefan  Seidel', 'title': 'Head of Corp. Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
9,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Mr. Abhishek  Ganguly', 'title': 'Managing Director at Puma India & Southeast Asia', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,62.94,66.302,66.302,66.302,62.94,66.302,66.302,66.302,0.88,0.013200001,1684972800,0.3832,1.055555,28.952839,17,17,275,60,60,0.0,0.0,0,0,9929852928,41.81,75.21,1.1208395,66.1687,60.58197,0.82,0.013028281,USD,11638860800,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.875497,1672444800,1703980800,1688083200,-0.348,320200000,2.29,10:1,1560124800,1.314,16.017,PNK,EQUITY,PMMAF,PMMAF,PUMA SE,PUMA SE,1345210200,America/New_York,EDT,-14400000,66.302,none,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.157
