,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Iris House,"8, John Kennedy Street Off. 740B",Limassol,3106,Cyprus,357 2 5588767,https://www.frontlineplc.cy,Oil & Gas Midstream,Energy,"Frontline plc, a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2022, the company operated a fleet of 70 vessels. It is also involved in the charter, purchase, and sale of vessels. The company was founded in 1985 and is based in Limassol, Cyprus.",78,"{'maxAge': 1, 'name': 'Mr. Lars H. Barstad', 'age': 51, 'title': 'Chief Exec. Officer of Frontline Management AS', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1218000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,174.18,172.5,172.16,175.7,174.18,172.5,172.16,175.7,34.3,0.19690001,1694649600,0.51060003,0.266943,4.33657,5.728379,1440991,1440991,1125342,1196376,1196376,174.02,174.04,75700,173100,39106158592,107.1,205.5,20.34213,174.4408,160.3403,2.57,0.014754851,NOK,40559439872,0.42946,143108672,222623008,0.35786,0.45212,10.317,16.884752,1672444800,1703980800,1688083200,3.499,825593984,40.17,30.41,0.0,1:5,1454544000,21.098,39.863,OSL,EQUITY,FRO.OL,FRO.OL,FRONTLINE PLC,Frontline plc,946886400,Europe/Oslo,CEST,7200000,174.2,293.01,69.84,213.28,230.8,2.0,buy,9,519136000,2.332,1017478976,2298141952,1.676,1.92,1922422016,100.081,8.633,0.11394,0.39288,651998000,214801504,846748032,3.169,0.707,0.56104,0.52927,0.42991,USD,
1,Iris House,"8, John Kennedy Street Off. 740B",Limassol,3106,Cyprus,357 2 5588767,https://www.frontlineplc.cy,Oil & Gas Midstream,Energy,"Frontline plc, a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2022, the company operated a fleet of 70 vessels. It is also involved in the charter, purchase, and sale of vessels. The company was founded in 1985 and is based in Limassol, Cyprus.",78,"{'maxAge': 1, 'name': 'Ms. Inger Marie Klemp', 'age': 58, 'title': 'Chief Financial Officer of Frontline Management AS', 'yearBorn': 1964, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,174.18,172.5,172.16,175.7,174.18,172.5,172.16,175.7,34.3,0.19690001,1694649600,0.51060003,0.266943,4.33657,5.728379,1440991,1440991,1125342,1196376,1196376,174.02,174.04,75700,173100,39106158592,107.1,205.5,20.34213,174.4408,160.3403,2.57,0.014754851,NOK,40559439872,0.42946,143108672,222623008,0.35786,0.45212,10.317,16.884752,1672444800,1703980800,1688083200,3.499,825593984,40.17,30.41,0.0,1:5,1454544000,21.098,39.863,OSL,EQUITY,FRO.OL,FRO.OL,FRONTLINE PLC,Frontline plc,946886400,Europe/Oslo,CEST,7200000,174.2,293.01,69.84,213.28,230.8,2.0,buy,9,519136000,2.332,1017478976,2298141952,1.676,1.92,1922422016,100.081,8.633,0.11394,0.39288,651998000,214801504,846748032,3.169,0.707,0.56104,0.52927,0.42991,USD,
2,Iris House,"8, John Kennedy Street Off. 740B",Limassol,3106,Cyprus,357 2 5588767,https://www.frontlineplc.cy,Oil & Gas Midstream,Energy,"Frontline plc, a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2022, the company operated a fleet of 70 vessels. It is also involved in the charter, purchase, and sale of vessels. The company was founded in 1985 and is based in Limassol, Cyprus.",78,"{'maxAge': 1, 'name': 'Marios  Saveriades', 'title': 'Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,174.18,172.5,172.16,175.7,174.18,172.5,172.16,175.7,34.3,0.19690001,1694649600,0.51060003,0.266943,4.33657,5.728379,1440991,1440991,1125342,1196376,1196376,174.02,174.04,75700,173100,39106158592,107.1,205.5,20.34213,174.4408,160.3403,2.57,0.014754851,NOK,40559439872,0.42946,143108672,222623008,0.35786,0.45212,10.317,16.884752,1672444800,1703980800,1688083200,3.499,825593984,40.17,30.41,0.0,1:5,1454544000,21.098,39.863,OSL,EQUITY,FRO.OL,FRO.OL,FRONTLINE PLC,Frontline plc,946886400,Europe/Oslo,CEST,7200000,174.2,293.01,69.84,213.28,230.8,2.0,buy,9,519136000,2.332,1017478976,2298141952,1.676,1.92,1922422016,100.081,8.633,0.11394,0.39288,651998000,214801504,846748032,3.169,0.707,0.56104,0.52927,0.42991,USD,
