,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5100 Tamarind Reef,Christiansted,VI,00820,United States,704 275 9113,https://www.altisourceamc.com,Mortgage Finance,Mortgage Finance,Financial Services,Financial Services,AAMC has historically been an asset management company that provides portfolio management and corporate governance services to investment vehicles but given the sale and discontinuance of certain operations the Company is in the process of repositioning itself. Additional information is available at www.altisourceamc.com.,55,"{'maxAge': 1, 'name': 'Ms. Danya  Sawyer', 'age': 41, 'title': 'Interim Chief Exec. Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.88,6.69,6.6696,7.15,6.88,6.69,6.6696,7.15,0.0,1.631396,22060,22060,52537,28820,28820,6.36,7.2,1000,900,12264387,6.27,103.5,1.4457606,28.6136,48.15621,0.0,0.0,USD,190073376,-1.75728,695258,1764660,33796,37540,1690761600,1693440000,0.019199999,0.64658,0.052649997,0.37,0.048800003,1764660,-55.635,1672444800,1703980800,1688083200,-14907000,-8.17,22.406,-21.526,-0.61707985,0.14113986,ASE,EQUITY,AAMC,AAMC,Altisource Asset Management Cor,Altisource Asset Management Corporation,1647869400,America/New_York,EDT,7ffe821f-4ed8-32a8-90b3-18f6b5e23fb2,finmb_217487620,-14400000,6.95,none,10532000,5.968,-8830000,44129000,0.202,0.695,8483000,95.858,4.784,-0.06785,-0.26818,-26678750,-32713000,2.602,0.23587999,-1.04091,-1.06236,USD,
1,5100 Tamarind Reef,Christiansted,VI,00820,United States,704 275 9113,https://www.altisourceamc.com,Mortgage Finance,Mortgage Finance,Financial Services,Financial Services,AAMC has historically been an asset management company that provides portfolio management and corporate governance services to investment vehicles but given the sale and discontinuance of certain operations the Company is in the process of repositioning itself. Additional information is available at www.altisourceamc.com.,55,"{'maxAge': 1, 'name': 'Mr. Richard G. Rodick C.P.A.', 'age': 63, 'title': 'Chief Financial Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.88,6.69,6.6696,7.15,6.88,6.69,6.6696,7.15,0.0,1.631396,22060,22060,52537,28820,28820,6.36,7.2,1000,900,12264387,6.27,103.5,1.4457606,28.6136,48.15621,0.0,0.0,USD,190073376,-1.75728,695258,1764660,33796,37540,1690761600,1693440000,0.019199999,0.64658,0.052649997,0.37,0.048800003,1764660,-55.635,1672444800,1703980800,1688083200,-14907000,-8.17,22.406,-21.526,-0.61707985,0.14113986,ASE,EQUITY,AAMC,AAMC,Altisource Asset Management Cor,Altisource Asset Management Corporation,1647869400,America/New_York,EDT,7ffe821f-4ed8-32a8-90b3-18f6b5e23fb2,finmb_217487620,-14400000,6.95,none,10532000,5.968,-8830000,44129000,0.202,0.695,8483000,95.858,4.784,-0.06785,-0.26818,-26678750,-32713000,2.602,0.23587999,-1.04091,-1.06236,USD,
2,5100 Tamarind Reef,Christiansted,VI,00820,United States,704 275 9113,https://www.altisourceamc.com,Mortgage Finance,Mortgage Finance,Financial Services,Financial Services,AAMC has historically been an asset management company that provides portfolio management and corporate governance services to investment vehicles but given the sale and discontinuance of certain operations the Company is in the process of repositioning itself. Additional information is available at www.altisourceamc.com.,55,"{'maxAge': 1, 'name': 'Ms. Sarah  Maynard', 'title': 'Director of HR & Admin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.88,6.69,6.6696,7.15,6.88,6.69,6.6696,7.15,0.0,1.631396,22060,22060,52537,28820,28820,6.36,7.2,1000,900,12264387,6.27,103.5,1.4457606,28.6136,48.15621,0.0,0.0,USD,190073376,-1.75728,695258,1764660,33796,37540,1690761600,1693440000,0.019199999,0.64658,0.052649997,0.37,0.048800003,1764660,-55.635,1672444800,1703980800,1688083200,-14907000,-8.17,22.406,-21.526,-0.61707985,0.14113986,ASE,EQUITY,AAMC,AAMC,Altisource Asset Management Cor,Altisource Asset Management Corporation,1647869400,America/New_York,EDT,7ffe821f-4ed8-32a8-90b3-18f6b5e23fb2,finmb_217487620,-14400000,6.95,none,10532000,5.968,-8830000,44129000,0.202,0.695,8483000,95.858,4.784,-0.06785,-0.26818,-26678750,-32713000,2.602,0.23587999,-1.04091,-1.06236,USD,
3,5100 Tamarind Reef,Christiansted,VI,00820,United States,704 275 9113,https://www.altisourceamc.com,Mortgage Finance,Mortgage Finance,Financial Services,Financial Services,AAMC has historically been an asset management company that provides portfolio management and corporate governance services to investment vehicles but given the sale and discontinuance of certain operations the Company is in the process of repositioning itself. Additional information is available at www.altisourceamc.com.,55,"{'maxAge': 1, 'name': 'Ms. Thresa  Daftan', 'title': 'Sr. Mang. of Underwriting', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.88,6.69,6.6696,7.15,6.88,6.69,6.6696,7.15,0.0,1.631396,22060,22060,52537,28820,28820,6.36,7.2,1000,900,12264387,6.27,103.5,1.4457606,28.6136,48.15621,0.0,0.0,USD,190073376,-1.75728,695258,1764660,33796,37540,1690761600,1693440000,0.019199999,0.64658,0.052649997,0.37,0.048800003,1764660,-55.635,1672444800,1703980800,1688083200,-14907000,-8.17,22.406,-21.526,-0.61707985,0.14113986,ASE,EQUITY,AAMC,AAMC,Altisource Asset Management Cor,Altisource Asset Management Corporation,1647869400,America/New_York,EDT,7ffe821f-4ed8-32a8-90b3-18f6b5e23fb2,finmb_217487620,-14400000,6.95,none,10532000,5.968,-8830000,44129000,0.202,0.695,8483000,95.858,4.784,-0.06785,-0.26818,-26678750,-32713000,2.602,0.23587999,-1.04091,-1.06236,USD,
