,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Via Zara, 28",Rome,RM,00198,Italy,39 06 81 15 80 00,https://www.nextresiiq.it,Real Estate—Development,Real Estate,"Next Re SIIQ S.p.A. operates as a real estate investment company in Italy. It manages a portfolio of office, hotel, and commercial properties. The company was formerly known as Nova Re SIIQ S.p.A. and changed its name to Next Re SIIQ S.p.A. in November 2021. Next Re SIIQ S.p.A. was incorporated in 1977 and is headquartered in Rome, Italy.",7,"{'maxAge': 1, 'name': 'Giovanni  Naccarato', 'title': 'Director & CEO', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.38,3.3,3.22,3.38,3.38,3.3,3.22,3.38,1558310400,0.0,0.203828,169.00002,10005,10005,1155,1285,1285,3.22,3.34,0,0,77833632,3.06,3.71,10.748425,3.352,3.38695,0.0,0.0,EUR,125186672,0.04855,1952657,10974800,0.8485,0.0,3.908,0.86489254,1672444800,1703980800,1672444800,351567,0.02,1:30,1526860800,17.288,161.669,MIL,EQUITY,NR.MI,NR.MI,NEXT RE,Next Re SIIQ S.p.A.,946886400,Europe/Rome,CEST,7200000,3.38,none,15602090,0.71,774338,68231976,3.573,3.731,7241399,79.418,0.329,0.0023,0.0041,1182769,187152,0.527,0.8019,0.106929995,0.07934,EUR,
1,"Via Zara, 28",Rome,RM,00198,Italy,39 06 81 15 80 00,https://www.nextresiiq.it,Real Estate—Development,Real Estate,"Next Re SIIQ S.p.A. operates as a real estate investment company in Italy. It manages a portfolio of office, hotel, and commercial properties. The company was formerly known as Nova Re SIIQ S.p.A. and changed its name to Next Re SIIQ S.p.A. in November 2021. Next Re SIIQ S.p.A. was incorporated in 1977 and is headquartered in Rome, Italy.",7,"{'maxAge': 1, 'name': 'Dr. Francesca  Rossi', 'title': 'Sr. Exec. & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.38,3.3,3.22,3.38,3.38,3.3,3.22,3.38,1558310400,0.0,0.203828,169.00002,10005,10005,1155,1285,1285,3.22,3.34,0,0,77833632,3.06,3.71,10.748425,3.352,3.38695,0.0,0.0,EUR,125186672,0.04855,1952657,10974800,0.8485,0.0,3.908,0.86489254,1672444800,1703980800,1672444800,351567,0.02,1:30,1526860800,17.288,161.669,MIL,EQUITY,NR.MI,NR.MI,NEXT RE,Next Re SIIQ S.p.A.,946886400,Europe/Rome,CEST,7200000,3.38,none,15602090,0.71,774338,68231976,3.573,3.731,7241399,79.418,0.329,0.0023,0.0041,1182769,187152,0.527,0.8019,0.106929995,0.07934,EUR,
