,address1,city,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Benjamin M. Smith', 'age': 51, 'title': 'CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 2235149, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
1,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Steven  Zaat', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
2,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Eric  Schramm', 'age': 63, 'title': 'Exec. VP of Operations and Accountable Mang.', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
3,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Olivier  Gall', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
4,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Ms. Constance  Thio', 'age': 51, 'title': 'Exec. VP of HR & Sustainability', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
5,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Jean-Christophe  Lalanne', 'age': 60, 'title': 'Exec. VP of Information Technology', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
6,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Henri  de Peyrelongue', 'age': 56, 'title': 'Exec. VP of Commercial Sales', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
7,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Henri  Hourcade', 'title': 'Sr. VP of Caribbean & Indian Ocean, Central and South America', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
8,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Mr. Barry Ter Voert', 'title': 'Sr. VP of Europe', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
9,7 rue du Cirque,Paris,75008,France,33 1 43 17 20 20,https://www.airfranceklm.com,Airlines,Airlines,Industrials,Industrials,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aeronautical maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through three segments: Airframe maintenance, Engine Maintenance, and Component Support. It offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",74580,"{'maxAge': 1, 'name': 'Ms. Anne  Brachet', 'age': 58, 'title': 'Exec. VP of Engineering & Maintenance', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.898,13.0,12.56,13.046,12.898,13.0,12.56,13.046,1215993600,0.0,1.746621,1.6422827,3.181407,2480614,2480614,1193254,1362827,1362827,0.0,0.0,0,0,3344122880,11.84,18.62,0.11454829,14.43472,15.45763,0.0,0.0,EUR,9955282944,0.04165,113895747,256975008,264107008,-14.864,1672444800,1703980800,1688083200,0.864,1060000000,7.71,3.98,0.09,1:10,1693440000,0.341,3.427,-0.07979649,0.14113986,0.292522,1215993600,PAR,EQUITY,AF.PA,AF.PA,AIR FRANCE -KLM,Air France-KLM SA,946886400,Europe/Paris,CEST,aa3ee035-6aff-395d-9191-ab6af009bb1b,finmb_4463198,7200000,12.662,26.0,11.1,20.2,19.5,2.6,hold,17,6790000128,26.427,2904999936,12952000512,0.541,0.676,29194000384,113.305,0.026349999,5182000000,2828800000,4116000000,-0.267,0.137,0.20436001,0.09951,0.04843,EUR,
