,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1200 North Federal Highway,Suite 200-A,Boca Raton,FL,33432,United States,561 210 8535,https://www.pugettechnologies.com,Shell Companies,Financial Services,"Puget Technologies, Inc. does not have significant operations. Previously, it was engaged in the development and sale of personal 3D printers. The company was incorporated in 2010 and is based in Boca Raton, Florida. Puget Technologies, Inc. is a subsidiary of Qest Consulting Group, Inc.",2,"{'maxAge': 1, 'name': 'Mr. Hermann  Burckhardt', 'age': 71, 'title': 'CEO & Chairman', 'yearBorn': 1951, 'fiscalYear': 2020, 'totalPay': 180000, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.0002,1e-06,1e-06,0.0002,0.0002,1e-06,1e-06,0.0002,0.0,-14.294951,431444,431444,510945,490148,490148,949146,1e-06,0.0002,0.0001462,0.00012555,0.0,0.0,USD,952598,0.0,4308693946,4745730048,0.0,0.00017999999,-0.0,1604102400,1635638400,1627689600,-1732046,-0.0,50:1,1374624000,PNK,EQUITY,PUGE,PUGE,PUGET TECHNOLOGIES INC,"Puget Technologies, Inc.",1367242200,America/New_York,EDT,-14400000,0.0002,none,49,0.0,0,0.0,0.0,-165992,0.0,0.0,0.0,USD,
1,1200 North Federal Highway,Suite 200-A,Boca Raton,FL,33432,United States,561 210 8535,https://www.pugettechnologies.com,Shell Companies,Financial Services,"Puget Technologies, Inc. does not have significant operations. Previously, it was engaged in the development and sale of personal 3D printers. The company was incorporated in 2010 and is based in Boca Raton, Florida. Puget Technologies, Inc. is a subsidiary of Qest Consulting Group, Inc.",2,"{'maxAge': 1, 'name': 'Mr. Thomas M. Jaspers', 'age': 68, 'title': 'VP, CFO, Treasurer, Interim Sec. & Director', 'yearBorn': 1954, 'fiscalYear': 2020, 'totalPay': 180000, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.0002,1e-06,1e-06,0.0002,0.0002,1e-06,1e-06,0.0002,0.0,-14.294951,431444,431444,510945,490148,490148,949146,1e-06,0.0002,0.0001462,0.00012555,0.0,0.0,USD,952598,0.0,4308693946,4745730048,0.0,0.00017999999,-0.0,1604102400,1635638400,1627689600,-1732046,-0.0,50:1,1374624000,PNK,EQUITY,PUGE,PUGE,PUGET TECHNOLOGIES INC,"Puget Technologies, Inc.",1367242200,America/New_York,EDT,-14400000,0.0002,none,49,0.0,0,0.0,0.0,-165992,0.0,0.0,0.0,USD,
2,1200 North Federal Highway,Suite 200-A,Boca Raton,FL,33432,United States,561 210 8535,https://www.pugettechnologies.com,Shell Companies,Financial Services,"Puget Technologies, Inc. does not have significant operations. Previously, it was engaged in the development and sale of personal 3D printers. The company was incorporated in 2010 and is based in Boca Raton, Florida. Puget Technologies, Inc. is a subsidiary of Qest Consulting Group, Inc.",2,"{'maxAge': 1, 'name': 'Mr. Victor German Quintero Toro', 'age': 41, 'title': 'Chief Technologies Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.0002,1e-06,1e-06,0.0002,0.0002,1e-06,1e-06,0.0002,0.0,-14.294951,431444,431444,510945,490148,490148,949146,1e-06,0.0002,0.0001462,0.00012555,0.0,0.0,USD,952598,0.0,4308693946,4745730048,0.0,0.00017999999,-0.0,1604102400,1635638400,1627689600,-1732046,-0.0,50:1,1374624000,PNK,EQUITY,PUGE,PUGE,PUGET TECHNOLOGIES INC,"Puget Technologies, Inc.",1367242200,America/New_York,EDT,-14400000,0.0002,none,49,0.0,0,0.0,0.0,-165992,0.0,0.0,0.0,USD,
