,address1,city,state,zip,country,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,696 Warden Avenue,Toronto,ON,M1L 4W4,Canada,Gold,Basic Materials,"Jubilee Gold Exploration Ltd. engages in the exploration of mineral resource properties. It holds net smelter royalties in various properties located in New Brunswick, Ontario, and Quebec, Canada. Jubilee Gold Exploration Ltd. was incorporated in 2013 and is based in Toronto, Canada. Jubilee Gold Exploration Ltd. is a subsidiary of Direct Business Services Ltd.","{'maxAge': 1, 'name': 'Mr. Warren  Becker', 'title': 'Interim CEO & Director', 'fiscalYear': 2022, 'totalPay': 735, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.6481,0.593,0.6481,0.6481,0.6481,0.593,0.6481,0.6481,0.0,0.602674,500,500,0,0,0,5125946,0.6481,0.6481,14.932042,0.6481,0.6481,0.0,0.0,USD,-682916,2.55077,367402,7767490,0.92947996,0.0,0.759,0.8538867,1672444800,1703980800,1688083200,875641,-0.22,-1.989,-8.909,PNK,EQUITY,JBULF,JBULF,JUBILEE GOLD EXPLORATION LTD,Jubilee Gold Exploration Ltd.,1582036200,America/New_York,EDT,-14400000,0.6481,none,5909955,0.761,76658,192926,19.044,19.061,343285,3.274,0.043,0.00685,0.16053,9294,-141361,0.118,1.0,0.22331,0.18576,CAD,
1,696 Warden Avenue,Toronto,ON,M1L 4W4,Canada,Gold,Basic Materials,"Jubilee Gold Exploration Ltd. engages in the exploration of mineral resource properties. It holds net smelter royalties in various properties located in New Brunswick, Ontario, and Quebec, Canada. Jubilee Gold Exploration Ltd. was incorporated in 2013 and is based in Toronto, Canada. Jubilee Gold Exploration Ltd. is a subsidiary of Direct Business Services Ltd.","{'maxAge': 1, 'name': 'Mr. Jeffrey Jonathan Becker BA, L.L.B., LLB', 'title': 'Corp. Sec., Pres & Director', 'fiscalYear': 2022, 'totalPay': 736, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.6481,0.593,0.6481,0.6481,0.6481,0.593,0.6481,0.6481,0.0,0.602674,500,500,0,0,0,5125946,0.6481,0.6481,14.932042,0.6481,0.6481,0.0,0.0,USD,-682916,2.55077,367402,7767490,0.92947996,0.0,0.759,0.8538867,1672444800,1703980800,1688083200,875641,-0.22,-1.989,-8.909,PNK,EQUITY,JBULF,JBULF,JUBILEE GOLD EXPLORATION LTD,Jubilee Gold Exploration Ltd.,1582036200,America/New_York,EDT,-14400000,0.6481,none,5909955,0.761,76658,192926,19.044,19.061,343285,3.274,0.043,0.00685,0.16053,9294,-141361,0.118,1.0,0.22331,0.18576,CAD,
2,696 Warden Avenue,Toronto,ON,M1L 4W4,Canada,Gold,Basic Materials,"Jubilee Gold Exploration Ltd. engages in the exploration of mineral resource properties. It holds net smelter royalties in various properties located in New Brunswick, Ontario, and Quebec, Canada. Jubilee Gold Exploration Ltd. was incorporated in 2013 and is based in Toronto, Canada. Jubilee Gold Exploration Ltd. is a subsidiary of Direct Business Services Ltd.","{'maxAge': 1, 'name': 'Mr. Keith  Li CPA', 'age': 42, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 33090, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.6481,0.593,0.6481,0.6481,0.6481,0.593,0.6481,0.6481,0.0,0.602674,500,500,0,0,0,5125946,0.6481,0.6481,14.932042,0.6481,0.6481,0.0,0.0,USD,-682916,2.55077,367402,7767490,0.92947996,0.0,0.759,0.8538867,1672444800,1703980800,1688083200,875641,-0.22,-1.989,-8.909,PNK,EQUITY,JBULF,JBULF,JUBILEE GOLD EXPLORATION LTD,Jubilee Gold Exploration Ltd.,1582036200,America/New_York,EDT,-14400000,0.6481,none,5909955,0.761,76658,192926,19.044,19.061,343285,3.274,0.043,0.00685,0.16053,9294,-141361,0.118,1.0,0.22331,0.18576,CAD,
