,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Mr. Robert Christopher Ashton M.A.I.C.D., M.B.A.', 'title': 'MD, CEO & Director', 'fiscalYear': 2023, 'totalPay': 5651000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
1,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': ""Mr. Tiernan Patrick O'Rourke B.Com., BComm, F.C.A., M.B.A., MBA"", 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 2457000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
2,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Mr. Mark  Trueman', 'title': 'Group Pres of Americas', 'fiscalYear': 2023, 'totalPay': 2388000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
3,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Ms. Karen  Sobel', 'title': 'Exec. Officer', 'fiscalYear': 2023, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
4,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Mr. Mark  Brantley', 'title': 'Group Pres of EMEA & APAC', 'fiscalYear': 2023, 'totalPay': 2450000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
5,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Ms. Geeta  Thakorlal', 'title': 'Exec. Group Director of Information & Digital Delivery', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
6,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Verena  Preston', 'title': 'Group Director Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
7,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Mr. Lawrence S. Kalban', 'title': 'Group Gen. Counsel of Legal', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
8,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Ms. Vikki  Pink', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
9,141 Walker Street,Level 17,North Sydney,NSW,2060,Australia,61 2 8923 6866,61 2 8923 6877,https://www.worley.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,Energy,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, supply chain management, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. The company was incorporated in 2001 and is headquartered in North Sydney, Australia.",48223,"{'maxAge': 1, 'name': 'Mr. Anthony  Frencham', 'title': 'Group Managing Director of Power & New Energy', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,3,7,5,1693526400,1703980800,86400,2,17.08,17.4,17.2,17.4,17.08,17.4,17.2,17.4,0.5,0.029000001,1693267200,7.1429,3.46,1.672672,246.2857,18.945055,1534808,1534808,1259560,1398784,1398784,17.08,17.48,0,0,9068015616,12.27,18.13,0.80063707,17.0718,15.79905,0.5,0.029274005,AUD,10885015552,0.00327,364971828,525987008,0.30465,0.21806,525987008,10.66,1.6172608,1688083200,1719705600,1688083200,0.462,37000000,0.07,0.91,1.55,0.961,15.506,0.2510885,0.14113986,0.25,1693267200,ASX,EQUITY,WOR.AX,WOR.AX,WORLEY FPO,Worley Limited,1038438000,Australia/Sydney,AEST,b1c238f9-bce6-3278-9b32-fc9ba9bbcf95,finmb_7072263,36000000,17.24,20.5,11.43,17.84,18.9,2.3,buy,9,425000000,0.808,702000000,2248000000,1.139,1.299,11326000128,40.136,21.548,0.033469997,0.00815,724000000,395875008,260000000,0.454,0.178,0.06392,0.061979998,0.049439996,AUD,
