,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4 Whipple Street,Balcatta,WA,6021,Australia,61 8 9441 2311,61 8 9441 2345,https://orbitaluav.com,Aerospace & Defense,Industrials,"Orbital Corporation Limited provides integrated propulsion systems and flight critical components for tactical uncrewed aerial vehicles in Australia and the United States. It also provides modular propulsion solution, design and development, machining and prototyping, product integration, testing and validation, manufacturing and production, and servicing and support services. The company was formerly known as Orbital Engine Corporation Limited and changed its name to Orbital Corporation Limited in October 2004. Orbital Corporation Limited was incorporated in 1988 and is headquartered in Balcatta, Australia.","{'maxAge': 1, 'name': 'Mr. Todd Mathew Alder A.C.I.S., ACIS, BEc (Acc), C.P.A., CPA', 'title': 'MD, CEO & Exec. Director', 'fiscalYear': 2022, 'totalPay': 417727, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.759384,Infinity,6.25,6910,6910,56997,47270,47270,0.12,0.125,0,0,14654375,0.12,0.29,0.8735321,0.1462,0.1607375,0.0,0.0,AUD,17242412,0.00119,101444881,117235000,0.14779,0.49273998,0.059,2.118644,1688083200,1719705600,1688083200,20000,0.0,0.02,1:10,1288569600,1.028,-4.305,ASX,EQUITY,OEC.AX,OEC.AX,ORBITAL FPO,Orbital Corporation Limited,570668400,Australia/Sydney,AEST,36000000,0.125,3.0,hold,3043000,0.026,-4005000,5631000,0.562,1.183,16776000,81.162,0.161,-0.1565,0.00438,7981000,-2764125,-2748000,-0.41,0.47574002,-0.23873,-0.31754,AUD,
1,4 Whipple Street,Balcatta,WA,6021,Australia,61 8 9441 2311,61 8 9441 2345,https://orbitaluav.com,Aerospace & Defense,Industrials,"Orbital Corporation Limited provides integrated propulsion systems and flight critical components for tactical uncrewed aerial vehicles in Australia and the United States. It also provides modular propulsion solution, design and development, machining and prototyping, product integration, testing and validation, manufacturing and production, and servicing and support services. The company was formerly known as Orbital Engine Corporation Limited and changed its name to Orbital Corporation Limited in October 2004. Orbital Corporation Limited was incorporated in 1988 and is headquartered in Balcatta, Australia.","{'maxAge': 1, 'name': 'Mr. Mikael  Bergman', 'title': 'Chief Technical Officer', 'fiscalYear': 2022, 'totalPay': 207210, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.759384,Infinity,6.25,6910,6910,56997,47270,47270,0.12,0.125,0,0,14654375,0.12,0.29,0.8735321,0.1462,0.1607375,0.0,0.0,AUD,17242412,0.00119,101444881,117235000,0.14779,0.49273998,0.059,2.118644,1688083200,1719705600,1688083200,20000,0.0,0.02,1:10,1288569600,1.028,-4.305,ASX,EQUITY,OEC.AX,OEC.AX,ORBITAL FPO,Orbital Corporation Limited,570668400,Australia/Sydney,AEST,36000000,0.125,3.0,hold,3043000,0.026,-4005000,5631000,0.562,1.183,16776000,81.162,0.161,-0.1565,0.00438,7981000,-2764125,-2748000,-0.41,0.47574002,-0.23873,-0.31754,AUD,
2,4 Whipple Street,Balcatta,WA,6021,Australia,61 8 9441 2311,61 8 9441 2345,https://orbitaluav.com,Aerospace & Defense,Industrials,"Orbital Corporation Limited provides integrated propulsion systems and flight critical components for tactical uncrewed aerial vehicles in Australia and the United States. It also provides modular propulsion solution, design and development, machining and prototyping, product integration, testing and validation, manufacturing and production, and servicing and support services. The company was formerly known as Orbital Engine Corporation Limited and changed its name to Orbital Corporation Limited in October 2004. Orbital Corporation Limited was incorporated in 1988 and is headquartered in Balcatta, Australia.","{'maxAge': 1, 'name': 'Mr. Thomas  Spencer C.P.A., M.A.I.C.D.', 'title': 'CFO & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.759384,Infinity,6.25,6910,6910,56997,47270,47270,0.12,0.125,0,0,14654375,0.12,0.29,0.8735321,0.1462,0.1607375,0.0,0.0,AUD,17242412,0.00119,101444881,117235000,0.14779,0.49273998,0.059,2.118644,1688083200,1719705600,1688083200,20000,0.0,0.02,1:10,1288569600,1.028,-4.305,ASX,EQUITY,OEC.AX,OEC.AX,ORBITAL FPO,Orbital Corporation Limited,570668400,Australia/Sydney,AEST,36000000,0.125,3.0,hold,3043000,0.026,-4005000,5631000,0.562,1.183,16776000,81.162,0.161,-0.1565,0.00438,7981000,-2764125,-2748000,-0.41,0.47574002,-0.23873,-0.31754,AUD,
3,4 Whipple Street,Balcatta,WA,6021,Australia,61 8 9441 2311,61 8 9441 2345,https://orbitaluav.com,Aerospace & Defense,Industrials,"Orbital Corporation Limited provides integrated propulsion systems and flight critical components for tactical uncrewed aerial vehicles in Australia and the United States. It also provides modular propulsion solution, design and development, machining and prototyping, product integration, testing and validation, manufacturing and production, and servicing and support services. The company was formerly known as Orbital Engine Corporation Limited and changed its name to Orbital Corporation Limited in October 2004. Orbital Corporation Limited was incorporated in 1988 and is headquartered in Balcatta, Australia.","{'maxAge': 1, 'name': 'Ian  Donabie', 'title': 'Communications Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.759384,Infinity,6.25,6910,6910,56997,47270,47270,0.12,0.125,0,0,14654375,0.12,0.29,0.8735321,0.1462,0.1607375,0.0,0.0,AUD,17242412,0.00119,101444881,117235000,0.14779,0.49273998,0.059,2.118644,1688083200,1719705600,1688083200,20000,0.0,0.02,1:10,1288569600,1.028,-4.305,ASX,EQUITY,OEC.AX,OEC.AX,ORBITAL FPO,Orbital Corporation Limited,570668400,Australia/Sydney,AEST,36000000,0.125,3.0,hold,3043000,0.026,-4005000,5631000,0.562,1.183,16776000,81.162,0.161,-0.1565,0.00438,7981000,-2764125,-2748000,-0.41,0.47574002,-0.23873,-0.31754,AUD,
