,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,604 484 7855,604 484 7155,https://vendettaminingcorp.com,Other Industrial Metals & Mining,Basic Materials,"Vendetta Mining Corp., a junior exploration company, acquires, explores for, and develops mineral properties in Australia. It explores for lead, zinc, and silver deposits. The company holds a 100% interest in the Pegmont lead-zinc-silver deposit consists of three granted mining leases and 1 exploration permit covering an area of approximately 8,290 hectares located in northwest Queensland, Australia. It also has an option agreement to acquire 100% interest in the Killer Bore exploration concession located in Queensland, Australia. The company was formerly known as Azincourt Resources Inc. and changed its name to Vendetta Mining Corp. in July 2010. Vendetta Mining Corp. was incorporated in 2009 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Michael Jeffrey Williams', 'age': 59, 'title': 'Pres, CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 116012, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.03,0.03,0.03,0.035,0.03,0.03,0.03,0.0,0.962327,1500,1500,75504,103380,103380,0.03,0.035,0,0,9695670,0.03,0.08,0.0363,0.05095,0.0,0.0,CAD,9479126,0.0,246228047,323188992,258,10,1690761600,1693440000,0.0,0.25572002,0.01074,0.0,0.018,1.6666667,1685491200,1717113600,1685491200,-2435765,-0.01,-4.003,VAN,EQUITY,VTT.V,VTT.V,VENDETTA MINING CORP,Vendetta Mining Corp.,1343914200,America/Toronto,EDT,-14400000,0.03,none,285607,0.001,-2367789,69061,0.608,0.668,1.175,-0.21033001,-0.3721,-1379796,-2330221,0.0,0.0,0.0,CAD,
1,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,604 484 7855,604 484 7155,https://vendettaminingcorp.com,Other Industrial Metals & Mining,Basic Materials,"Vendetta Mining Corp., a junior exploration company, acquires, explores for, and develops mineral properties in Australia. It explores for lead, zinc, and silver deposits. The company holds a 100% interest in the Pegmont lead-zinc-silver deposit consists of three granted mining leases and 1 exploration permit covering an area of approximately 8,290 hectares located in northwest Queensland, Australia. It also has an option agreement to acquire 100% interest in the Killer Bore exploration concession located in Queensland, Australia. The company was formerly known as Azincourt Resources Inc. and changed its name to Vendetta Mining Corp. in July 2010. Vendetta Mining Corp. was incorporated in 2009 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Alastair  Brownlow B.A., C.A., CPA', 'age': 36, 'title': 'Chief Financial Officer', 'yearBorn': 1986, 'fiscalYear': 2022, 'totalPay': 30000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.03,0.03,0.03,0.035,0.03,0.03,0.03,0.0,0.962327,1500,1500,75504,103380,103380,0.03,0.035,0,0,9695670,0.03,0.08,0.0363,0.05095,0.0,0.0,CAD,9479126,0.0,246228047,323188992,258,10,1690761600,1693440000,0.0,0.25572002,0.01074,0.0,0.018,1.6666667,1685491200,1717113600,1685491200,-2435765,-0.01,-4.003,VAN,EQUITY,VTT.V,VTT.V,VENDETTA MINING CORP,Vendetta Mining Corp.,1343914200,America/Toronto,EDT,-14400000,0.03,none,285607,0.001,-2367789,69061,0.608,0.668,1.175,-0.21033001,-0.3721,-1379796,-2330221,0.0,0.0,0.0,CAD,
2,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,604 484 7855,604 484 7155,https://vendettaminingcorp.com,Other Industrial Metals & Mining,Basic Materials,"Vendetta Mining Corp., a junior exploration company, acquires, explores for, and develops mineral properties in Australia. It explores for lead, zinc, and silver deposits. The company holds a 100% interest in the Pegmont lead-zinc-silver deposit consists of three granted mining leases and 1 exploration permit covering an area of approximately 8,290 hectares located in northwest Queensland, Australia. It also has an option agreement to acquire 100% interest in the Killer Bore exploration concession located in Queensland, Australia. The company was formerly known as Azincourt Resources Inc. and changed its name to Vendetta Mining Corp. in July 2010. Vendetta Mining Corp. was incorporated in 2009 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Sheryl  Elsdon', 'age': 44, 'title': 'Corp. Sec.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.03,0.03,0.03,0.035,0.03,0.03,0.03,0.0,0.962327,1500,1500,75504,103380,103380,0.03,0.035,0,0,9695670,0.03,0.08,0.0363,0.05095,0.0,0.0,CAD,9479126,0.0,246228047,323188992,258,10,1690761600,1693440000,0.0,0.25572002,0.01074,0.0,0.018,1.6666667,1685491200,1717113600,1685491200,-2435765,-0.01,-4.003,VAN,EQUITY,VTT.V,VTT.V,VENDETTA MINING CORP,Vendetta Mining Corp.,1343914200,America/Toronto,EDT,-14400000,0.03,none,285607,0.001,-2367789,69061,0.608,0.668,1.175,-0.21033001,-0.3721,-1379796,-2330221,0.0,0.0,0.0,CAD,
