,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,283 Rokeby Road,Subiaco,WA,6008,Australia,61 8 6315 3500,61 8 8481 1947,https://www.kinetiko.com.au,Oil & Gas E&P,Energy,"Kinetiko Energy Limited explores for gas and coal bed methane. Its flagship property is the Amersfoort project located in South Africa. The company was incorporated in 2010 and is based in Subiaco, Australia.","{'maxAge': 1, 'name': 'Mr. Adam James Sierakowski-Dutton LLB', 'age': 52, 'title': 'Exec. Chairman', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 195745, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.879504,158464,158464,346480,517829,517829,0.1,0.11,85278600,0.08,0.16,23479.791,0.09792,0.094485,0.0,0.0,AUD,78111288,0.0,426575246,852785984,0.60444,0.0,0.02,5.0,1656547200,1688083200,1672444800,-5168839,-0.01,21506.41,-26.399,ASX,EQUITY,KKO.AX,KKO.AX,KINETIKO FPO,Kinetiko Energy Limited,1311206400,Australia/Sydney,AEST,36000000,0.1,none,7377852,0.009,-2958925,0,12.778,12.873,3632,0.0,-0.15379,-0.44942,-2431148,-2481677,-3400987,4.659,0.0,0.0,-824.31335,AUD,
1,283 Rokeby Road,Subiaco,WA,6008,Australia,61 8 6315 3500,61 8 8481 1947,https://www.kinetiko.com.au,Oil & Gas E&P,Energy,"Kinetiko Energy Limited explores for gas and coal bed methane. Its flagship property is the Amersfoort project located in South Africa. The company was incorporated in 2010 and is based in Subiaco, Australia.","{'maxAge': 1, 'name': 'Mr. Nicholas de Blocq Van Scheltinga', 'title': 'Chief Exec. Officer', 'fiscalYear': 2022, 'totalPay': 271256, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.879504,158464,158464,346480,517829,517829,0.1,0.11,85278600,0.08,0.16,23479.791,0.09792,0.094485,0.0,0.0,AUD,78111288,0.0,426575246,852785984,0.60444,0.0,0.02,5.0,1656547200,1688083200,1672444800,-5168839,-0.01,21506.41,-26.399,ASX,EQUITY,KKO.AX,KKO.AX,KINETIKO FPO,Kinetiko Energy Limited,1311206400,Australia/Sydney,AEST,36000000,0.1,none,7377852,0.009,-2958925,0,12.778,12.873,3632,0.0,-0.15379,-0.44942,-2431148,-2481677,-3400987,4.659,0.0,0.0,-824.31335,AUD,
2,283 Rokeby Road,Subiaco,WA,6008,Australia,61 8 6315 3500,61 8 8481 1947,https://www.kinetiko.com.au,Oil & Gas E&P,Energy,"Kinetiko Energy Limited explores for gas and coal bed methane. Its flagship property is the Amersfoort project located in South Africa. The company was incorporated in 2010 and is based in Subiaco, Australia.","{'maxAge': 1, 'name': 'Mr. Agapitos Marcus Geoffrey Michael B.A., BA UWA', 'title': 'Co-MD & Non-Exec. Director', 'fiscalYear': 2022, 'totalPay': 65845, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.879504,158464,158464,346480,517829,517829,0.1,0.11,85278600,0.08,0.16,23479.791,0.09792,0.094485,0.0,0.0,AUD,78111288,0.0,426575246,852785984,0.60444,0.0,0.02,5.0,1656547200,1688083200,1672444800,-5168839,-0.01,21506.41,-26.399,ASX,EQUITY,KKO.AX,KKO.AX,KINETIKO FPO,Kinetiko Energy Limited,1311206400,Australia/Sydney,AEST,36000000,0.1,none,7377852,0.009,-2958925,0,12.778,12.873,3632,0.0,-0.15379,-0.44942,-2431148,-2481677,-3400987,4.659,0.0,0.0,-824.31335,AUD,
3,283 Rokeby Road,Subiaco,WA,6008,Australia,61 8 6315 3500,61 8 8481 1947,https://www.kinetiko.com.au,Oil & Gas E&P,Energy,"Kinetiko Energy Limited explores for gas and coal bed methane. Its flagship property is the Amersfoort project located in South Africa. The company was incorporated in 2010 and is based in Subiaco, Australia.","{'maxAge': 1, 'name': 'Mr. Simon  Whybrow ACIS, B.Bus, CPA', 'title': 'Company Sec.', 'fiscalYear': 2022, 'totalPay': 862752, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.879504,158464,158464,346480,517829,517829,0.1,0.11,85278600,0.08,0.16,23479.791,0.09792,0.094485,0.0,0.0,AUD,78111288,0.0,426575246,852785984,0.60444,0.0,0.02,5.0,1656547200,1688083200,1672444800,-5168839,-0.01,21506.41,-26.399,ASX,EQUITY,KKO.AX,KKO.AX,KINETIKO FPO,Kinetiko Energy Limited,1311206400,Australia/Sydney,AEST,36000000,0.1,none,7377852,0.009,-2958925,0,12.778,12.873,3632,0.0,-0.15379,-0.44942,-2431148,-2481677,-3400987,4.659,0.0,0.0,-824.31335,AUD,
