,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7 Rue du Gabian,Monaco,98000,Monaco,377 93 25 09 40,377 93 25 09 42,https://www.costamare.com,Marine Shipping,Industrials,"Costamare Inc. engages in owning and chartering containerships and dry bulk vessels that are chartered to liner companies providing transportation of cargoes worldwide. As of March 21, 2023, it had a fleet of fleet of 71 containerships and 45 dry bulk vessels. The company was founded in 1974 and is based in Monaco.",2700,"{'maxAge': 1, 'name': 'Mr. Konstantinos V. Konstantakopoulos', 'age': 53, 'title': 'Chairman & CEO', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.2999,25.4571,25.35,25.4571,25.2999,25.4571,25.35,25.4571,2.19,0.0865,1689206400,8.84,1.470954,6.8218513,761,761,3254,2716,2716,25.35,25.6,1400,1000,599000256,23.85,26.77,0.51148033,25.17915,25.23301,0.46,0.01818189,USD,4937862656,0.45272,38663237,111431000,195,2094,1690761600,1693440000,0.0,0.0,0.07,19.186,1.321276,1672444800,1703980800,1688083200,-0.417,499118016,3.716,4.216,8.496,NYQ,EQUITY,CMRE-PD,CMRE-PD,Costamare Inc. 8.75% Series D C,Costamare Inc.,1431005400,America/New_York,EDT,-14400000,25.35,none,904921024,7.54,581193984,2760843008,1.471,1.682,1171111040,117.875,9.589,0.05155,0.24983999,766655000,382952640,369808992,-0.438,0.263,0.55998003,0.49627,0.35452998,USD,
1,7 Rue du Gabian,Monaco,98000,Monaco,377 93 25 09 40,377 93 25 09 42,https://www.costamare.com,Marine Shipping,Industrials,"Costamare Inc. engages in owning and chartering containerships and dry bulk vessels that are chartered to liner companies providing transportation of cargoes worldwide. As of March 21, 2023, it had a fleet of fleet of 71 containerships and 45 dry bulk vessels. The company was founded in 1974 and is based in Monaco.",2700,"{'maxAge': 1, 'name': 'Mr. Gregory G. Zikos', 'age': 53, 'title': 'CFO & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.2999,25.4571,25.35,25.4571,25.2999,25.4571,25.35,25.4571,2.19,0.0865,1689206400,8.84,1.470954,6.8218513,761,761,3254,2716,2716,25.35,25.6,1400,1000,599000256,23.85,26.77,0.51148033,25.17915,25.23301,0.46,0.01818189,USD,4937862656,0.45272,38663237,111431000,195,2094,1690761600,1693440000,0.0,0.0,0.07,19.186,1.321276,1672444800,1703980800,1688083200,-0.417,499118016,3.716,4.216,8.496,NYQ,EQUITY,CMRE-PD,CMRE-PD,Costamare Inc. 8.75% Series D C,Costamare Inc.,1431005400,America/New_York,EDT,-14400000,25.35,none,904921024,7.54,581193984,2760843008,1.471,1.682,1171111040,117.875,9.589,0.05155,0.24983999,766655000,382952640,369808992,-0.438,0.263,0.55998003,0.49627,0.35452998,USD,
2,7 Rue du Gabian,Monaco,98000,Monaco,377 93 25 09 40,377 93 25 09 42,https://www.costamare.com,Marine Shipping,Industrials,"Costamare Inc. engages in owning and chartering containerships and dry bulk vessels that are chartered to liner companies providing transportation of cargoes worldwide. As of March 21, 2023, it had a fleet of fleet of 71 containerships and 45 dry bulk vessels. The company was founded in 1974 and is based in Monaco.",2700,"{'maxAge': 1, 'name': 'Mr. Anastasios  Gabrielides', 'age': 57, 'title': 'Gen. Counsel & Sec.', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.2999,25.4571,25.35,25.4571,25.2999,25.4571,25.35,25.4571,2.19,0.0865,1689206400,8.84,1.470954,6.8218513,761,761,3254,2716,2716,25.35,25.6,1400,1000,599000256,23.85,26.77,0.51148033,25.17915,25.23301,0.46,0.01818189,USD,4937862656,0.45272,38663237,111431000,195,2094,1690761600,1693440000,0.0,0.0,0.07,19.186,1.321276,1672444800,1703980800,1688083200,-0.417,499118016,3.716,4.216,8.496,NYQ,EQUITY,CMRE-PD,CMRE-PD,Costamare Inc. 8.75% Series D C,Costamare Inc.,1431005400,America/New_York,EDT,-14400000,25.35,none,904921024,7.54,581193984,2760843008,1.471,1.682,1171111040,117.875,9.589,0.05155,0.24983999,766655000,382952640,369808992,-0.438,0.263,0.55998003,0.49627,0.35452998,USD,
