,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Gregory A. Lang', 'age': 67, 'title': 'Pres, CEO & Non-Independent Director', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 1799318, 'exercisedValue': 2315409, 'unexercisedValue': 2034900}",8,5,5,8,6,1693526400,1672444800,86400,2,5.41,5.47,5.43,5.62,5.41,5.47,5.43,5.62,930528000,0.0,0.51216,-69.25,712635,712635,154437,170260,170260,5.53,5.54,0,0,1851096704,5.08,9.33,5.6482,7.21705,0.0,0.0,CAD,1872873216,0.0,222722836,334132992,1681588,1610347,1690761600,1693440000,0.005,0.26427,0.58122003,14.24,0.0050999997,0.026,213.07692,1669766400,1701302400,1685491200,-53686000,-0.24,-0.08,1:10,882316800,-90.49,TOR,EQUITY,NG.TO,NG.TO,NOVAGOLD RES INC.,NovaGold Resources Inc.,839943000,America/Toronto,EDT,-14400000,5.54,10.73,5.99,8.35,8.35,2.5,buy,2,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
1,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. David A. Ottewell CA', 'age': 61, 'title': 'VP & CFO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 886344, 'exercisedValue': 115274, 'unexercisedValue': 702660}",8,5,5,8,6,1693526400,1672444800,86400,2,5.41,5.47,5.43,5.62,5.41,5.47,5.43,5.62,930528000,0.0,0.51216,-69.25,712635,712635,154437,170260,170260,5.53,5.54,0,0,1851096704,5.08,9.33,5.6482,7.21705,0.0,0.0,CAD,1872873216,0.0,222722836,334132992,1681588,1610347,1690761600,1693440000,0.005,0.26427,0.58122003,14.24,0.0050999997,0.026,213.07692,1669766400,1701302400,1685491200,-53686000,-0.24,-0.08,1:10,882316800,-90.49,TOR,EQUITY,NG.TO,NG.TO,NOVAGOLD RES INC.,NovaGold Resources Inc.,839943000,America/Toronto,EDT,-14400000,5.54,10.73,5.99,8.35,8.35,2.5,buy,2,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
2,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Jason  Mercier', 'title': 'Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,2,5.41,5.47,5.43,5.62,5.41,5.47,5.43,5.62,930528000,0.0,0.51216,-69.25,712635,712635,154437,170260,170260,5.53,5.54,0,0,1851096704,5.08,9.33,5.6482,7.21705,0.0,0.0,CAD,1872873216,0.0,222722836,334132992,1681588,1610347,1690761600,1693440000,0.005,0.26427,0.58122003,14.24,0.0050999997,0.026,213.07692,1669766400,1701302400,1685491200,-53686000,-0.24,-0.08,1:10,882316800,-90.49,TOR,EQUITY,NG.TO,NG.TO,NOVAGOLD RES INC.,NovaGold Resources Inc.,839943000,America/Toronto,EDT,-14400000,5.54,10.73,5.99,8.35,8.35,2.5,buy,2,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
3,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Ms. Melanie  Hennessey', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,2,5.41,5.47,5.43,5.62,5.41,5.47,5.43,5.62,930528000,0.0,0.51216,-69.25,712635,712635,154437,170260,170260,5.53,5.54,0,0,1851096704,5.08,9.33,5.6482,7.21705,0.0,0.0,CAD,1872873216,0.0,222722836,334132992,1681588,1610347,1690761600,1693440000,0.005,0.26427,0.58122003,14.24,0.0050999997,0.026,213.07692,1669766400,1701302400,1685491200,-53686000,-0.24,-0.08,1:10,882316800,-90.49,TOR,EQUITY,NG.TO,NG.TO,NOVAGOLD RES INC.,NovaGold Resources Inc.,839943000,America/Toronto,EDT,-14400000,5.54,10.73,5.99,8.35,8.35,2.5,buy,2,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
4,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Ronald  Rimelman', 'title': 'VP of Environment, Health, Safety & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,2,5.41,5.47,5.43,5.62,5.41,5.47,5.43,5.62,930528000,0.0,0.51216,-69.25,712635,712635,154437,170260,170260,5.53,5.54,0,0,1851096704,5.08,9.33,5.6482,7.21705,0.0,0.0,CAD,1872873216,0.0,222722836,334132992,1681588,1610347,1690761600,1693440000,0.005,0.26427,0.58122003,14.24,0.0050999997,0.026,213.07692,1669766400,1701302400,1685491200,-53686000,-0.24,-0.08,1:10,882316800,-90.49,TOR,EQUITY,NG.TO,NG.TO,NOVAGOLD RES INC.,NovaGold Resources Inc.,839943000,America/Toronto,EDT,-14400000,5.54,10.73,5.99,8.35,8.35,2.5,buy,2,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
5,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Ms. Tricia  Pannier', 'title': 'Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,2,5.41,5.47,5.43,5.62,5.41,5.47,5.43,5.62,930528000,0.0,0.51216,-69.25,712635,712635,154437,170260,170260,5.53,5.54,0,0,1851096704,5.08,9.33,5.6482,7.21705,0.0,0.0,CAD,1872873216,0.0,222722836,334132992,1681588,1610347,1690761600,1693440000,0.005,0.26427,0.58122003,14.24,0.0050999997,0.026,213.07692,1669766400,1701302400,1685491200,-53686000,-0.24,-0.08,1:10,882316800,-90.49,TOR,EQUITY,NG.TO,NG.TO,NOVAGOLD RES INC.,NovaGold Resources Inc.,839943000,America/Toronto,EDT,-14400000,5.54,10.73,5.99,8.35,8.35,2.5,buy,2,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
