,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Maslak Mah. Saat Sk. Spine Tower Sitesi No:5,94 Sariyer,Istanbul,Turkey,90 212 290 74 91,90 212 290 74 90,https://www.verusaturk.com.tr/en,Asset Management,Financial Services,"Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S. is a private equity and venture capital firm specializing in bridge financing, recapitalizations, and growth capital investments. It prefers to invest in incubation, seed, early-mid-late venture, emerging growth, middle market, mature, turnaround, and later stage companies. The firm typically invests in following sectors: renewable energy, telecom, logistics, energy, technology and software, food, manufacturing, and mining. The firm prefers to invest in companies based in Turkey. The firm prefers to invest through its balance sheet investments. Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S. was founded in 2012 and is based in Istanbul, Turkey.",3,"{'maxAge': 1, 'name': 'Mr. Mustafa  Arslan', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,35.74,35.8,35.8,36.9,35.74,35.8,35.8,36.9,0.15,0.0041,1690502400,0.0202,7.2111554,816413,816413,1353816,1254827,1254827,36.2,36.48,0,0,1882400000,24.02,47.0,36.2728,34.1033,0.15,0.004196978,TRY,-533664224,0.0,22000160,52000000,0.58172,0.0,70.861,0.5108593,1672444800,1703980800,1688083200,257580048,5.02,0.278,IST,EQUITY,VERTU.IS,VERTU.IS,VERUSATURK GIRISIM,Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S.,1447745400,Europe/Istanbul,TRT,10800000,36.2,none,2476379136,47.623,-1919861248,60314964,8775.499,8782.285,2.489,-0.5113,0.11226,-1218661632,-9250919,0.0,0.0,0.0,TRY,
1,Maslak Mah. Saat Sk. Spine Tower Sitesi No:5,94 Sariyer,Istanbul,Turkey,90 212 290 74 91,90 212 290 74 90,https://www.verusaturk.com.tr/en,Asset Management,Financial Services,"Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S. is a private equity and venture capital firm specializing in bridge financing, recapitalizations, and growth capital investments. It prefers to invest in incubation, seed, early-mid-late venture, emerging growth, middle market, mature, turnaround, and later stage companies. The firm typically invests in following sectors: renewable energy, telecom, logistics, energy, technology and software, food, manufacturing, and mining. The firm prefers to invest in companies based in Turkey. The firm prefers to invest through its balance sheet investments. Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S. was founded in 2012 and is based in Istanbul, Turkey.",3,"{'maxAge': 1, 'name': 'Mr. Zeki  Aksoy', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,35.74,35.8,35.8,36.9,35.74,35.8,35.8,36.9,0.15,0.0041,1690502400,0.0202,7.2111554,816413,816413,1353816,1254827,1254827,36.2,36.48,0,0,1882400000,24.02,47.0,36.2728,34.1033,0.15,0.004196978,TRY,-533664224,0.0,22000160,52000000,0.58172,0.0,70.861,0.5108593,1672444800,1703980800,1688083200,257580048,5.02,0.278,IST,EQUITY,VERTU.IS,VERTU.IS,VERUSATURK GIRISIM,Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S.,1447745400,Europe/Istanbul,TRT,10800000,36.2,none,2476379136,47.623,-1919861248,60314964,8775.499,8782.285,2.489,-0.5113,0.11226,-1218661632,-9250919,0.0,0.0,0.0,TRY,
2,Maslak Mah. Saat Sk. Spine Tower Sitesi No:5,94 Sariyer,Istanbul,Turkey,90 212 290 74 91,90 212 290 74 90,https://www.verusaturk.com.tr/en,Asset Management,Financial Services,"Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S. is a private equity and venture capital firm specializing in bridge financing, recapitalizations, and growth capital investments. It prefers to invest in incubation, seed, early-mid-late venture, emerging growth, middle market, mature, turnaround, and later stage companies. The firm typically invests in following sectors: renewable energy, telecom, logistics, energy, technology and software, food, manufacturing, and mining. The firm prefers to invest in companies based in Turkey. The firm prefers to invest through its balance sheet investments. Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S. was founded in 2012 and is based in Istanbul, Turkey.",3,"{'maxAge': 1, 'name': 'Ms. Sema  Kaya', 'title': 'Budget and Reporting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,35.74,35.8,35.8,36.9,35.74,35.8,35.8,36.9,0.15,0.0041,1690502400,0.0202,7.2111554,816413,816413,1353816,1254827,1254827,36.2,36.48,0,0,1882400000,24.02,47.0,36.2728,34.1033,0.15,0.004196978,TRY,-533664224,0.0,22000160,52000000,0.58172,0.0,70.861,0.5108593,1672444800,1703980800,1688083200,257580048,5.02,0.278,IST,EQUITY,VERTU.IS,VERTU.IS,VERUSATURK GIRISIM,Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S.,1447745400,Europe/Istanbul,TRT,10800000,36.2,none,2476379136,47.623,-1919861248,60314964,8775.499,8782.285,2.489,-0.5113,0.11226,-1218661632,-9250919,0.0,0.0,0.0,TRY,
