,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,26 Science Park,Milton Road,Cambridge,CB4 0FP,United Kingdom,https://www.frontier.co.uk,Electronic Gaming & Multimedia,Communication Services,"Frontier Developments plc develops and publishes video games for interactive entertainment sector. The company develops games using its cross-platform technology, Cobra. It also publishes games developed by selected partner studios under its Frontier Foundry games label. Frontier Developments plc was incorporated in 1994 and is headquartered in Cambridge, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Jonathan Francis Watts', 'age': 53, 'title': 'CEO, Chief Creative Officer & Exec. Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 449000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,280.0,280.0,264.5,289.0,280.0,280.0,264.5,289.0,0.0,40.695915,177840,177840,106570,111833,111833,268.5,269.0,0,0,126690400,264.5,1446.0,1.2114788,445.35,544.7675,0.0,0.0,GBp,100124392,-0.1999,19367640,39423300,0.45689,0.40937,2.459,109.39406,1685491200,1717113600,1685491200,-20905000,-0.51,6.61,0.82,0.957,6.739,LSE,EQUITY,FDEV.L,FDEV.L,FRONTIER DEVELOPMENTS PLC ORD 0,Frontier Developments plc,1373871600,Europe/London,BST,3600000,269.0,875.0,240.0,596.82,600.0,2.3,buy,11,28311000,0.726,14858000,19278000,2.382,2.382,104575000,20.088,2.681,-0.10697,-0.19506,67345000,-14366500,47875000,-0.269,0.64399004,0.14208001,-0.25417,GBP,
1,26 Science Park,Milton Road,Cambridge,CB4 0FP,United Kingdom,https://www.frontier.co.uk,Electronic Gaming & Multimedia,Communication Services,"Frontier Developments plc develops and publishes video games for interactive entertainment sector. The company develops games using its cross-platform technology, Cobra. It also publishes games developed by selected partner studios under its Frontier Foundry games label. Frontier Developments plc was incorporated in 1994 and is headquartered in Cambridge, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. David John Braben O.B.E.', 'age': 58, 'title': 'Founder, Pres & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 456000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,280.0,280.0,264.5,289.0,280.0,280.0,264.5,289.0,0.0,40.695915,177840,177840,106570,111833,111833,268.5,269.0,0,0,126690400,264.5,1446.0,1.2114788,445.35,544.7675,0.0,0.0,GBp,100124392,-0.1999,19367640,39423300,0.45689,0.40937,2.459,109.39406,1685491200,1717113600,1685491200,-20905000,-0.51,6.61,0.82,0.957,6.739,LSE,EQUITY,FDEV.L,FDEV.L,FRONTIER DEVELOPMENTS PLC ORD 0,Frontier Developments plc,1373871600,Europe/London,BST,3600000,269.0,875.0,240.0,596.82,600.0,2.3,buy,11,28311000,0.726,14858000,19278000,2.382,2.382,104575000,20.088,2.681,-0.10697,-0.19506,67345000,-14366500,47875000,-0.269,0.64399004,0.14208001,-0.25417,GBP,
2,26 Science Park,Milton Road,Cambridge,CB4 0FP,United Kingdom,https://www.frontier.co.uk,Electronic Gaming & Multimedia,Communication Services,"Frontier Developments plc develops and publishes video games for interactive entertainment sector. The company develops games using its cross-platform technology, Cobra. It also publishes games developed by selected partner studios under its Frontier Foundry games label. Frontier Developments plc was incorporated in 1994 and is headquartered in Cambridge, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Alexander Peter Bevis', 'age': 46, 'title': 'CFO & Exec. Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1007000, 'exercisedValue': 548972, 'unexercisedValue': 0}",1672444800,86400,2,280.0,280.0,264.5,289.0,280.0,280.0,264.5,289.0,0.0,40.695915,177840,177840,106570,111833,111833,268.5,269.0,0,0,126690400,264.5,1446.0,1.2114788,445.35,544.7675,0.0,0.0,GBp,100124392,-0.1999,19367640,39423300,0.45689,0.40937,2.459,109.39406,1685491200,1717113600,1685491200,-20905000,-0.51,6.61,0.82,0.957,6.739,LSE,EQUITY,FDEV.L,FDEV.L,FRONTIER DEVELOPMENTS PLC ORD 0,Frontier Developments plc,1373871600,Europe/London,BST,3600000,269.0,875.0,240.0,596.82,600.0,2.3,buy,11,28311000,0.726,14858000,19278000,2.382,2.382,104575000,20.088,2.681,-0.10697,-0.19506,67345000,-14366500,47875000,-0.269,0.64399004,0.14208001,-0.25417,GBP,
3,26 Science Park,Milton Road,Cambridge,CB4 0FP,United Kingdom,https://www.frontier.co.uk,Electronic Gaming & Multimedia,Communication Services,"Frontier Developments plc develops and publishes video games for interactive entertainment sector. The company develops games using its cross-platform technology, Cobra. It also publishes games developed by selected partner studios under its Frontier Foundry games label. Frontier Developments plc was incorporated in 1994 and is headquartered in Cambridge, the United Kingdom.","{'maxAge': 1, 'name': 'Mr. James  Dixon', 'title': 'COO & Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,280.0,280.0,264.5,289.0,280.0,280.0,264.5,289.0,0.0,40.695915,177840,177840,106570,111833,111833,268.5,269.0,0,0,126690400,264.5,1446.0,1.2114788,445.35,544.7675,0.0,0.0,GBp,100124392,-0.1999,19367640,39423300,0.45689,0.40937,2.459,109.39406,1685491200,1717113600,1685491200,-20905000,-0.51,6.61,0.82,0.957,6.739,LSE,EQUITY,FDEV.L,FDEV.L,FRONTIER DEVELOPMENTS PLC ORD 0,Frontier Developments plc,1373871600,Europe/London,BST,3600000,269.0,875.0,240.0,596.82,600.0,2.3,buy,11,28311000,0.726,14858000,19278000,2.382,2.382,104575000,20.088,2.681,-0.10697,-0.19506,67345000,-14366500,47875000,-0.269,0.64399004,0.14208001,-0.25417,GBP,
4,26 Science Park,Milton Road,Cambridge,CB4 0FP,United Kingdom,https://www.frontier.co.uk,Electronic Gaming & Multimedia,Communication Services,"Frontier Developments plc develops and publishes video games for interactive entertainment sector. The company develops games using its cross-platform technology, Cobra. It also publishes games developed by selected partner studios under its Frontier Foundry games label. Frontier Developments plc was incorporated in 1994 and is headquartered in Cambridge, the United Kingdom.","{'maxAge': 1, 'name': 'Ms. Jessica Elizabeth Bourne', 'title': 'Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,280.0,280.0,264.5,289.0,280.0,280.0,264.5,289.0,0.0,40.695915,177840,177840,106570,111833,111833,268.5,269.0,0,0,126690400,264.5,1446.0,1.2114788,445.35,544.7675,0.0,0.0,GBp,100124392,-0.1999,19367640,39423300,0.45689,0.40937,2.459,109.39406,1685491200,1717113600,1685491200,-20905000,-0.51,6.61,0.82,0.957,6.739,LSE,EQUITY,FDEV.L,FDEV.L,FRONTIER DEVELOPMENTS PLC ORD 0,Frontier Developments plc,1373871600,Europe/London,BST,3600000,269.0,875.0,240.0,596.82,600.0,2.3,buy,11,28311000,0.726,14858000,19278000,2.382,2.382,104575000,20.088,2.681,-0.10697,-0.19506,67345000,-14366500,47875000,-0.269,0.64399004,0.14208001,-0.25417,GBP,
5,26 Science Park,Milton Road,Cambridge,CB4 0FP,United Kingdom,https://www.frontier.co.uk,Electronic Gaming & Multimedia,Communication Services,"Frontier Developments plc develops and publishes video games for interactive entertainment sector. The company develops games using its cross-platform technology, Cobra. It also publishes games developed by selected partner studios under its Frontier Foundry games label. Frontier Developments plc was incorporated in 1994 and is headquartered in Cambridge, the United Kingdom.","{'maxAge': 1, 'name': 'Yvonne  Dawes', 'title': 'Head of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,280.0,280.0,264.5,289.0,280.0,280.0,264.5,289.0,0.0,40.695915,177840,177840,106570,111833,111833,268.5,269.0,0,0,126690400,264.5,1446.0,1.2114788,445.35,544.7675,0.0,0.0,GBp,100124392,-0.1999,19367640,39423300,0.45689,0.40937,2.459,109.39406,1685491200,1717113600,1685491200,-20905000,-0.51,6.61,0.82,0.957,6.739,LSE,EQUITY,FDEV.L,FDEV.L,FRONTIER DEVELOPMENTS PLC ORD 0,Frontier Developments plc,1373871600,Europe/London,BST,3600000,269.0,875.0,240.0,596.82,600.0,2.3,buy,11,28311000,0.726,14858000,19278000,2.382,2.382,104575000,20.088,2.681,-0.10697,-0.19506,67345000,-14366500,47875000,-0.269,0.64399004,0.14208001,-0.25417,GBP,
