,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. Edward M. Christie III', 'age': 51, 'title': 'Pres, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1845380, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
1,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. Scott M. Haralson', 'age': 49, 'title': 'Exec. VP & CFO', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 841274, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
2,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. John  Bendoraitis', 'age': 58, 'title': 'Exec. VP & COO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 964050, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
3,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Ms. Melinda C. Grindle', 'age': 48, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 657282, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
4,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. Matthew H. Klein', 'age': 48, 'title': 'Exec. VP & Chief Commercial Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 879303, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
5,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. Rocky B. Wiggins', 'age': 63, 'title': 'Sr. VP & Chief Information Officer', 'yearBorn': 1959, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
6,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'DeAnne  Gabel', 'title': 'Sr. Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
7,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. Thomas C. Canfield', 'age': 66, 'title': 'Sr. VP, Gen. Counsel & Company Sec.', 'yearBorn': 1956, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
8,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. Robert A. Schroeter', 'age': 44, 'title': 'Sr. VP & Chief Marketing Officer', 'yearBorn': 1978, 'fiscalYear': 2014, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
9,2800 Executive Way,Miramar,FL,33025,United States,954 447 7920,https://www.spirit.com,Airlines,Airlines,Industrials,Industrials,"Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",12025,"{'maxAge': 1, 'name': 'Mr. Brian J. McMenamy', 'age': 63, 'title': 'VP & Controller', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,2,7,4,1693526400,1672444800,86400,2,16.59,16.59,16.42,17.115,16.59,16.59,16.42,17.115,1692835200,0.0,1.121715,329.19998,1927545,1927545,1508900,1991010,1991010,16.41,16.75,800,1100,1796790016,14.41,22.9,0.32569808,17.1786,17.7473,0.0,0.0,USD,6999496704,-0.07492,108543116,109161000,7911226,7198667,1689292800,1692057600,0.0725,0.0054400004,0.72779,5.08,0.0729,109161000,13.476,1.2214307,1672444800,1703980800,1688083200,-413300992,-3.74,0.05,-0.14,1.269,30.004,-0.27711904,0.14113986,0.1,1692835200,NYQ,EQUITY,SAVE,SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",1306416600,America/New_York,EDT,f5cf47ab-06d0-398b-8d16-d10c82d87953,finmb_831552,-14400000,16.46,25.0,11.0,18.6,17.0,3.1,hold,5,1220182016,11.178,233286000,6311544832,0.856,1.052,5516734976,429.044,50.612,0.0012899999,-0.24716999,973030000,-69973376,-45077000,0.048,0.21847,0.042290002,0.00337,USD,
