,address1,address2,city,state,zip,country,phone,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,401 Ryland Street,Suite 200,Reno,NV,89502,United States,214 418 6940,Aerospace & Defense,Industrials,"Utilicraft Aerospace Industries, Inc. does not have significant operations. It focuses in the electric vehicle business. Previously, the company operated as an aerospace and aviation services company. The company was incorporated in 2004 and is based in Reno, Nevada.",4,"{'maxAge': 1, 'name': 'Mr. Edward I. Vakser', 'age': 57, 'title': 'Chairman, CEO, CFO, Pres, Corp. Sec. & Treasurer', 'yearBorn': 1965, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.265214,Infinity,1040,1040,10416,2337,2337,0.0,0.0,0,0,37840,0.0001,0.0029,0.000856,0.000527,0.0,0.0,USD,34000,0.0,311995608,378396992,0.11946,0.0,-0.0,1199059200,1230681600,1632960000,1017621,0.0,-0.059,PNK,EQUITY,UITA,UITA,UTILICRAFT AEROSPACE INDS INC,"Utilicraft Aerospace Industries, Inc.",1166625000,America/New_York,EDT,-14400000,0.0001,none,4639,0.0,-576306,0,0.006,0.006,-0.76716006,-2626814,-652800,0.0,0.0,0.0,USD,
1,401 Ryland Street,Suite 200,Reno,NV,89502,United States,214 418 6940,Aerospace & Defense,Industrials,"Utilicraft Aerospace Industries, Inc. does not have significant operations. It focuses in the electric vehicle business. Previously, the company operated as an aerospace and aviation services company. The company was incorporated in 2004 and is based in Reno, Nevada.",4,"{'maxAge': 1, 'name': 'Mr. James B. Lewis', 'title': 'Chief Admin. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.265214,Infinity,1040,1040,10416,2337,2337,0.0,0.0,0,0,37840,0.0001,0.0029,0.000856,0.000527,0.0,0.0,USD,34000,0.0,311995608,378396992,0.11946,0.0,-0.0,1199059200,1230681600,1632960000,1017621,0.0,-0.059,PNK,EQUITY,UITA,UITA,UTILICRAFT AEROSPACE INDS INC,"Utilicraft Aerospace Industries, Inc.",1166625000,America/New_York,EDT,-14400000,0.0001,none,4639,0.0,-576306,0,0.006,0.006,-0.76716006,-2626814,-652800,0.0,0.0,0.0,USD,
2,401 Ryland Street,Suite 200,Reno,NV,89502,United States,214 418 6940,Aerospace & Defense,Industrials,"Utilicraft Aerospace Industries, Inc. does not have significant operations. It focuses in the electric vehicle business. Previously, the company operated as an aerospace and aviation services company. The company was incorporated in 2004 and is based in Reno, Nevada.",4,"{'maxAge': 1, 'name': 'Mr. Scott  Jacox', 'age': 61, 'title': 'VP of Marketing', 'yearBorn': 1961, 'fiscalYear': 2007, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.265214,Infinity,1040,1040,10416,2337,2337,0.0,0.0,0,0,37840,0.0001,0.0029,0.000856,0.000527,0.0,0.0,USD,34000,0.0,311995608,378396992,0.11946,0.0,-0.0,1199059200,1230681600,1632960000,1017621,0.0,-0.059,PNK,EQUITY,UITA,UITA,UTILICRAFT AEROSPACE INDS INC,"Utilicraft Aerospace Industries, Inc.",1166625000,America/New_York,EDT,-14400000,0.0001,none,4639,0.0,-576306,0,0.006,0.006,-0.76716006,-2626814,-652800,0.0,0.0,0.0,USD,
3,401 Ryland Street,Suite 200,Reno,NV,89502,United States,214 418 6940,Aerospace & Defense,Industrials,"Utilicraft Aerospace Industries, Inc. does not have significant operations. It focuses in the electric vehicle business. Previously, the company operated as an aerospace and aviation services company. The company was incorporated in 2004 and is based in Reno, Nevada.",4,"{'maxAge': 1, 'name': 'Mr. Mark A. Miller', 'age': 45, 'title': 'Interim Sec. & Advisor', 'yearBorn': 1977, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.265214,Infinity,1040,1040,10416,2337,2337,0.0,0.0,0,0,37840,0.0001,0.0029,0.000856,0.000527,0.0,0.0,USD,34000,0.0,311995608,378396992,0.11946,0.0,-0.0,1199059200,1230681600,1632960000,1017621,0.0,-0.059,PNK,EQUITY,UITA,UITA,UTILICRAFT AEROSPACE INDS INC,"Utilicraft Aerospace Industries, Inc.",1166625000,America/New_York,EDT,-14400000,0.0001,none,4639,0.0,-576306,0,0.006,0.006,-0.76716006,-2626814,-652800,0.0,0.0,0.0,USD,
