,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7401 West Slaughter Lane,Suite 5078,Austin,TX,78739,United States,512 309 1776,https://www.indoorharvest.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Indoor Harvest Corp. focuses on operating an integrated consolidation platform for hemp, other hemp-related products, CBD, and other plant-based companies. Indoor Harvest Corp. was founded in 2011 and is based in Austin, Texas.",2,"{'maxAge': 1, 'name': 'Mr. Leslie N. Bocskor', 'age': 57, 'title': 'CEO & Chairman', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0021,0.0022,0.0021,0.0023,0.0021,0.0022,0.0021,0.0023,0.0,2.832987,2331440,2331440,8791838,5366225,5366225,0.0,0.0,0,0,6391924,0.0011,0.0129,6940.1997,0.0020698,0.00494955,0.0,0.0,USD,6336508,0.0,2901963402,2905420032,0.00122,0.0,-0.0,1672444800,1703980800,1688083200,-1767899,-0.0,6880.03,PNK,EQUITY,INQD,INQD,INDOOR HARVEST CORP,Indoor Harvest Corp.,1425047400,America/New_York,EDT,-14400000,0.0022,none,14876,0.0,250000,0.022,0.096,921,0.0,-2.27291,-17.30706,-806301,1420248,1.0,0.0,-1931.0413,USD,
1,7401 West Slaughter Lane,Suite 5078,Austin,TX,78739,United States,512 309 1776,https://www.indoorharvest.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Indoor Harvest Corp. focuses on operating an integrated consolidation platform for hemp, other hemp-related products, CBD, and other plant-based companies. Indoor Harvest Corp. was founded in 2011 and is based in Austin, Texas.",2,"{'maxAge': 1, 'name': 'Mr. Stephen  Papageorge', 'age': 53, 'title': 'Chief Brand Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0021,0.0022,0.0021,0.0023,0.0021,0.0022,0.0021,0.0023,0.0,2.832987,2331440,2331440,8791838,5366225,5366225,0.0,0.0,0,0,6391924,0.0011,0.0129,6940.1997,0.0020698,0.00494955,0.0,0.0,USD,6336508,0.0,2901963402,2905420032,0.00122,0.0,-0.0,1672444800,1703980800,1688083200,-1767899,-0.0,6880.03,PNK,EQUITY,INQD,INQD,INDOOR HARVEST CORP,Indoor Harvest Corp.,1425047400,America/New_York,EDT,-14400000,0.0022,none,14876,0.0,250000,0.022,0.096,921,0.0,-2.27291,-17.30706,-806301,1420248,1.0,0.0,-1931.0413,USD,
