,address1,address2,city,state,zip,country,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,758 Riverside Drive,Unit 46,Port Coquitlam,BC,V3B 7V8,Canada,Shell Companies,Financial Services,"Ord Mountain Resources Corp. does not have significant operations. It intends to identify and evaluate business opportunities with a view to complete a qualifying transaction. The company was formerly known as Sino Environ-Energy Tech Corp. and changed its name to Ord Mountain Resources Corp. in December 2011. Ord Mountain Resources Corp. was incorporated in 2010 and is headquartered in Port Coquitlam, Canada.","{'maxAge': 1, 'name': 'Mr. David Jin Yoo', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'fiscalYear': 2020, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.0,0.011921,49500,49500,10153,5500,5500,0.06,0.1,305630,0.06,0.2,0.0648,0.157275,0.0,0.0,CAD,380280,0.0,4702000,0.09011,0.0055299997,-0.068,1677542400,1709078400,1685491200,-53973,-0.01,VAN,EQUITY,OMR-H.V,OMR-H.V,ORD MOUNTAIN RESOURCES CORP,Ord Mountain Resources Corp.,1281101400,America/Toronto,EDT,-14400000,0.065,none,861,0.0,90136,0.047,0.047,-2.43431,8648,-11029,0.0,0.0,0.0,CAD,
1,758 Riverside Drive,Unit 46,Port Coquitlam,BC,V3B 7V8,Canada,Shell Companies,Financial Services,"Ord Mountain Resources Corp. does not have significant operations. It intends to identify and evaluate business opportunities with a view to complete a qualifying transaction. The company was formerly known as Sino Environ-Energy Tech Corp. and changed its name to Ord Mountain Resources Corp. in December 2011. Ord Mountain Resources Corp. was incorporated in 2010 and is headquartered in Port Coquitlam, Canada.","{'maxAge': 1, 'name': 'Mr. Luke  Montaine', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.0,0.011921,49500,49500,10153,5500,5500,0.06,0.1,305630,0.06,0.2,0.0648,0.157275,0.0,0.0,CAD,380280,0.0,4702000,0.09011,0.0055299997,-0.068,1677542400,1709078400,1685491200,-53973,-0.01,VAN,EQUITY,OMR-H.V,OMR-H.V,ORD MOUNTAIN RESOURCES CORP,Ord Mountain Resources Corp.,1281101400,America/Toronto,EDT,-14400000,0.065,none,861,0.0,90136,0.047,0.047,-2.43431,8648,-11029,0.0,0.0,0.0,CAD,
2,758 Riverside Drive,Unit 46,Port Coquitlam,BC,V3B 7V8,Canada,Shell Companies,Financial Services,"Ord Mountain Resources Corp. does not have significant operations. It intends to identify and evaluate business opportunities with a view to complete a qualifying transaction. The company was formerly known as Sino Environ-Energy Tech Corp. and changed its name to Ord Mountain Resources Corp. in December 2011. Ord Mountain Resources Corp. was incorporated in 2010 and is headquartered in Port Coquitlam, Canada.","{'maxAge': 1, 'name': 'Mr. Tyler  Ross', 'title': 'Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.0,0.011921,49500,49500,10153,5500,5500,0.06,0.1,305630,0.06,0.2,0.0648,0.157275,0.0,0.0,CAD,380280,0.0,4702000,0.09011,0.0055299997,-0.068,1677542400,1709078400,1685491200,-53973,-0.01,VAN,EQUITY,OMR-H.V,OMR-H.V,ORD MOUNTAIN RESOURCES CORP,Ord Mountain Resources Corp.,1281101400,America/Toronto,EDT,-14400000,0.065,none,861,0.0,90136,0.047,0.047,-2.43431,8648,-11029,0.0,0.0,0.0,CAD,
