,address1,address2,city,state,zip,country,website,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,666 Burrard Street,Suite 1700,Vancouver,BC,V6C 2X8,Canada,https://www.nickelcreekplatinum.com,"Nickel Creek Platinum Corp. engages in the exploration, evaluation, and development of nickel and platinum group metals (PGM) in North America. The company's flagship property is the Nickel-Copper-PGM Shäw project located in the southwestern Yukon Territory, Canada. The company was formerly known as Wellgreen Platinum Ltd. and changed its name to Nickel Creek Platinum Corp. in January 2018. Nickel Creek Platinum Corp. is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Stuart Alan Harshaw B.Sc., M.B.A., P.Eng.', 'age': 55, 'title': 'Pres, CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 206809, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,1.022412,38621,38621,1115,0,0,0.0,0.0,986000,671000,22345576,0.0326,0.125,0.04686207,0.061156206,0.0,0.0,EUR,17567770,0.0,274736207,388720000,0.01084,0.33446,0.073,0.56164384,1672444800,1703980800,1688083200,-1684321,-0.003,1:10,1308528000,-8.485,FRA,EQUITY,P94P.F,P94P.F,NICKEL CREEK PLATINUM,Nickel Creek Platinum Corp.,1230102000,Europe/Berlin,CEST,7200000,0.041,none,1613217,0.003,-2070352,69713,3.261,3.456,0.205,-0.036530003,-0.04977,-4295668,-1471745,0.0,0.0,0.0,CAD,
1,666 Burrard Street,Suite 1700,Vancouver,BC,V6C 2X8,Canada,https://www.nickelcreekplatinum.com,"Nickel Creek Platinum Corp. engages in the exploration, evaluation, and development of nickel and platinum group metals (PGM) in North America. The company's flagship property is the Nickel-Copper-PGM Shäw project located in the southwestern Yukon Territory, Canada. The company was formerly known as Wellgreen Platinum Ltd. and changed its name to Nickel Creek Platinum Corp. in January 2018. Nickel Creek Platinum Corp. is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Joseph A. Romagnolo', 'title': 'Sr. VP & CFO', 'fiscalYear': 2022, 'totalPay': 184651, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,1.022412,38621,38621,1115,0,0,0.0,0.0,986000,671000,22345576,0.0326,0.125,0.04686207,0.061156206,0.0,0.0,EUR,17567770,0.0,274736207,388720000,0.01084,0.33446,0.073,0.56164384,1672444800,1703980800,1688083200,-1684321,-0.003,1:10,1308528000,-8.485,FRA,EQUITY,P94P.F,P94P.F,NICKEL CREEK PLATINUM,Nickel Creek Platinum Corp.,1230102000,Europe/Berlin,CEST,7200000,0.041,none,1613217,0.003,-2070352,69713,3.261,3.456,0.205,-0.036530003,-0.04977,-4295668,-1471745,0.0,0.0,0.0,CAD,
2,666 Burrard Street,Suite 1700,Vancouver,BC,V6C 2X8,Canada,https://www.nickelcreekplatinum.com,"Nickel Creek Platinum Corp. engages in the exploration, evaluation, and development of nickel and platinum group metals (PGM) in North America. The company's flagship property is the Nickel-Copper-PGM Shäw project located in the southwestern Yukon Territory, Canada. The company was formerly known as Wellgreen Platinum Ltd. and changed its name to Nickel Creek Platinum Corp. in January 2018. Nickel Creek Platinum Corp. is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Dr. Diane Renee Garrett Eng., M.A., M.S., Mineral Eco, Ph.D.', 'age': 62, 'title': 'Consultant to the Management Team & Board', 'yearBorn': 1960, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,1.022412,38621,38621,1115,0,0,0.0,0.0,986000,671000,22345576,0.0326,0.125,0.04686207,0.061156206,0.0,0.0,EUR,17567770,0.0,274736207,388720000,0.01084,0.33446,0.073,0.56164384,1672444800,1703980800,1688083200,-1684321,-0.003,1:10,1308528000,-8.485,FRA,EQUITY,P94P.F,P94P.F,NICKEL CREEK PLATINUM,Nickel Creek Platinum Corp.,1230102000,Europe/Berlin,CEST,7200000,0.041,none,1613217,0.003,-2070352,69713,3.261,3.456,0.205,-0.036530003,-0.04977,-4295668,-1471745,0.0,0.0,0.0,CAD,
