,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"54, Boulevard Thiers",BP 80072 Cedex 1,Saint-Étienne,42002,France,33 4 77 79 15 00,33 4 77 79 07 02,https://www.verney-carron.com,Aerospace & Defense,Industrials,"Verney-Carron S.A. manufactures and sells shotguns and rifled weapons in France. The company was founded in 1820 and is based in Saint-Étienne, France. As of November 4, 2022, Verney-Carron S.A. operates as a subsidiary of Cybergun S.A..",69,"{'maxAge': 1, 'name': 'Mr. Jean  Verney-Carron', 'title': 'Chairman of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,1340668800,0.0,0.154654,3,3,14,18,18,0.0,7.4,5000,15200,4292075,4.56,9.0,0.44541505,7.672,7.3705,0.0,0.0,EUR,4237748,-0.19142,543301,0.65,0.0,11.927,0.6539784,1646006400,1677542400,-1844589,-3.92,0.44,81.669,PAR,EQUITY,MLVER.PA,MLVER.PA,VERNEY CARRON,Verney-Carron S.A.,976608000,Europe/Paris,CEST,7200000,7.8,none,51889,0.462,1.568,9636125,17.736,-0.007900001,-0.28465,3114895,0.32325,0.00538,-0.01933,EUR,
1,"54, Boulevard Thiers",BP 80072 Cedex 1,Saint-Étienne,42002,France,33 4 77 79 15 00,33 4 77 79 07 02,https://www.verney-carron.com,Aerospace & Defense,Industrials,"Verney-Carron S.A. manufactures and sells shotguns and rifled weapons in France. The company was founded in 1820 and is based in Saint-Étienne, France. As of November 4, 2022, Verney-Carron S.A. operates as a subsidiary of Cybergun S.A..",69,"{'maxAge': 1, 'name': 'Mr. Guillaume  Verney-Carron', 'title': 'MD & Member of the Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,1340668800,0.0,0.154654,3,3,14,18,18,0.0,7.4,5000,15200,4292075,4.56,9.0,0.44541505,7.672,7.3705,0.0,0.0,EUR,4237748,-0.19142,543301,0.65,0.0,11.927,0.6539784,1646006400,1677542400,-1844589,-3.92,0.44,81.669,PAR,EQUITY,MLVER.PA,MLVER.PA,VERNEY CARRON,Verney-Carron S.A.,976608000,Europe/Paris,CEST,7200000,7.8,none,51889,0.462,1.568,9636125,17.736,-0.007900001,-0.28465,3114895,0.32325,0.00538,-0.01933,EUR,
2,"54, Boulevard Thiers",BP 80072 Cedex 1,Saint-Étienne,42002,France,33 4 77 79 15 00,33 4 77 79 07 02,https://www.verney-carron.com,Aerospace & Defense,Industrials,"Verney-Carron S.A. manufactures and sells shotguns and rifled weapons in France. The company was founded in 1820 and is based in Saint-Étienne, France. As of November 4, 2022, Verney-Carron S.A. operates as a subsidiary of Cybergun S.A..",69,"{'maxAge': 1, 'name': 'Mr. Ulric  Dumas', 'title': 'Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,1340668800,0.0,0.154654,3,3,14,18,18,0.0,7.4,5000,15200,4292075,4.56,9.0,0.44541505,7.672,7.3705,0.0,0.0,EUR,4237748,-0.19142,543301,0.65,0.0,11.927,0.6539784,1646006400,1677542400,-1844589,-3.92,0.44,81.669,PAR,EQUITY,MLVER.PA,MLVER.PA,VERNEY CARRON,Verney-Carron S.A.,976608000,Europe/Paris,CEST,7200000,7.8,none,51889,0.462,1.568,9636125,17.736,-0.007900001,-0.28465,3114895,0.32325,0.00538,-0.01933,EUR,
