,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Maragkopoulou Str. 80,Patras,26331,Greece,30 261 0224 113,30 261 0226 283,https://www.dur.gr,Apparel Manufacturing,Consumer Cyclical,"Duros S.A. designs, manufactures, and sells menswear apparel in Greece and internationally. It offers shirts, polo shirts, knitwear and cardigans, T-shirts, trousers, jackets, suits, blazers, shoes, and other accessories. The company operates 30 retail shops in Greece under the DUR label. It also sells its products online. Duros S.A. was founded in 1960 and is headquartered in Patras, Greece.",56,"{'maxAge': 1, 'name': 'Mr. Theodoros Douros Nikolaou', 'age': 51, 'title': 'CEO & Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2021, 'totalPay': 4689, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.25,0.2,0.2,0.2,0.25,0.2,0.2,0.2,1088467200,0.855855,10,10,0,0,0,0.0,0.25,0,2000,990325,0.2,0.304,0.41399643,0.25,0.25276,0.0,0.0,EUR,8558965,-0.35976002,3961300,0.43171,0.0,-0.114,1640908800,1672444800,1656547200,-860579,-0.211,3.578,-154.972,ATH,EQUITY,DUR.AT,DUR.AT,DUROS S.A. (CR),Duros S.A.,965374200,Europe/Athens,EEST,10800000,0.25,none,29683,0.007,-55229,7598323,0.054,0.27,2392110,0.604,-0.025,1358786,-429127,501123,0.301,0.62952,-0.02309,-0.16088,EUR,
1,Maragkopoulou Str. 80,Patras,26331,Greece,30 261 0224 113,30 261 0226 283,https://www.dur.gr,Apparel Manufacturing,Consumer Cyclical,"Duros S.A. designs, manufactures, and sells menswear apparel in Greece and internationally. It offers shirts, polo shirts, knitwear and cardigans, T-shirts, trousers, jackets, suits, blazers, shoes, and other accessories. The company operates 30 retail shops in Greece under the DUR label. It also sells its products online. Duros S.A. was founded in 1960 and is headquartered in Patras, Greece.",56,"{'maxAge': 1, 'name': 'Mr. Christoforos K. Tsipouras', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.25,0.2,0.2,0.2,0.25,0.2,0.2,0.2,1088467200,0.855855,10,10,0,0,0,0.0,0.25,0,2000,990325,0.2,0.304,0.41399643,0.25,0.25276,0.0,0.0,EUR,8558965,-0.35976002,3961300,0.43171,0.0,-0.114,1640908800,1672444800,1656547200,-860579,-0.211,3.578,-154.972,ATH,EQUITY,DUR.AT,DUR.AT,DUROS S.A. (CR),Duros S.A.,965374200,Europe/Athens,EEST,10800000,0.25,none,29683,0.007,-55229,7598323,0.054,0.27,2392110,0.604,-0.025,1358786,-429127,501123,0.301,0.62952,-0.02309,-0.16088,EUR,
2,Maragkopoulou Str. 80,Patras,26331,Greece,30 261 0224 113,30 261 0226 283,https://www.dur.gr,Apparel Manufacturing,Consumer Cyclical,"Duros S.A. designs, manufactures, and sells menswear apparel in Greece and internationally. It offers shirts, polo shirts, knitwear and cardigans, T-shirts, trousers, jackets, suits, blazers, shoes, and other accessories. The company operates 30 retail shops in Greece under the DUR label. It also sells its products online. Duros S.A. was founded in 1960 and is headquartered in Patras, Greece.",56,"{'maxAge': 1, 'name': 'Mr. Nikolaos I. Kontodimopoulos', 'title': 'Head of Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.25,0.2,0.2,0.2,0.25,0.2,0.2,0.2,1088467200,0.855855,10,10,0,0,0,0.0,0.25,0,2000,990325,0.2,0.304,0.41399643,0.25,0.25276,0.0,0.0,EUR,8558965,-0.35976002,3961300,0.43171,0.0,-0.114,1640908800,1672444800,1656547200,-860579,-0.211,3.578,-154.972,ATH,EQUITY,DUR.AT,DUR.AT,DUROS S.A. (CR),Duros S.A.,965374200,Europe/Athens,EEST,10800000,0.25,none,29683,0.007,-55229,7598323,0.054,0.27,2392110,0.604,-0.025,1358786,-429127,501123,0.301,0.62952,-0.02309,-0.16088,EUR,
