,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Mr. Bob  van Dijk', 'age': 49, 'title': 'Group CEO & Exec. Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 5930000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
1,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Mr. Vasileios  Sgourdos', 'age': 52, 'title': 'Group CFO, Chief Financial Director & Exec. Director', 'yearBorn': 1970, 'fiscalYear': 2023, 'totalPay': 4310000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
2,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': ""Ms. Aileen  O'Toole"", 'age': 49, 'title': 'Group Chief Operating Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
3,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Mr. Ervin  Tu', 'age': 45, 'title': 'Group Chief Investment Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
4,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Mr. Eoin  Ryan', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
5,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Mr. David Glyndwr Tudor', 'title': 'Group Gen. Counsel &  Legal Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
6,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Ms. Meloy  Horn', 'title': 'Chief Bus. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
7,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Justin B. Weiss', 'title': 'Global Head of Data Privacy', 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
8,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Trajce  Dimkov', 'title': 'Head of Cyber', 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
9,40 Heerengracht,Cape Town,8001,South Africa,27 21 406 2121,27 21 406 3753,https://www.naspers.com,Internet Content & Information,Communication Services,"Naspers Limited operates in the consumer internet industry in Africa, Asia, Europe, Latin America, North America. The company operates through Classifieds, Food Delivery, Payments and Fintech, Etail, Edtech, Social and Internet Platforms, Media24, and Other Ecommerce segments. It holds investments in classifieds, food delivery, payments and fintech, education, health, and ecommerce, as well as ventures, and social and internet platforms. The company also prints, publishes, and distributes newspapers, magazines, and books, as well as provides ecommerce and media logistics services. Naspers Limited was incorporated in 1915 and is headquartered in Cape Town, South Africa.",27573,"{'maxAge': 1, 'name': 'Euro  Beinat', 'title': 'Global Head of Data Science & Artificial Intelligence', 'exercisedValue': 0, 'unexercisedValue': 0}",2,9,9,10,9,1693526400,1703980800,86400,2,33.92,34.16,33.04,34.37,33.92,34.16,33.04,34.37,0.07,0.0022,1665014400,0.019199999,0.69714,8.928572,40865,40865,40690,35140,35140,0.0,0.0,0,0,33799612416,18.33,41.5,4.986665,35.525,35.114,0.0,0.0,USD,54011904000,0.63898,751303532,977758016,0,155005,1176163200,1181606400,0.0,0.0022,0.0,19.4104,1.7387586,1680220800,1711843200,1680220800,3788999936,3.78,14624:10000,1568678400,7.969,-110.68,PNK,EQUITY,NPSNY,NPSNY,NASPERS SPON ADR EACH REP 0.2 C,Naspers Limited,1040653800,America/New_York,EDT,-14400000,33.75,54.0,54.0,54.0,54.0,1.0,strong_buy,1,21159000064,21.662,-488000000,16558999552,4.935,5.167,6777999872,37.124,6.5046,-0.00574,0.19870001,1895000000,-1911272960,-177000000,0.27958,-0.072,-0.092650004,USD,
