,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Mr. Seth  Grae', 'age': 59, 'title': 'Pres, CEO & Exec. Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 878217, 'exercisedValue': 0, 'unexercisedValue': 1130}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
1,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Mr. Lawrence  Goldman CPA', 'age': 66, 'title': 'CFO, Treasurer & Corp. Sec.', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 517745, 'exercisedValue': 0, 'unexercisedValue': 652}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
2,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Dr. Andrey  Mushakov', 'age': 45, 'title': 'Exec. VP of Nuclear Operations', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 555581, 'exercisedValue': 0, 'unexercisedValue': 705}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
3,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Mr. Joel B. Grae', 'title': 'Co-Founder', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
4,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Mr. Matthew  Abenante', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
5,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Ms. Darla M. Bond', 'title': 'HR Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
6,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Mr. Robert H. Ihde', 'title': 'Sr. VP of Nuclear Technology and Member of Technical Advisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
7,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Ms. Barbara  Kanakry', 'title': 'Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
8,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Ms. Sherrie  Holloway', 'title': 'Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
9,11710 Plaza America Drive,Suite 2000,Reston,VA,20190,United States,571 730 1200,https://www.ltbridge.com,Electrical Equipment & Parts,Industrials,"Lightbridge Corporation, together with its subsidiaries, develops nuclear fuel technology. It focuses on developing and commercializing metallic nuclear fuels that could enhance resistance of nuclear fuel in existing and new nuclear reactors with a meaningful impact on addressing climate change and air pollution. The company was formerly known as Thorium Power, Ltd. and changed its name to Lightbridge Corporation in September 2009. Lightbridge Corporation is headquartered in Reston, Virginia.",5,"{'maxAge': 1, 'name': 'Ms. Linda Joan Zwobota CIA, CPA', 'age': 71, 'title': 'Part-Time Consultant', 'yearBorn': 1951, 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.5,4.52,4.28,4.61,4.5,4.52,4.28,4.61,0.0,2.87206,69102,69102,86904,56170,56170,4.15,4.57,1000,1100,54928276,3.32,6.7,5.3984,4.6011,0.0,0.0,USD,28735258,0.0,10853530,12569400,147756,142524,1690761600,1693440000,0.0117999995,0.14632,0.07279,1.53,0.0137,2.288,1.9099649,1672444800,1703980800,1688083200,-7644490,-0.69,1:12,1571616000,NCM,EQUITY,LTBR,LTBR,Lightbridge Corporation,Lightbridge Corporation,1104762600,America/New_York,EDT,-14400000,4.37,none,28204016,2.244,0,47.584,48.184,-0.17939,-0.26421,-4073547,-6705308,0.0,0.0,0.0,USD,
