,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,125 Foss Creek Circle,Healdsburg,CA,95448,United States,707-431-4423,https://www.truetthurstinc.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Truett-Hurst, Inc., together with its subsidiary, H.D.D. LLC, produces, markets, and sells wines primarily in the United States. It produces wine from a range of varietals, including the Pinot Noir, Chardonnay, Sauvignon Blanc, Zinfandel, Petite Sirah, Syrah, and other red blends. The company offers its products primarily under the VML, Truett Hurst, and Svengali brands directly through its tasting rooms, wine clubs, and winery Websites. Truett-Hurst, Inc. was founded in 2007 and is headquartered in Healdsburg, California.",35,"{'maxAge': 1, 'name': 'Mr. Paul E. Dolan III', 'age': 72, 'title': 'Co-Founder & Director', 'yearBorn': 1950, 'fiscalYear': 2018, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.0,0.353734,3.7142856,20,20,303,30,30,0.0,0.0,1300,900,2890966,0.07,0.48,0.43103713,0.25,0.2105,0.0,0.0,USD,2832902,-0.01044,4370428,4588090,12819,15349,1550188800,1552608000,0.0028,0.0,0.07428,0.55,0.0057,2.28,0.114035085,1530316800,1561852800,1546214400,1140000,0.07,0.422,8.637,PNK,EQUITY,THST,THST,TRUETT-HURST INC,"Truett-Hurst, Inc.",1371735000,America/New_York,EDT,-14400000,0.26,none,3619000,0.789,328000,55000,1.982,4.916,6707000,0.351,1.481,-0.01323,0.07072,3969000,14184250,13694000,0.027,0.62606,0.048899997,-0.08081,USD,
1,125 Foss Creek Circle,Healdsburg,CA,95448,United States,707-431-4423,https://www.truetthurstinc.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Truett-Hurst, Inc., together with its subsidiary, H.D.D. LLC, produces, markets, and sells wines primarily in the United States. It produces wine from a range of varietals, including the Pinot Noir, Chardonnay, Sauvignon Blanc, Zinfandel, Petite Sirah, Syrah, and other red blends. The company offers its products primarily under the VML, Truett Hurst, and Svengali brands directly through its tasting rooms, wine clubs, and winery Websites. Truett-Hurst, Inc. was founded in 2007 and is headquartered in Healdsburg, California.",35,"{'maxAge': 1, 'name': 'Ms. Karen  Weaver', 'age': 61, 'title': 'CFO, Principal Accounting Officer, VP, Corp. Controller & Sec.', 'yearBorn': 1961, 'fiscalYear': 2018, 'totalPay': 116538, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.0,0.353734,3.7142856,20,20,303,30,30,0.0,0.0,1300,900,2890966,0.07,0.48,0.43103713,0.25,0.2105,0.0,0.0,USD,2832902,-0.01044,4370428,4588090,12819,15349,1550188800,1552608000,0.0028,0.0,0.07428,0.55,0.0057,2.28,0.114035085,1530316800,1561852800,1546214400,1140000,0.07,0.422,8.637,PNK,EQUITY,THST,THST,TRUETT-HURST INC,"Truett-Hurst, Inc.",1371735000,America/New_York,EDT,-14400000,0.26,none,3619000,0.789,328000,55000,1.982,4.916,6707000,0.351,1.481,-0.01323,0.07072,3969000,14184250,13694000,0.027,0.62606,0.048899997,-0.08081,USD,
2,125 Foss Creek Circle,Healdsburg,CA,95448,United States,707-431-4423,https://www.truetthurstinc.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Truett-Hurst, Inc., together with its subsidiary, H.D.D. LLC, produces, markets, and sells wines primarily in the United States. It produces wine from a range of varietals, including the Pinot Noir, Chardonnay, Sauvignon Blanc, Zinfandel, Petite Sirah, Syrah, and other red blends. The company offers its products primarily under the VML, Truett Hurst, and Svengali brands directly through its tasting rooms, wine clubs, and winery Websites. Truett-Hurst, Inc. was founded in 2007 and is headquartered in Healdsburg, California.",35,"{'maxAge': 1, 'name': 'Ms. Emilie  Eliason', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.0,0.353734,3.7142856,20,20,303,30,30,0.0,0.0,1300,900,2890966,0.07,0.48,0.43103713,0.25,0.2105,0.0,0.0,USD,2832902,-0.01044,4370428,4588090,12819,15349,1550188800,1552608000,0.0028,0.0,0.07428,0.55,0.0057,2.28,0.114035085,1530316800,1561852800,1546214400,1140000,0.07,0.422,8.637,PNK,EQUITY,THST,THST,TRUETT-HURST INC,"Truett-Hurst, Inc.",1371735000,America/New_York,EDT,-14400000,0.26,none,3619000,0.789,328000,55000,1.982,4.916,6707000,0.351,1.481,-0.01323,0.07072,3969000,14184250,13694000,0.027,0.62606,0.048899997,-0.08081,USD,
