,address1,city,state,zip,country,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1600–609 Granville Street,Vancouver,BC,V7Y 1C3,Canada,Telecom Services,Communication Services,"Voice Mobility International, Inc., together with its subsidiaries, sells and markets messaging software systems in North America. It also offers unified communication services, including 1-800 numbers, voice recognition, fax to email, auto attendant, web-based telephony, and conferencing functionality services to small and medium size business professionals. The company was founded in 1993 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Harry  Chan', 'title': 'Chief Accounting Officer & Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,2.461134,8000,8000,0,0,0,0.01,0.1,0,0,26214,0.005,0.02,0.5709494,0.005,0.007525,0.0,0.0,CAD,14610553,0.0,5242870,240,25,1665705600,1676419200,0.0,0.0,0.00811,5.58,0.0,-2.996,1672444800,1703980800,1688083200,-979681,-0.18,1:25,1394755200,318.223,VAN,EQUITY,VMY-H.V,VMY-H.V,VOICE MOBILITY INTERNATIONAL IN,"Voice Mobility International, Inc.",995290200,America/Toronto,EDT,-14400000,0.005,none,3661,0.001,14587999,0.002,0.002,45913,0.009,-1.69078,27197,-521946,-5420,-0.086,0.57507,0.0,-1.71265,CAD,
1,1600–609 Granville Street,Vancouver,BC,V7Y 1C3,Canada,Telecom Services,Communication Services,"Voice Mobility International, Inc., together with its subsidiaries, sells and markets messaging software systems in North America. It also offers unified communication services, including 1-800 numbers, voice recognition, fax to email, auto attendant, web-based telephony, and conferencing functionality services to small and medium size business professionals. The company was founded in 1993 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Paul  Weyer', 'title': 'Director of Devel. and Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,2.461134,8000,8000,0,0,0,0.01,0.1,0,0,26214,0.005,0.02,0.5709494,0.005,0.007525,0.0,0.0,CAD,14610553,0.0,5242870,240,25,1665705600,1676419200,0.0,0.0,0.00811,5.58,0.0,-2.996,1672444800,1703980800,1688083200,-979681,-0.18,1:25,1394755200,318.223,VAN,EQUITY,VMY-H.V,VMY-H.V,VOICE MOBILITY INTERNATIONAL IN,"Voice Mobility International, Inc.",995290200,America/Toronto,EDT,-14400000,0.005,none,3661,0.001,14587999,0.002,0.002,45913,0.009,-1.69078,27197,-521946,-5420,-0.086,0.57507,0.0,-1.71265,CAD,
2,1600–609 Granville Street,Vancouver,BC,V7Y 1C3,Canada,Telecom Services,Communication Services,"Voice Mobility International, Inc., together with its subsidiaries, sells and markets messaging software systems in North America. It also offers unified communication services, including 1-800 numbers, voice recognition, fax to email, auto attendant, web-based telephony, and conferencing functionality services to small and medium size business professionals. The company was founded in 1993 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. John  Gavin', 'title': 'Director of US Sales', 'fiscalYear': 2009, 'totalPay': 113600, 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,2.461134,8000,8000,0,0,0,0.01,0.1,0,0,26214,0.005,0.02,0.5709494,0.005,0.007525,0.0,0.0,CAD,14610553,0.0,5242870,240,25,1665705600,1676419200,0.0,0.0,0.00811,5.58,0.0,-2.996,1672444800,1703980800,1688083200,-979681,-0.18,1:25,1394755200,318.223,VAN,EQUITY,VMY-H.V,VMY-H.V,VOICE MOBILITY INTERNATIONAL IN,"Voice Mobility International, Inc.",995290200,America/Toronto,EDT,-14400000,0.005,none,3661,0.001,14587999,0.002,0.002,45913,0.009,-1.69078,27197,-521946,-5420,-0.086,0.57507,0.0,-1.71265,CAD,
