,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Damon T. Hininger', 'age': 52, 'title': 'Pres, CEO & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2482013, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
1,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. David M. Garfinkle', 'age': 54, 'title': 'Exec. VP & CFO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1123024, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
2,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Patrick  Swindle', 'age': 47, 'title': 'Exec. VP & COO', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1086323, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
3,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Anthony L. Grande', 'age': 52, 'title': 'Exec. VP & Chief Devel. Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1187751, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
4,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Ms. Lucibeth N. Mayberry J.D.', 'age': 50, 'title': 'Exec. VP & Chief Innovation Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1061147, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
5,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Harley G. Lappin III', 'age': 66, 'title': 'Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 70889, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
6,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Cameron  Hopewell', 'title': 'Managing Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
7,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Cole G. Carter J.D.', 'age': 53, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
8,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Scott  Craddock', 'title': 'VP & Chief Ethics and Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
9,5501 Virginia Way,Suite 110,Brentwood,TN,37027,United States,615 263 3000,615 263 3140,https://www.corecivic.com,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry centers to help address America's recidivism crisis, and government real estate solutions. Its correctional, detention, and residential reentry facilities offer rehabilitation and educational programs, including basic education, faith-based services, life skills and employment training, and substance abuse treatment. As of December 31, 2022, the company owned and operated 44 correctional and detention facilities, 23 residential reentry centers, and 8 properties for lease. The company was founded in 1983 and is based in Brentwood, Tennessee.",11144,"{'maxAge': 1, 'name': 'Mr. Steve  Owen M.B.A.', 'title': 'VP of Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,1,4,3,1693526400,1672444800,86400,2,10.34,10.27,10.15,10.38,10.34,10.27,10.15,10.38,1585612800,0.0,0.944329,9.942308,12.609756,1838779,1838779,615601,735200,735200,10.07,10.36,1300,800,1174675712,7.84,13.5,0.63245463,9.9652,10.01585,0.0,0.0,USD,2239662080,0.0646,111643180,113605000,1107270,1493314,1690761600,1693440000,0.0097,0.01654,0.82527,1.85,0.0139,113605000,12.668,0.8162299,1672444800,1703980800,1688083200,0.404,119985000,1.04,0.82,3.31,2:1,1183939200,1.206,7.682,0.06597936,0.14113986,0.44,1585612800,NYQ,EQUITY,CXW,CXW,"CoreCivic, Inc.","CoreCivic, Inc.",868973400,America/New_York,EDT,651973b4-3a13-3e17-aa89-fce73e686f07,finmb_166457,-14400000,10.34,17.0,14.0,15.33,15.0,1.5,strong_buy,3,41840000,0.368,291543008,1106824960,1.109,1.293,1857328000,76.909,16.181,0.032509997,0.08545999,431537000,166782752,185136992,0.484,0.015,0.22646,0.15697,0.08828,USD,
