,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Mitsuo  Ohya', 'age': 66, 'title': 'Pres & Representative Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
1,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Masahiko  Okamoto', 'age': 59, 'title': 'Sr. Exec. Officer, Head of Fin. & Accounting Department and Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
2,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Koichi  Abe', 'age': 69, 'title': 'EVP of IP Div, Global Env Bus., Life Innovation Bus. Strategic Planning. Dept & Technology Center', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
3,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Hiroshi  Otani', 'age': 69, 'title': 'Sr. VP, GM of Water Treatment & Environment Division', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
4,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Satoru  Hagiwara', 'age': 66, 'title': 'Sr. VP, GM of Film Bus. Division & Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
5,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Hirofumi  Kobayashi', 'age': 64, 'title': 'Sr. VP of Pharmaceuticals & Medical Products Division', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
6,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Kazuhiko  Shuto', 'age': 65, 'title': 'Sr. VP, Chief Representative for China & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
7,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Tetsuya  Tsunekawa', 'title': 'Sr. VP, Chief Representative for Europe & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
8,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Shigeki  Taniguchi', 'title': 'Sr. VP of HR Division', 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
9,Nihonbashi Mitsui Tower,"1-1, Nihonbashi-Muromachi 2-chome Chuo-ku",Tokyo,103-8666,Japan,81 3 3245 5111,81 3 3245 5054,https://www.toray.co.jp,Textile Manufacturing,Consumer Cyclical,"Toray Industries, Inc., together with its subsidiaries, manufactures, processes, and sells fibers and textiles, performance chemicals, carbon fiber composite materials, environment and engineering products, and life science products in Japan, China, North America, Europe, and internationally. The company offers filament yarns, staple fibers, and spun yarns, as well as woven and knitted fabrics of nylon, polyester, acrylics, and others; non-woven fabrics; ultra-fine fibers; and apparel products. It also provides nylon, ABS, PBT, PPS, and other resins and molded products; polyolefin foam products; polyester, polyethylene, polypropylene, and other films; processed film products; raw materials for synthetic fibers and other plastics; fine chemicals; electronic and information materials; and graphic materials. In addition, the company offers carbon fibers, carbon fiber composite materials, and molded products; analysis, physical evaluation, research, and other services; and pharmaceuticals, medical devices, etc. Further, it provides engineering services; condominiums; industrial equipment and machinery; IT-related equipment; water treatment membranes and related equipment; and materials for housing, building, and civil engineering applications. The company was formerly known as Toyo Rayon Co., Ltd. and changed its name to Toray Industries, Inc. in 1970. The company was incorporated in 1926 and is headquartered in Tokyo, Japan.",48682,"{'maxAge': 1, 'name': 'Mr. Kenichiro  Miki', 'age': 63, 'title': 'Sr. VP of Fibers & Textiles Division and Osaka Head Office', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,1,1,8,1693526400,86400,2,5.374,5.374,5.374,5.374,5.374,5.374,5.374,5.374,0.13,0.025,1695859200,0.6164,2.13,0.799174,26.87,120,120,130,10,10,0.0,0.0,0,0,9005373440,4.7,6.1,0.0036584635,5.4844,5.52095,18.0,3.3494604,USD,830104207360,0.01903,1473800297,1601020032,0.05573,0.45622003,1026.009,0.0052377707,1680220800,1711843200,1688083200,-0.651,46848000000,0.2,0.337,4.399,PNK,EQUITY,TRYIF,TRYIF,TORAY INDUSTRIES INC,"Toray Industries, Inc.",1303392600,America/New_York,EDT,-14400000,5.374,none,257488994304,160.765,188719005696,974725971968,0.95,1.707,2461518004224,55.776,1537.425,0.01186,0.03259,-7896875008,166732005376,-0.651,-0.046,0.16909,0.07667,0.0254,JPY,
