,address1,city,zip,country,phone,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hochwachtstrasse 4,Steinhausen,6312,Switzerland,41 79 237 62 18,Oil & Gas E&P,Energy,"Octagon 88 Resources, Inc., a natural resource company, engages in acquiring, exploring, and developing natural resource assets. It holds an indirect interest in a contiguous land base of 73 sections comprising 46,720 acres of oil sands leases, as well as a direct working interest in petroleum and natural gas leases known as the Trout Lake properties in the Province of Alberta. The company was founded in 2008 and is based in Steinhausen, Switzerland.","{'maxAge': 1, 'name': 'Mr. Guido  Hilekes', 'age': 53, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1969, 'fiscalYear': 2014, 'totalPay': 26752, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,1.320539,75,75,1930,0,0,0.0,0.0,0,0,538647,0.0001,0.0011,0.0001,0.0001445,0.0,0.0,USD,12098,0.0,26932300,2.215,4.5146728e-05,1404086400,1435622400,1419984000,-4993103,-0.0,PNK,EQUITY,OCTX,OCTX,OCTAGON 88 RESOURCES INC,"Octagon 88 Resources, Inc.",1349789400,America/New_York,EDT,-14400000,0.0001,none,9762,0.0,19167,0.084,0.145,0.032,-0.03162,-0.08249,683993,-691652,0.0,0.0,0.0,USD,
1,Hochwachtstrasse 4,Steinhausen,6312,Switzerland,41 79 237 62 18,Oil & Gas E&P,Energy,"Octagon 88 Resources, Inc., a natural resource company, engages in acquiring, exploring, and developing natural resource assets. It holds an indirect interest in a contiguous land base of 73 sections comprising 46,720 acres of oil sands leases, as well as a direct working interest in petroleum and natural gas leases known as the Trout Lake properties in the Province of Alberta. The company was founded in 2008 and is based in Steinhausen, Switzerland.","{'maxAge': 1, 'name': 'Mr. Richard O. Ebner', 'age': 56, 'title': 'CFO & Director', 'yearBorn': 1966, 'fiscalYear': 2014, 'totalPay': 36513, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,1.320539,75,75,1930,0,0,0.0,0.0,0,0,538647,0.0001,0.0011,0.0001,0.0001445,0.0,0.0,USD,12098,0.0,26932300,2.215,4.5146728e-05,1404086400,1435622400,1419984000,-4993103,-0.0,PNK,EQUITY,OCTX,OCTX,OCTAGON 88 RESOURCES INC,"Octagon 88 Resources, Inc.",1349789400,America/New_York,EDT,-14400000,0.0001,none,9762,0.0,19167,0.084,0.145,0.032,-0.03162,-0.08249,683993,-691652,0.0,0.0,0.0,USD,
2,Hochwachtstrasse 4,Steinhausen,6312,Switzerland,41 79 237 62 18,Oil & Gas E&P,Energy,"Octagon 88 Resources, Inc., a natural resource company, engages in acquiring, exploring, and developing natural resource assets. It holds an indirect interest in a contiguous land base of 73 sections comprising 46,720 acres of oil sands leases, as well as a direct working interest in petroleum and natural gas leases known as the Trout Lake properties in the Province of Alberta. The company was founded in 2008 and is based in Steinhausen, Switzerland.","{'maxAge': 1, 'name': 'Mr. Feliciano  Tighe', 'age': 29, 'title': 'HR Director, Corp. Sec. & Director', 'yearBorn': 1993, 'fiscalYear': 2014, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,1.320539,75,75,1930,0,0,0.0,0.0,0,0,538647,0.0001,0.0011,0.0001,0.0001445,0.0,0.0,USD,12098,0.0,26932300,2.215,4.5146728e-05,1404086400,1435622400,1419984000,-4993103,-0.0,PNK,EQUITY,OCTX,OCTX,OCTAGON 88 RESOURCES INC,"Octagon 88 Resources, Inc.",1349789400,America/New_York,EDT,-14400000,0.0001,none,9762,0.0,19167,0.084,0.145,0.032,-0.03162,-0.08249,683993,-691652,0.0,0.0,0.0,USD,
