,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,815 West Hastings Street,Suite 610,Vancouver,BC,V6C 1B4,Canada,https://www.goldstandardv.com,Gold,Basic Materials,"Gold Standard Ventures Corp., an exploration stage company, engages in the development of district-scale and other gold-bearing mineral resource properties in Nevada, the United States. Its flagship property is the Railroad-Pinion project covering an area of approximately 53,570 acres located in the Elko County, Nevada. The company was incorporated in 2004 and is headquartered in Vancouver, Canada. As of August 12, 2022, Gold Standard Ventures Corp operates as a subsidiary of Orla Mining Ltd.",20,"{'maxAge': 1, 'name': 'Mr. Michael  McDonald', 'title': 'VP of Corp. Devel. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.4,0.38,0.39,0.4125,0.4,0.38,0.39,0.4125,0.943484,-20.1,1596732,1596732,523898,601809,601809,0.0,0.0,900,1000,155953488,0.2728,0.55,0.350088,0.41096276,0.0,0.0,USD,127084016,0.0,235739360,358735008,0.02231,0.47799,0.785,0.5121019,1640908800,1672444800,1648684800,-9618308,-0.021,-0.02,1:4,1258502400,-16.636,ASE,EQUITY,GSV,GSV,Gold Standard Ventures Corporat,Gold Standard Ventures Corp,1138804200,America/New_York,EDT,-14400000,0.402,none,17491368,0.049,-7638994,363770,20.693,21.713,0.129,-0.01656,-0.03378,-18571,-21598318,-6730564,0.0,0.0,0.0,CAD,
1,815 West Hastings Street,Suite 610,Vancouver,BC,V6C 1B4,Canada,https://www.goldstandardv.com,Gold,Basic Materials,"Gold Standard Ventures Corp., an exploration stage company, engages in the development of district-scale and other gold-bearing mineral resource properties in Nevada, the United States. Its flagship property is the Railroad-Pinion project covering an area of approximately 53,570 acres located in the Elko County, Nevada. The company was incorporated in 2004 and is headquartered in Vancouver, Canada. As of August 12, 2022, Gold Standard Ventures Corp operates as a subsidiary of Orla Mining Ltd.",20,"{'maxAge': 1, 'name': 'Mr. Eric  Hill', 'title': 'Chief Metallurgist', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.4,0.38,0.39,0.4125,0.4,0.38,0.39,0.4125,0.943484,-20.1,1596732,1596732,523898,601809,601809,0.0,0.0,900,1000,155953488,0.2728,0.55,0.350088,0.41096276,0.0,0.0,USD,127084016,0.0,235739360,358735008,0.02231,0.47799,0.785,0.5121019,1640908800,1672444800,1648684800,-9618308,-0.021,-0.02,1:4,1258502400,-16.636,ASE,EQUITY,GSV,GSV,Gold Standard Ventures Corporat,Gold Standard Ventures Corp,1138804200,America/New_York,EDT,-14400000,0.402,none,17491368,0.049,-7638994,363770,20.693,21.713,0.129,-0.01656,-0.03378,-18571,-21598318,-6730564,0.0,0.0,0.0,CAD,
2,815 West Hastings Street,Suite 610,Vancouver,BC,V6C 1B4,Canada,https://www.goldstandardv.com,Gold,Basic Materials,"Gold Standard Ventures Corp., an exploration stage company, engages in the development of district-scale and other gold-bearing mineral resource properties in Nevada, the United States. Its flagship property is the Railroad-Pinion project covering an area of approximately 53,570 acres located in the Elko County, Nevada. The company was incorporated in 2004 and is headquartered in Vancouver, Canada. As of August 12, 2022, Gold Standard Ventures Corp operates as a subsidiary of Orla Mining Ltd.",20,"{'maxAge': 1, 'name': 'Mr. Richard  Yancey', 'title': 'Geology Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.4,0.38,0.39,0.4125,0.4,0.38,0.39,0.4125,0.943484,-20.1,1596732,1596732,523898,601809,601809,0.0,0.0,900,1000,155953488,0.2728,0.55,0.350088,0.41096276,0.0,0.0,USD,127084016,0.0,235739360,358735008,0.02231,0.47799,0.785,0.5121019,1640908800,1672444800,1648684800,-9618308,-0.021,-0.02,1:4,1258502400,-16.636,ASE,EQUITY,GSV,GSV,Gold Standard Ventures Corporat,Gold Standard Ventures Corp,1138804200,America/New_York,EDT,-14400000,0.402,none,17491368,0.049,-7638994,363770,20.693,21.713,0.129,-0.01656,-0.03378,-18571,-21598318,-6730564,0.0,0.0,0.0,CAD,
