,address1,address2,city,state,zip,country,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Mr. Blake Charles Goldring CFA, CM, LL.D., M.S.M.', 'age': 64, 'title': 'Exec. Chairman', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 1980455, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
1,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Mr. Kevin Andrew McCreadie C.F.A., CFA, MBA', 'age': 61, 'title': 'CEO, Chief Investment Officer & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 3439621, 'exercisedValue': 339645, 'unexercisedValue': 2629173}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
2,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Ms. Judith Gail Goldring L.L.B., LLD', 'age': 56, 'title': 'Pres, Head of Global Distribution & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1193600, 'exercisedValue': 0, 'unexercisedValue': 474890}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
3,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Ms. Jenny  Quinn', 'title': 'VP & Chief Accounting Officer', 'fiscalYear': 2022, 'totalPay': 398173, 'exercisedValue': 0, 'unexercisedValue': 2688}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
4,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Mr. Ashley  Lawrence M.B.A.', 'title': 'Sr. VP & Head of AGF Private Capital', 'fiscalYear': 2022, 'totalPay': 2635337, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
5,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Mr. Ken  Tsang CFA', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
6,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Mr. Charles Christopher Jackson', 'title': 'Chief Operating Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
7,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Mr. Mark William Adams L.L.B., LLB', 'title': 'Chief Legal Officer & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
8,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Amanda  Marchment', 'title': 'Director of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
9,"CIBC SQUARE, Tower One","81 Bay Street, Suite 3900",Toronto,ON,M5J 0G1,Canada,888 329 4243,https://www.agf.com,Asset Management,Asset Management,Financial Services,Financial Services,"AGF Management Limited is one of Canada's premier investment management companies with offices across Canada and subsidiaries around the world. 2007 marks AGF's 50th anniversary ofproviding Canadians with innovative investment solutions across the wealth continuum. AGF's products and services include a diversified family of more than 50 mutual funds, the evolutionary AGF Elements portfolios, the Harmony asset management program, AGF Private Investment Management, Institutional Account Services and AGF Trust GICs, loans and mortgages. With approximately $53 billion in total assets under management, AGF serves more than one million investors. AGF trades on the Toronto Stock Exchange under the symbol [AGF.B].",634,"{'maxAge': 1, 'name': 'Ms. Karrie  Van Belle', 'title': 'Chief Marketing & Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,7.56,7.47,7.47,7.62,7.56,7.47,7.47,7.62,0.44,0.0586,1688601600,0.3037,5.5,1.706723,5.562963,6.056452,49538,49538,77116,37670,37670,7.51,7.53,0,0,489528864,5.63,9.5,1.04082,7.722,7.77985,0.42,0.055555556,CAD,556316608,0.19465,44640965,65126000,2002053,2060890,1690761600,1693440000,0.0307,0.18417,0.1521,36.94,65183600,16.347,0.45941153,1669766400,1701302400,1685491200,2.004,91551000,1.35,1.24,0.46,2:1,967161600,1.183,4.373,0.19585991,0.14113986,0.11,1688601600,TOR,EQUITY,AGF-B.TO,AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",AGF Management Limited,831648600,America/Toronto,EDT,7f72da19-53e0-3231-80f3-d1e1375a0793,finmb_873924,-14400000,7.51,10.0,8.5,9.11,9.0,2.7,hold,7,37697000,0.578,127213000,104485000,1.556,1.563,470329984,9.806,7.081,0.05666,0.08759,431641000,82685624,84336000,2.214,0.105,0.99944997,0.27048,0.26139,CAD,
