,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Yaobai R&D Training Center,No. 336 4th Shenzhou Road Aerospace Industrial Base Chang’an District,Xi'an,China,86 29 8925 4988,86 29 8925 4088,https://www.westchinacement.com,Building Materials,Basic Materials,"West China Cement Limited, an investment holding company, manufactures and sells cement and cement products in the People's Republic of China. It sells cement under the Yao Bai and Yaobaishuini names. The company's products are used in the construction of infrastructure projects, such as highways, railways, bridges, hydroelectric power stations, and water conservancy and water transfer projects, as well as housing and social infrastructure projects. It also engages in financial leasing and transportation businesses. The company is headquartered in Xi'an, the People's Republic of China.",8780,"{'maxAge': 1, 'name': 'Mr. Jimin  Zhang', 'age': 67, 'title': 'Founder & Exec. Chairman', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 522272, 'exercisedValue': 0, 'unexercisedValue': 3373}",1672444800,86400,4,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.01,0.098000005,1685404800,0.38939998,0.737987,4.3333335,10000,10000,0,0,0,0.0,0.0,0,0,707054336,0.08,0.13,0.080943376,0.13,0.13,0.0,0.0,USD,11802791936,0.124639995,1875979524,5438879744,0.65508,0.2123,2.222,0.05850585,1672444800,1703980800,1688083200,-0.191,1088754944,0.03,1.351,4.668,PNK,EQUITY,WCHNF,WCHNF,WEST CHINA CEMENT LTD,West China Cement Limited,1262701800,America/New_York,EDT,-14400000,0.13,none,1255330048,0.231,2528246016,10838378496,0.437,0.766,8735172608,79.719,1.606,0.025510002,0.1016,2128792000,-0.191,0.059,0.23263,0.28943002,0.13704,CNY,
1,Yaobai R&D Training Center,No. 336 4th Shenzhou Road Aerospace Industrial Base Chang’an District,Xi'an,China,86 29 8925 4988,86 29 8925 4088,https://www.westchinacement.com,Building Materials,Basic Materials,"West China Cement Limited, an investment holding company, manufactures and sells cement and cement products in the People's Republic of China. It sells cement under the Yao Bai and Yaobaishuini names. The company's products are used in the construction of infrastructure projects, such as highways, railways, bridges, hydroelectric power stations, and water conservancy and water transfer projects, as well as housing and social infrastructure projects. It also engages in financial leasing and transportation businesses. The company is headquartered in Xi'an, the People's Republic of China.",8780,"{'maxAge': 1, 'name': 'Mr. Jianshun  Cao', 'age': 49, 'title': 'CEO & Exec. Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.01,0.098000005,1685404800,0.38939998,0.737987,4.3333335,10000,10000,0,0,0,0.0,0.0,0,0,707054336,0.08,0.13,0.080943376,0.13,0.13,0.0,0.0,USD,11802791936,0.124639995,1875979524,5438879744,0.65508,0.2123,2.222,0.05850585,1672444800,1703980800,1688083200,-0.191,1088754944,0.03,1.351,4.668,PNK,EQUITY,WCHNF,WCHNF,WEST CHINA CEMENT LTD,West China Cement Limited,1262701800,America/New_York,EDT,-14400000,0.13,none,1255330048,0.231,2528246016,10838378496,0.437,0.766,8735172608,79.719,1.606,0.025510002,0.1016,2128792000,-0.191,0.059,0.23263,0.28943002,0.13704,CNY,
2,Yaobai R&D Training Center,No. 336 4th Shenzhou Road Aerospace Industrial Base Chang’an District,Xi'an,China,86 29 8925 4988,86 29 8925 4088,https://www.westchinacement.com,Building Materials,Basic Materials,"West China Cement Limited, an investment holding company, manufactures and sells cement and cement products in the People's Republic of China. It sells cement under the Yao Bai and Yaobaishuini names. The company's products are used in the construction of infrastructure projects, such as highways, railways, bridges, hydroelectric power stations, and water conservancy and water transfer projects, as well as housing and social infrastructure projects. It also engages in financial leasing and transportation businesses. The company is headquartered in Xi'an, the People's Republic of China.",8780,"{'maxAge': 1, 'name': 'Mr. Yufeng  Chu', 'age': 43, 'title': 'CFO & Exec. Director', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.01,0.098000005,1685404800,0.38939998,0.737987,4.3333335,10000,10000,0,0,0,0.0,0.0,0,0,707054336,0.08,0.13,0.080943376,0.13,0.13,0.0,0.0,USD,11802791936,0.124639995,1875979524,5438879744,0.65508,0.2123,2.222,0.05850585,1672444800,1703980800,1688083200,-0.191,1088754944,0.03,1.351,4.668,PNK,EQUITY,WCHNF,WCHNF,WEST CHINA CEMENT LTD,West China Cement Limited,1262701800,America/New_York,EDT,-14400000,0.13,none,1255330048,0.231,2528246016,10838378496,0.437,0.766,8735172608,79.719,1.606,0.025510002,0.1016,2128792000,-0.191,0.059,0.23263,0.28943002,0.13704,CNY,
3,Yaobai R&D Training Center,No. 336 4th Shenzhou Road Aerospace Industrial Base Chang’an District,Xi'an,China,86 29 8925 4988,86 29 8925 4088,https://www.westchinacement.com,Building Materials,Basic Materials,"West China Cement Limited, an investment holding company, manufactures and sells cement and cement products in the People's Republic of China. It sells cement under the Yao Bai and Yaobaishuini names. The company's products are used in the construction of infrastructure projects, such as highways, railways, bridges, hydroelectric power stations, and water conservancy and water transfer projects, as well as housing and social infrastructure projects. It also engages in financial leasing and transportation businesses. The company is headquartered in Xi'an, the People's Republic of China.",8780,"{'maxAge': 1, 'name': 'Ms. Rui  Wang', 'age': 44, 'title': 'Chief Exec. Officer of Yaobai Group', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.01,0.098000005,1685404800,0.38939998,0.737987,4.3333335,10000,10000,0,0,0,0.0,0.0,0,0,707054336,0.08,0.13,0.080943376,0.13,0.13,0.0,0.0,USD,11802791936,0.124639995,1875979524,5438879744,0.65508,0.2123,2.222,0.05850585,1672444800,1703980800,1688083200,-0.191,1088754944,0.03,1.351,4.668,PNK,EQUITY,WCHNF,WCHNF,WEST CHINA CEMENT LTD,West China Cement Limited,1262701800,America/New_York,EDT,-14400000,0.13,none,1255330048,0.231,2528246016,10838378496,0.437,0.766,8735172608,79.719,1.606,0.025510002,0.1016,2128792000,-0.191,0.059,0.23263,0.28943002,0.13704,CNY,
4,Yaobai R&D Training Center,No. 336 4th Shenzhou Road Aerospace Industrial Base Chang’an District,Xi'an,China,86 29 8925 4988,86 29 8925 4088,https://www.westchinacement.com,Building Materials,Basic Materials,"West China Cement Limited, an investment holding company, manufactures and sells cement and cement products in the People's Republic of China. It sells cement under the Yao Bai and Yaobaishuini names. The company's products are used in the construction of infrastructure projects, such as highways, railways, bridges, hydroelectric power stations, and water conservancy and water transfer projects, as well as housing and social infrastructure projects. It also engages in financial leasing and transportation businesses. The company is headquartered in Xi'an, the People's Republic of China.",8780,"{'maxAge': 1, 'name': 'Mr. Fayin  Wang', 'age': 51, 'title': 'CEO of West Holding Group & Exec. Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.01,0.098000005,1685404800,0.38939998,0.737987,4.3333335,10000,10000,0,0,0,0.0,0.0,0,0,707054336,0.08,0.13,0.080943376,0.13,0.13,0.0,0.0,USD,11802791936,0.124639995,1875979524,5438879744,0.65508,0.2123,2.222,0.05850585,1672444800,1703980800,1688083200,-0.191,1088754944,0.03,1.351,4.668,PNK,EQUITY,WCHNF,WCHNF,WEST CHINA CEMENT LTD,West China Cement Limited,1262701800,America/New_York,EDT,-14400000,0.13,none,1255330048,0.231,2528246016,10838378496,0.437,0.766,8735172608,79.719,1.606,0.025510002,0.1016,2128792000,-0.191,0.059,0.23263,0.28943002,0.13704,CNY,
5,Yaobai R&D Training Center,No. 336 4th Shenzhou Road Aerospace Industrial Base Chang’an District,Xi'an,China,86 29 8925 4988,86 29 8925 4088,https://www.westchinacement.com,Building Materials,Basic Materials,"West China Cement Limited, an investment holding company, manufactures and sells cement and cement products in the People's Republic of China. It sells cement under the Yao Bai and Yaobaishuini names. The company's products are used in the construction of infrastructure projects, such as highways, railways, bridges, hydroelectric power stations, and water conservancy and water transfer projects, as well as housing and social infrastructure projects. It also engages in financial leasing and transportation businesses. The company is headquartered in Xi'an, the People's Republic of China.",8780,"{'maxAge': 1, 'name': 'Mr. King Sau  Chan HKICPA', 'age': 44, 'title': 'Financial Controller & Company Sec.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.01,0.098000005,1685404800,0.38939998,0.737987,4.3333335,10000,10000,0,0,0,0.0,0.0,0,0,707054336,0.08,0.13,0.080943376,0.13,0.13,0.0,0.0,USD,11802791936,0.124639995,1875979524,5438879744,0.65508,0.2123,2.222,0.05850585,1672444800,1703980800,1688083200,-0.191,1088754944,0.03,1.351,4.668,PNK,EQUITY,WCHNF,WCHNF,WEST CHINA CEMENT LTD,West China Cement Limited,1262701800,America/New_York,EDT,-14400000,0.13,none,1255330048,0.231,2528246016,10838378496,0.437,0.766,8735172608,79.719,1.606,0.025510002,0.1016,2128792000,-0.191,0.059,0.23263,0.28943002,0.13704,CNY,
