,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Thierry Dominique Gerard Garnier', 'age': 56, 'title': 'CEO & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 1571303, 'exercisedValue': 0, 'unexercisedValue': 1115354}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
1,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Bernard Ladislas Bot', 'age': 56, 'title': 'CFO & Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 1094117, 'exercisedValue': 0, 'unexercisedValue': 403304}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
2,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Christian  Cowley', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
3,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Ms. Kate  Seljeflot', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
4,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Nigel  Cope', 'title': 'Head of Media Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
5,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Henri  Solère', 'title': 'Chief Offer & Sourcing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
6,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. John  Wartig', 'title': 'Chief Transformation & Devel. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
7,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Martin  Lee', 'title': 'Chief Supply Chain Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
8,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Graham  Bell', 'title': 'CEO of B&Q UK & Ireland', 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
9,One Paddington Square,London,W2 1GG,United Kingdom,44 20 7372 8008,44 20 7644 1001,https://www.kingfisher.com,Home Improvement Retail,Consumer Cyclical,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services primarily in the United Kingdom, Ireland, France, and internationally. The company also offers property investment, finance, digital, sourcing, and IT services. It also operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brands. The company sells its products through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is headquartered in London, the United Kingdom.",77701,"{'maxAge': 1, 'name': 'Mr. Jonathan Mark Mewett', 'age': 54, 'title': 'Chief Exec. Officer of Screwfix', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",6,2,3,1,2,1693526400,1703980800,86400,4,2.85,2.97,2.97,2.97,2.85,2.97,2.97,2.97,0.15,0.0539,1684972800,0.5277,1.011261,10.24138,123,123,4967,7570,7570,0.0,0.0,0,0,5752652800,2.27,3.58,0.4405125,3.0326,3.10225,0.124,0.04350877,USD,8145346048,0.03607,2029887535,1896870016,0.00463,0.86032,3.235,0.9180835,1675123200,1706659200,1675123200,-0.659,471000000,0.29,0.624,7.577,PNK,EQUITY,KGFHF,KGFHF,KINGFISHER,Kingfisher plc,1062595800,America/New_York,EDT,-14400000,2.97,none,286000000,0.139,1075000064,2561999872,0.206,1.298,13059000320,38.451,6.595,0.04478,0.07008,4795000000,52875000,820000000,-0.632,0.028,0.36718,0.082320005,0.06708,GBP,17.5209
