,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,150 King Street West,Suite 1710,Toronto,ON,M5H 1J9,Canada,416 593 1798,416 862 2498,https://www.urbanacorp.com,Asset Management,Financial Services,Urbana Corporation is an investment fund launched and managed by Caldwell Investment Management Ltd. For its equity investment the fund primarily invests in public equity markets of United States and Canada. The fund primarily focuses on U.S. financial companies and Canadian resource companies for equity investments. The fund also focuses on private equity investments. It was formerly known as Macho River Gold Mines Limited. Urbana Corporation is domiciled in Canada.,2,"{'maxAge': 1, 'name': 'Mr. Thomas Scott Caldwell C.M.', 'title': 'Chief Exec. Officer, Pres and Director', 'fiscalYear': 2014, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,4.74,4.7,4.7,4.72,4.74,4.7,4.7,4.72,0.11,0.0234,1673827200,0.22,2.77,0.738197,9.42,1406,1406,3761,10110,10110,4.6,4.75,0,0,185238656,3.61,4.75,5.3388214,4.1372,4.078,0.11,0.023206752,CAD,232494208,0.60855997,10000000,502,596,1685491200,1688083200,0.0,0.56909,0.08587,0.35,7.454,0.6318755,1672444800,1703980800,1688083200,21114850,0.5,6.701,TOR,EQUITY,URB.TO,URB.TO,URBANA CORPORATION,Urbana Corporation,1168525800,America/Toronto,EDT,-14400000,4.71,none,1276710,0.031,38800000,0.05,0.058,34696544,12.575,0.836,0.04393,0.07012,32520838,14182368,-12056034,1.0,0.0,0.71791,CAD,
1,150 King Street West,Suite 1710,Toronto,ON,M5H 1J9,Canada,416 593 1798,416 862 2498,https://www.urbanacorp.com,Asset Management,Financial Services,Urbana Corporation is an investment fund launched and managed by Caldwell Investment Management Ltd. For its equity investment the fund primarily invests in public equity markets of United States and Canada. The fund primarily focuses on U.S. financial companies and Canadian resource companies for equity investments. The fund also focuses on private equity investments. It was formerly known as Macho River Gold Mines Limited. Urbana Corporation is domiciled in Canada.,2,"{'maxAge': 1, 'name': 'Mr. Brendan Thomas North Caldwell B.Sc., C.F.A., CFA, FCSI, M.A.', 'title': 'Member of Investment Team of Caldwell Investment Management Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,4.74,4.7,4.7,4.72,4.74,4.7,4.7,4.72,0.11,0.0234,1673827200,0.22,2.77,0.738197,9.42,1406,1406,3761,10110,10110,4.6,4.75,0,0,185238656,3.61,4.75,5.3388214,4.1372,4.078,0.11,0.023206752,CAD,232494208,0.60855997,10000000,502,596,1685491200,1688083200,0.0,0.56909,0.08587,0.35,7.454,0.6318755,1672444800,1703980800,1688083200,21114850,0.5,6.701,TOR,EQUITY,URB.TO,URB.TO,URBANA CORPORATION,Urbana Corporation,1168525800,America/Toronto,EDT,-14400000,4.71,none,1276710,0.031,38800000,0.05,0.058,34696544,12.575,0.836,0.04393,0.07012,32520838,14182368,-12056034,1.0,0.0,0.71791,CAD,
2,150 King Street West,Suite 1710,Toronto,ON,M5H 1J9,Canada,416 593 1798,416 862 2498,https://www.urbanacorp.com,Asset Management,Financial Services,Urbana Corporation is an investment fund launched and managed by Caldwell Investment Management Ltd. For its equity investment the fund primarily invests in public equity markets of United States and Canada. The fund primarily focuses on U.S. financial companies and Canadian resource companies for equity investments. The fund also focuses on private equity investments. It was formerly known as Macho River Gold Mines Limited. Urbana Corporation is domiciled in Canada.,2,"{'maxAge': 1, 'name': 'Mr. John Dennis Freeman', 'title': 'Member of Investment Team of Caldwell Investment Management Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,4.74,4.7,4.7,4.72,4.74,4.7,4.7,4.72,0.11,0.0234,1673827200,0.22,2.77,0.738197,9.42,1406,1406,3761,10110,10110,4.6,4.75,0,0,185238656,3.61,4.75,5.3388214,4.1372,4.078,0.11,0.023206752,CAD,232494208,0.60855997,10000000,502,596,1685491200,1688083200,0.0,0.56909,0.08587,0.35,7.454,0.6318755,1672444800,1703980800,1688083200,21114850,0.5,6.701,TOR,EQUITY,URB.TO,URB.TO,URBANA CORPORATION,Urbana Corporation,1168525800,America/Toronto,EDT,-14400000,4.71,none,1276710,0.031,38800000,0.05,0.058,34696544,12.575,0.836,0.04393,0.07012,32520838,14182368,-12056034,1.0,0.0,0.71791,CAD,
3,150 King Street West,Suite 1710,Toronto,ON,M5H 1J9,Canada,416 593 1798,416 862 2498,https://www.urbanacorp.com,Asset Management,Financial Services,Urbana Corporation is an investment fund launched and managed by Caldwell Investment Management Ltd. For its equity investment the fund primarily invests in public equity markets of United States and Canada. The fund primarily focuses on U.S. financial companies and Canadian resource companies for equity investments. The fund also focuses on private equity investments. It was formerly known as Macho River Gold Mines Limited. Urbana Corporation is domiciled in Canada.,2,"{'maxAge': 1, 'name': 'Mr. Charles  Hughson', 'title': 'Strategic Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,4.74,4.7,4.7,4.72,4.74,4.7,4.7,4.72,0.11,0.0234,1673827200,0.22,2.77,0.738197,9.42,1406,1406,3761,10110,10110,4.6,4.75,0,0,185238656,3.61,4.75,5.3388214,4.1372,4.078,0.11,0.023206752,CAD,232494208,0.60855997,10000000,502,596,1685491200,1688083200,0.0,0.56909,0.08587,0.35,7.454,0.6318755,1672444800,1703980800,1688083200,21114850,0.5,6.701,TOR,EQUITY,URB.TO,URB.TO,URBANA CORPORATION,Urbana Corporation,1168525800,America/Toronto,EDT,-14400000,4.71,none,1276710,0.031,38800000,0.05,0.058,34696544,12.575,0.836,0.04393,0.07012,32520838,14182368,-12056034,1.0,0.0,0.71791,CAD,
