,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,945 Cobalt Crescent,Thunder Bay,ON,P7B 5Z4,Canada,807-345-4990,807-345-5382,https://www.metalscreek.com,Other Industrial Metals & Mining,Basic Materials,"Metals Creek Resources Corp., an exploration stage company, engages in the identification, acquisition, exploration, and development of mineral properties in Canada. It primarily explores for gold, base metals, and platinum group metals. The company was incorporated in 2004 and is headquartered in Thunder Bay, Canada.","{'maxAge': 1, 'name': 'Mr. Alexander  Stares', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 160000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,2.196471,75100,75100,46996,65570,65570,0.025,0.03,0,0,4698300,0.03,0.06,0.0306,0.0366,0.0,0.0,CAD,4352182,0.0,149118077,156610000,509,509,1690761600,1693440000,0.0,0.03523,0.00308,0.01,0.057,0.52631575,1672444800,1703980800,1688083200,-5886763,-0.04,1:7,1438214400,-6.05,VAN,EQUITY,MEK.V,MEK.V,METALS CREEK RESOURCES CORP.,Metals Creek Resources Corp.,1188999000,America/Toronto,EDT,-14400000,0.03,none,332041,0.002,-719333,15919,2.259,2.395,0.185,-0.29369,-0.51159,1140022,-645115,0.0,0.0,0.0,CAD,
1,945 Cobalt Crescent,Thunder Bay,ON,P7B 5Z4,Canada,807-345-4990,807-345-5382,https://www.metalscreek.com,Other Industrial Metals & Mining,Basic Materials,"Metals Creek Resources Corp., an exploration stage company, engages in the identification, acquisition, exploration, and development of mineral properties in Canada. It primarily explores for gold, base metals, and platinum group metals. The company was incorporated in 2004 and is headquartered in Thunder Bay, Canada.","{'maxAge': 1, 'name': 'Mr. Nikolaos S. Tsimidis B.Comm., C.A.', 'age': 58, 'title': 'CFO & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 15000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,2.196471,75100,75100,46996,65570,65570,0.025,0.03,0,0,4698300,0.03,0.06,0.0306,0.0366,0.0,0.0,CAD,4352182,0.0,149118077,156610000,509,509,1690761600,1693440000,0.0,0.03523,0.00308,0.01,0.057,0.52631575,1672444800,1703980800,1688083200,-5886763,-0.04,1:7,1438214400,-6.05,VAN,EQUITY,MEK.V,MEK.V,METALS CREEK RESOURCES CORP.,Metals Creek Resources Corp.,1188999000,America/Toronto,EDT,-14400000,0.03,none,332041,0.002,-719333,15919,2.259,2.395,0.185,-0.29369,-0.51159,1140022,-645115,0.0,0.0,0.0,CAD,
2,945 Cobalt Crescent,Thunder Bay,ON,P7B 5Z4,Canada,807-345-4990,807-345-5382,https://www.metalscreek.com,Other Industrial Metals & Mining,Basic Materials,"Metals Creek Resources Corp., an exploration stage company, engages in the identification, acquisition, exploration, and development of mineral properties in Canada. It primarily explores for gold, base metals, and platinum group metals. The company was incorporated in 2004 and is headquartered in Thunder Bay, Canada.","{'maxAge': 1, 'name': 'Mr. Newman Wayne Reid B.Sc., BSc. Geo, P.Geo, P.Geo.', 'age': 67, 'title': 'VP of Corp. Devel. & Director', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 14400, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,2.196471,75100,75100,46996,65570,65570,0.025,0.03,0,0,4698300,0.03,0.06,0.0306,0.0366,0.0,0.0,CAD,4352182,0.0,149118077,156610000,509,509,1690761600,1693440000,0.0,0.03523,0.00308,0.01,0.057,0.52631575,1672444800,1703980800,1688083200,-5886763,-0.04,1:7,1438214400,-6.05,VAN,EQUITY,MEK.V,MEK.V,METALS CREEK RESOURCES CORP.,Metals Creek Resources Corp.,1188999000,America/Toronto,EDT,-14400000,0.03,none,332041,0.002,-719333,15919,2.259,2.395,0.185,-0.29369,-0.51159,1140022,-645115,0.0,0.0,0.0,CAD,
3,945 Cobalt Crescent,Thunder Bay,ON,P7B 5Z4,Canada,807-345-4990,807-345-5382,https://www.metalscreek.com,Other Industrial Metals & Mining,Basic Materials,"Metals Creek Resources Corp., an exploration stage company, engages in the identification, acquisition, exploration, and development of mineral properties in Canada. It primarily explores for gold, base metals, and platinum group metals. The company was incorporated in 2004 and is headquartered in Thunder Bay, Canada.","{'maxAge': 1, 'name': 'Mr. Michael  MacIsaac P.Geo.', 'title': 'VP of Exploration', 'fiscalYear': 2022, 'totalPay': 155000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,2.196471,75100,75100,46996,65570,65570,0.025,0.03,0,0,4698300,0.03,0.06,0.0306,0.0366,0.0,0.0,CAD,4352182,0.0,149118077,156610000,509,509,1690761600,1693440000,0.0,0.03523,0.00308,0.01,0.057,0.52631575,1672444800,1703980800,1688083200,-5886763,-0.04,1:7,1438214400,-6.05,VAN,EQUITY,MEK.V,MEK.V,METALS CREEK RESOURCES CORP.,Metals Creek Resources Corp.,1188999000,America/Toronto,EDT,-14400000,0.03,none,332041,0.002,-719333,15919,2.259,2.395,0.185,-0.29369,-0.51159,1140022,-645115,0.0,0.0,0.0,CAD,
