,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Barbaros Mahallesi Ihlamur Bulvari No: 3,Inner Door No: 89,Atasehir,Turkey,90 266 422 27 77,90 266 412 11 65,https://www.yaprakciftligi.com.tr,Farm Products,Consumer Defensive,"Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S. is involved in the animal husbandry business in Turkey. It breeds calf, heifers, and dairy animals, as well as provides health services. The company also operates milk production facilities. Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S. was founded in 1994 and is based in Atasehir, Turkey.",54,"{'maxAge': 1, 'name': 'Ms. Sebnem  Göker', 'title': 'Vice-Chairman & GM', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,123.5,124.5,123.9,131.7,123.5,124.5,123.9,131.7,0.6,0.0047999998,1684713600,0.0759,0.765625,15.941846,211955,211955,676476,222114,222114,125.2,126.2,0,0,1790620032,30.32,150.0,12.072001,121.373,65.5114,0.6,0.0048582996,TRY,1786803200,0.75685,3699952,14200000,0.80136,0.0,11.968,10.53643,1672444800,1703980800,1688083200,1.674,112261912,7.91,21411:10000,1623196800,12.046,39.115,IST,EQUITY,YAPRK.IS,YAPRK.IS,YAPRAK SUT VE BESI CIFT.,Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S.,1305009000,Europe/Istanbul,TRT,10800000,126.1,none,50617664,3.565,45680524,46800880,0.982,1.542,148328352,27.538,10.446,0.13639,0.95208,11620366,13190954,1.674,0.878,0.34689,0.30797002,0.29827,TRY,
1,Barbaros Mahallesi Ihlamur Bulvari No: 3,Inner Door No: 89,Atasehir,Turkey,90 266 422 27 77,90 266 412 11 65,https://www.yaprakciftligi.com.tr,Farm Products,Consumer Defensive,"Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S. is involved in the animal husbandry business in Turkey. It breeds calf, heifers, and dairy animals, as well as provides health services. The company also operates milk production facilities. Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S. was founded in 1994 and is based in Atasehir, Turkey.",54,"{'maxAge': 1, 'name': 'Mr. Mustafa Hamza Kandur', 'title': 'Fin. & Financial Affairs Coordinator and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,123.5,124.5,123.9,131.7,123.5,124.5,123.9,131.7,0.6,0.0047999998,1684713600,0.0759,0.765625,15.941846,211955,211955,676476,222114,222114,125.2,126.2,0,0,1790620032,30.32,150.0,12.072001,121.373,65.5114,0.6,0.0048582996,TRY,1786803200,0.75685,3699952,14200000,0.80136,0.0,11.968,10.53643,1672444800,1703980800,1688083200,1.674,112261912,7.91,21411:10000,1623196800,12.046,39.115,IST,EQUITY,YAPRK.IS,YAPRK.IS,YAPRAK SUT VE BESI CIFT.,Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S.,1305009000,Europe/Istanbul,TRT,10800000,126.1,none,50617664,3.565,45680524,46800880,0.982,1.542,148328352,27.538,10.446,0.13639,0.95208,11620366,13190954,1.674,0.878,0.34689,0.30797002,0.29827,TRY,
2,Barbaros Mahallesi Ihlamur Bulvari No: 3,Inner Door No: 89,Atasehir,Turkey,90 266 422 27 77,90 266 412 11 65,https://www.yaprakciftligi.com.tr,Farm Products,Consumer Defensive,"Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S. is involved in the animal husbandry business in Turkey. It breeds calf, heifers, and dairy animals, as well as provides health services. The company also operates milk production facilities. Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S. was founded in 1994 and is based in Atasehir, Turkey.",54,"{'maxAge': 1, 'name': 'Mr. Taner  Özen', 'title': 'Accounting Director & Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,123.5,124.5,123.9,131.7,123.5,124.5,123.9,131.7,0.6,0.0047999998,1684713600,0.0759,0.765625,15.941846,211955,211955,676476,222114,222114,125.2,126.2,0,0,1790620032,30.32,150.0,12.072001,121.373,65.5114,0.6,0.0048582996,TRY,1786803200,0.75685,3699952,14200000,0.80136,0.0,11.968,10.53643,1672444800,1703980800,1688083200,1.674,112261912,7.91,21411:10000,1623196800,12.046,39.115,IST,EQUITY,YAPRK.IS,YAPRK.IS,YAPRAK SUT VE BESI CIFT.,Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S.,1305009000,Europe/Istanbul,TRT,10800000,126.1,none,50617664,3.565,45680524,46800880,0.982,1.542,148328352,27.538,10.446,0.13639,0.95208,11620366,13190954,1.674,0.878,0.34689,0.30797002,0.29827,TRY,
