,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,139 Macquarie Street,Level 11,Sydney,NSW,2000,Australia,https://www.wamfunds.com.au/WAM-Active/Tabs/Overview.aspx,Asset Management,Financial Services,"WAM Active Limited is a close-ended equity mutual fund launched and managed by MAM Pty Limited. The fund invests in public equity markets of Australia. It seeks to invest in stocks of companies that are operating across diversified sectors. The fund invests in stocks of companies across all market capitalizations. It also invests in bills of exchange, other negotiable investments, and debentures. The fund seeks to take advantage of opportunities created by corporate transactions and other trading and arbitrage opportunities. It benchmarks the performance of its portfolio against the S&P/ASX All Ordinaries Accumulation Index. WAM Active Limited was founded in November 13, 2007 and is domiciled in Australia.","{'maxAge': 1, 'name': 'Mr. Geoffrey James Wilson A.O., B.Sc., F.A.C.I.D.', 'age': 64, 'title': 'Chairman & Chief Investment Officer', 'yearBorn': 1958, 'fiscalYear': 2014, 'totalPay': 10000, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.75,0.75,0.73,0.75,0.75,0.75,0.73,0.75,0.06,0.082200006,1696291200,0.7772,6.22,0.621246,9.125,23472,23472,76643,76424,76424,0.74,0.745,56301252,0.645,0.915,6.076549,0.718,0.738425,0.06,0.08,AUD,1410810,0.62108004,75068304,0.078150004,0.055970002,0.842,0.8669834,1688083200,1719705600,1688083200,5754532,0.08,0.152,ASX,EQUITY,WAA.AX,WAA.AX,WAM ACTIVE FPO,WAM Active Limited,1200006000,Australia/Sydney,AEST,36000000,0.73,none,53389052,0.711,0,31.976,31.976,9265333,0.124,0.077870004,0.092539996,9265333,3491104,2096775,1.0,0.0,0.86604,AUD,
1,139 Macquarie Street,Level 11,Sydney,NSW,2000,Australia,https://www.wamfunds.com.au/WAM-Active/Tabs/Overview.aspx,Asset Management,Financial Services,"WAM Active Limited is a close-ended equity mutual fund launched and managed by MAM Pty Limited. The fund invests in public equity markets of Australia. It seeks to invest in stocks of companies that are operating across diversified sectors. The fund invests in stocks of companies across all market capitalizations. It also invests in bills of exchange, other negotiable investments, and debentures. The fund seeks to take advantage of opportunities created by corporate transactions and other trading and arbitrage opportunities. It benchmarks the performance of its portfolio against the S&P/ASX All Ordinaries Accumulation Index. WAM Active Limited was founded in November 13, 2007 and is domiciled in Australia.","{'maxAge': 1, 'name': 'Ms. Katherine A. Thorley B.Comm, CPA, Grad Dip Ap', 'title': 'CEO & Non-Independent Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.75,0.75,0.73,0.75,0.75,0.75,0.73,0.75,0.06,0.082200006,1696291200,0.7772,6.22,0.621246,9.125,23472,23472,76643,76424,76424,0.74,0.745,56301252,0.645,0.915,6.076549,0.718,0.738425,0.06,0.08,AUD,1410810,0.62108004,75068304,0.078150004,0.055970002,0.842,0.8669834,1688083200,1719705600,1688083200,5754532,0.08,0.152,ASX,EQUITY,WAA.AX,WAA.AX,WAM ACTIVE FPO,WAM Active Limited,1200006000,Australia/Sydney,AEST,36000000,0.73,none,53389052,0.711,0,31.976,31.976,9265333,0.124,0.077870004,0.092539996,9265333,3491104,2096775,1.0,0.0,0.86604,AUD,
2,139 Macquarie Street,Level 11,Sydney,NSW,2000,Australia,https://www.wamfunds.com.au/WAM-Active/Tabs/Overview.aspx,Asset Management,Financial Services,"WAM Active Limited is a close-ended equity mutual fund launched and managed by MAM Pty Limited. The fund invests in public equity markets of Australia. It seeks to invest in stocks of companies that are operating across diversified sectors. The fund invests in stocks of companies across all market capitalizations. It also invests in bills of exchange, other negotiable investments, and debentures. The fund seeks to take advantage of opportunities created by corporate transactions and other trading and arbitrage opportunities. It benchmarks the performance of its portfolio against the S&P/ASX All Ordinaries Accumulation Index. WAM Active Limited was founded in November 13, 2007 and is domiciled in Australia.","{'maxAge': 1, 'name': 'Mr. Jesse  Hamilton B.Com., C.A.', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.75,0.75,0.73,0.75,0.75,0.75,0.73,0.75,0.06,0.082200006,1696291200,0.7772,6.22,0.621246,9.125,23472,23472,76643,76424,76424,0.74,0.745,56301252,0.645,0.915,6.076549,0.718,0.738425,0.06,0.08,AUD,1410810,0.62108004,75068304,0.078150004,0.055970002,0.842,0.8669834,1688083200,1719705600,1688083200,5754532,0.08,0.152,ASX,EQUITY,WAA.AX,WAA.AX,WAM ACTIVE FPO,WAM Active Limited,1200006000,Australia/Sydney,AEST,36000000,0.73,none,53389052,0.711,0,31.976,31.976,9265333,0.124,0.077870004,0.092539996,9265333,3491104,2096775,1.0,0.0,0.86604,AUD,
