,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Mr. Paul A. Maleh', 'age': 58, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2194738, 'exercisedValue': 0, 'unexercisedValue': 4231610}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
1,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Mr. Daniel K. Mahoney', 'age': 43, 'title': 'CFO, Exec. VP & Treasurer', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 941022, 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
2,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Mr. Jonathan D. Yellin', 'age': 58, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 890768, 'exercisedValue': 0, 'unexercisedValue': 397678}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
3,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Mr. Chad  Holmes', 'age': 49, 'title': 'Exec. VP & Chief Corp. Devel. Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 937789, 'exercisedValue': 0, 'unexercisedValue': 1196741}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
4,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Ms. Mary Beth Savio', 'title': 'VP & Director of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
5,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Mr. Elahd  Toam', 'title': 'Principal', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
6,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Dr. Miguel  Herce', 'title': 'Principal', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
7,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Mr. Neal  Kissel', 'title': 'Co-Head of Marakon CEO Advisory Practice', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
8,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Ms. Sandra  Chan', 'title': 'Principal', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
9,200 Clarendon Street,Boston,MA,02116-5092,United States,617 425 3000,617 425 3132,https://www.crai.com,Consulting Services,Industrials,"CRA International, Inc., together with its subsidiaries, provides economic, financial, and management consulting services in the United States, the United Kingdom, and internationally. It advises clients on economic and financial matters pertaining to litigation and regulatory proceedings; and guides corporations through business strategy and performance-related issues. The company also offers consulting services, including research and analysis, expert testimony, and support in litigation and regulatory proceedings in the areas of finance, accounting, economics, insurance, and forensic accounting and investigations to corporate clients and attorneys. In addition, it offers management consulting services comprising strategy development, performance improvement, corporate strategy and portfolio analysis, estimation of market demand, new product pricing strategies, valuation of intellectual property and other assets, assessment of competitors' actions, and analysis of new sources of supply. The company serves various industries, including communications and media; consumer, health, and wellness products; energy; entertainment and leisure; financial services; healthcare; life sciences; manufacturing and industries; natural resources; retail and distribution; technology; and transportation. CRA International, Inc. was incorporated in 1965 and is headquartered in Boston, Massachusetts.",971,"{'maxAge': 1, 'name': 'Matthew  Johnson', 'title': 'Principal', 'exercisedValue': 0, 'unexercisedValue': 0}",8,6,3,9,6,1693526400,1672444800,86400,2,107.9,108.2,106.14,108.2,107.9,108.2,106.14,108.2,1.44,0.013300001,1693180800,0.2584,1.54,1.257261,19.801115,17.072115,75381,75381,25206,28110,28110,42.71,170.83,800,1000,745893248,83.02,128.1,1.2263402,105.704,109.2256,1.39,0.012882298,USD,935538176,0.06408,6699242,7001720,168647,178254,1690761600,1693440000,0.0241,0.04358,0.91846,8.28,0.028800001,29.097,3.6612022,1672444800,1703980800,1688169600,-0.183,38835000,5.38,6.24,1.96,1.538,13.243,NMS,EQUITY,CRAI,CRAI,"CRA International,Inc.","CRA International, Inc.",893424600,America/New_York,EDT,-14400000,106.53,133.0,130.0,131.5,131.5,2.0,buy,2,14271000,2.038,70643000,194324000,0.951,1.066,608227008,95.827,85.811,0.067,0.19450001,181876000,52744624,38954000,-0.146,0.086,0.30444,0.11614,0.09677,USD,1.0662
