,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,650 West Georgia Street,Suite 2110,Vancouver,BC,V6B 4N9,Canada,604-681-1820,604-681-1864,https://www.trailbreakerresources.com,Gold,Basic Materials,"Trailbreaker Resources Ltd., operates as a mineral exploration company, focuses on the acquisition, evaluation, exploration, and development of mineral assets in Canada. The company's flagship property comprises the Atsutla gold project that consists of 36 mineral tenures covering approximately 40,000 hectares located in the northwestern British Columbia. It also holds interests in various mineral properties located in British Columbia and in Yukon Territory, Canada. The company was formerly known as Goldstrike Resources Ltd. and changed its name to Trailbreaker Resources Ltd. in March 2021. Trailbreaker Resources Ltd. was incorporated in 1989 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Daithi Mac Gearailt', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 134952, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2236,0.165,0.165,0.1675,0.2236,0.165,0.165,0.1675,0.0,0.766332,43000,43000,31433,15090,15090,0.0,0.0,0,0,5659373,0.062,0.359,0.19326,0.12717,0.0,0.0,USD,4056576,0.0,30456499,33257100,0.053260002,0.0,0.223,0.7511211,1672444800,1703980800,1688083200,-181830,-0.01,1:20,1579219200,-10.411,PNK,EQUITY,APRAF,APRAF,TRAILBREAKER RESOURCES LTD,Trailbreaker Resources Ltd.,915114600,America/New_York,EDT,-14400000,0.1675,none,1142897,0.037,-389654,0,7.28,7.336,-0.05945,-0.03472,-1489847,-420986,0.0,0.0,0.0,CAD,
1,650 West Georgia Street,Suite 2110,Vancouver,BC,V6B 4N9,Canada,604-681-1820,604-681-1864,https://www.trailbreakerresources.com,Gold,Basic Materials,"Trailbreaker Resources Ltd., operates as a mineral exploration company, focuses on the acquisition, evaluation, exploration, and development of mineral assets in Canada. The company's flagship property comprises the Atsutla gold project that consists of 36 mineral tenures covering approximately 40,000 hectares located in the northwestern British Columbia. It also holds interests in various mineral properties located in British Columbia and in Yukon Territory, Canada. The company was formerly known as Goldstrike Resources Ltd. and changed its name to Trailbreaker Resources Ltd. in March 2021. Trailbreaker Resources Ltd. was incorporated in 1989 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Yilu  Zhang CPA, CGA, MBA', 'age': 45, 'title': 'Company Sec., CFO & Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 110536, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2236,0.165,0.165,0.1675,0.2236,0.165,0.165,0.1675,0.0,0.766332,43000,43000,31433,15090,15090,0.0,0.0,0,0,5659373,0.062,0.359,0.19326,0.12717,0.0,0.0,USD,4056576,0.0,30456499,33257100,0.053260002,0.0,0.223,0.7511211,1672444800,1703980800,1688083200,-181830,-0.01,1:20,1579219200,-10.411,PNK,EQUITY,APRAF,APRAF,TRAILBREAKER RESOURCES LTD,Trailbreaker Resources Ltd.,915114600,America/New_York,EDT,-14400000,0.1675,none,1142897,0.037,-389654,0,7.28,7.336,-0.05945,-0.03472,-1489847,-420986,0.0,0.0,0.0,CAD,
2,650 West Georgia Street,Suite 2110,Vancouver,BC,V6B 4N9,Canada,604-681-1820,604-681-1864,https://www.trailbreakerresources.com,Gold,Basic Materials,"Trailbreaker Resources Ltd., operates as a mineral exploration company, focuses on the acquisition, evaluation, exploration, and development of mineral assets in Canada. The company's flagship property comprises the Atsutla gold project that consists of 36 mineral tenures covering approximately 40,000 hectares located in the northwestern British Columbia. It also holds interests in various mineral properties located in British Columbia and in Yukon Territory, Canada. The company was formerly known as Goldstrike Resources Ltd. and changed its name to Trailbreaker Resources Ltd. in March 2021. Trailbreaker Resources Ltd. was incorporated in 1989 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. Ewan Russell Webster P.Geo., Ph.D.', 'age': 35, 'title': 'Geologist Director & Independent Director', 'yearBorn': 1987, 'fiscalYear': 2022, 'totalPay': 2959, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2236,0.165,0.165,0.1675,0.2236,0.165,0.165,0.1675,0.0,0.766332,43000,43000,31433,15090,15090,0.0,0.0,0,0,5659373,0.062,0.359,0.19326,0.12717,0.0,0.0,USD,4056576,0.0,30456499,33257100,0.053260002,0.0,0.223,0.7511211,1672444800,1703980800,1688083200,-181830,-0.01,1:20,1579219200,-10.411,PNK,EQUITY,APRAF,APRAF,TRAILBREAKER RESOURCES LTD,Trailbreaker Resources Ltd.,915114600,America/New_York,EDT,-14400000,0.1675,none,1142897,0.037,-389654,0,7.28,7.336,-0.05945,-0.03472,-1489847,-420986,0.0,0.0,0.0,CAD,
3,650 West Georgia Street,Suite 2110,Vancouver,BC,V6B 4N9,Canada,604-681-1820,604-681-1864,https://www.trailbreakerresources.com,Gold,Basic Materials,"Trailbreaker Resources Ltd., operates as a mineral exploration company, focuses on the acquisition, evaluation, exploration, and development of mineral assets in Canada. The company's flagship property comprises the Atsutla gold project that consists of 36 mineral tenures covering approximately 40,000 hectares located in the northwestern British Columbia. It also holds interests in various mineral properties located in British Columbia and in Yukon Territory, Canada. The company was formerly known as Goldstrike Resources Ltd. and changed its name to Trailbreaker Resources Ltd. in March 2021. Trailbreaker Resources Ltd. was incorporated in 1989 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Dillon  Hume M.Sc., P.Geo.', 'title': 'VP of Exploration', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2236,0.165,0.165,0.1675,0.2236,0.165,0.165,0.1675,0.0,0.766332,43000,43000,31433,15090,15090,0.0,0.0,0,0,5659373,0.062,0.359,0.19326,0.12717,0.0,0.0,USD,4056576,0.0,30456499,33257100,0.053260002,0.0,0.223,0.7511211,1672444800,1703980800,1688083200,-181830,-0.01,1:20,1579219200,-10.411,PNK,EQUITY,APRAF,APRAF,TRAILBREAKER RESOURCES LTD,Trailbreaker Resources Ltd.,915114600,America/New_York,EDT,-14400000,0.1675,none,1142897,0.037,-389654,0,7.28,7.336,-0.05945,-0.03472,-1489847,-420986,0.0,0.0,0.0,CAD,
